signal_ts,confirm_ts,exit_ts,side,z,atr,signal_px,confirm_level,entry,exit,gross_R,half_cost_R,full_cost_R,kind,mfe_atr,confirm_lag_s,confirm_atr,stop_atr
1772346600,1772350529,1772353914,BUY,-1.4788457944882332,259.34375,67014.1015625,67117.8390625,67131.0,67169.9015625,0.10000000000000749,0.08200000000000748,0.0640000000000075,be,0.5456079045668153,3929,0.4,1.5
1772363100,1772368435,1772370303,SELL,1.058344056487635,287.8783482142857,66443.5,66328.34866071428,66321.5,66278.31824776786,0.0999999999999846,0.0819999999999846,0.0639999999999846,be,0.5287063995750934,5335,0.4,1.5
1772373900,1772374962,1772375031,SELL,3.7582814256364014,253.43526785714286,66950.203125,66848.82901785715,66860.5,66822.48470982142,0.10000000000001422,0.08200000000001421,0.06400000000001421,be,0.5224152053479421,1062,0.4,1.5
1772398200,1772405267,1772406168,SELL,1.1722363735267751,316.20675223214283,65183.5,65057.017299107145,65079.3984375,65553.70856584821,-0.9999999999999913,-1.0179999999999914,-1.0359999999999914,stop,0.19163934932519183,7067,0.4,1.5
1772422200,1772422632,1772432276,BUY,-1.0574658815230409,418.19308035714283,66745.203125,66912.48035714286,66911.3984375,66284.10881696429,-0.9999999999999934,-1.0179999999999934,-1.0359999999999934,stop,0.24200095542846164,432,0.4,1.5
1772433000,1772442116,1772442300,BUY,-1.2392772033052875,319.4213169642857,66244.1015625,66371.87008928572,66342.0,66190.703125,-0.31577286166098595,-0.33377286166098596,-0.3517728616609859,signal,0.07012192458809614,9116,0.4,1.5
1772443800,1772445115,1772445719,SELL,1.6754766874080154,331.80078125,66373.3984375,66240.678125,66261.3984375,66211.6283203125,0.0999999999999883,0.0819999999999883,0.06399999999998832,be,0.55273660540846,1315,0.4,1.5
1772455500,1772457719,1772458264,BUY,-1.0825727459261771,245.34151785714286,65955.8984375,66054.03504464286,66062.0,65693.98772321429,-0.9999999999999887,-1.0179999999999887,-1.0359999999999887,stop,0.1659039422088379,2219,0.4,1.5
1772466300,1772467772,1772470061,BUY,-3.239926753392482,545.8850446428571,69472.6015625,69690.95558035714,69711.203125,69793.08588169643,0.10000000000000407,0.08200000000000407,0.06400000000000408,be,0.6710146735008066,1472,0.4,1.5
1772477100,1772484322,1772503368,BUY,-1.2478242520321703,591.7566964285714,69096.203125,69332.90580357143,69284.296875,68396.66183035714,-0.9999999999999977,-1.0179999999999976,-1.0359999999999976,stop,0.34507953392403823,7222,0.4,1.5
1772510400,1772512703,1772514438,SELL,1.0174216330074521,288.07254464285717,68349.3984375,68234.16941964286,68233.0,68189.78911830357,0.10000000000000768,0.08200000000000768,0.06400000000000769,be,0.7730800075935733,2303,0.4,1.5
1772521200,1772521346,1772527660,SELL,2.5605891217841847,235.37834821428572,68070.0,67975.84866071428,67986.5,67276.18917410714,2.011827146327541,1.993827146327541,1.975827146327541,trail,3.51774071949132,146,0.4,1.5
1772532000,1772532171,1772534979,SELL,2.5519917373480894,332.87723214285717,66614.3984375,66481.24754464286,66464.296875,66963.61272321429,-1.0000000000000082,-1.0180000000000082,-1.0360000000000082,stop,0.1928498145900529,171,0.4,1.5
1772542800,1772542928,1772546685,SELL,1.0959394341593145,339.6919642857143,67360.1015625,67224.22477678572,67224.3984375,67173.44464285714,0.10000000000000735,0.08200000000000734,0.06400000000000736,be,1.792800725447162,128,0.4,1.5
1772554200,1772554265,1772555700,SELL,1.5286336566195426,493.37109375,68529.796875,68332.4484375,68346.703125,68344.0,0.003652592047166998,-0.014347407952833001,-0.032347407952833,signal,0.3380917317878435,65,0.4,1.5
1772565000,1772565246,1772586846,BUY,-2.011602245720973,634.9497767857143,68343.203125,68597.18303571429,68599.8984375,68195.8984375,-0.4241805307764194,-0.4421805307764194,-0.46018053077641935,time,0.38412240844414364,246,0.4,1.5
1772586900,1772587740,1772589695,BUY,-1.8309115883628087,302.89285714285717,68090.796875,68211.95401785715,68213.1015625,68258.53549107142,0.09999999999998808,0.08199999999998808,0.0639999999999881,be,2.195495814172857,840,0.4,1.5
1772601600,1772601720,1772602998,SELL,1.1063446701686526,323.77176339285717,67911.5,67781.99129464285,67777.1015625,68262.75920758929,-1.0000000000000084,-1.0180000000000085,-1.0360000000000085,stop,0.4070913600333678,120,0.4,1.5
1772612400,1772613097,1772613995,BUY,-3.8308095300694927,360.94308035714283,69233.203125,69377.58035714286,69390.203125,70315.73158482143,1.7094633663672603,1.6914633663672602,1.6734633663672602,trail,3.064195049550873,697,0.4,1.5
1772623200,1772633225,1772633862,BUY,-1.7308048828041251,530.9776785714286,71420.0,71632.39107142857,71647.5,71727.14665178572,0.10000000000000574,0.08200000000000573,0.06400000000000575,be,0.6301612591328328,10025,0.4,1.5
1772641500,1772641580,1772644925,BUY,-1.4187488659933856,580.8359375,72590.8984375,72823.2328125,72823.703125,72910.828515625,0.10000000000000668,0.08200000000000668,0.06400000000000669,be,1.5085074044682367,80,0.4,1.5
1772652300,1772653374,1772657979,BUY,-1.0411474392036968,505.0279017857143,73628.8984375,73830.90959821429,73831.703125,73074.16127232143,-0.9999999999999918,-1.0179999999999918,-1.0359999999999918,stop,0.0,1074,0.4,1.5
1772684100,1772685317,1772685914,SELL,1.1485907302498073,318.59263392857144,72632.6015625,72505.16450892857,72502.8984375,72980.78738839286,-0.9999999999999956,-1.0179999999999956,-1.0359999999999956,stop,0.00031878483424940184,1217,0.4,1.5
1772694900,1772695802,1772701424,SELL,1.4329984349051508,314.17745535714283,72614.8984375,72489.22745535715,72483.203125,72436.07650669642,0.10000000000001148,0.08200000000001148,0.06400000000001149,be,2.4123508452840645,902,0.4,1.5
1772705700,1772716215,1772717400,SELL,2.199891444317846,320.97154017857144,72688.1015625,72559.71294642857,72560.1015625,72511.95583147321,0.10000000000000259,0.08200000000000258,0.06400000000000258,be,0.8103570875950352,10515,0.4,1.5
1772718600,1772719068,1772722279,SELL,1.0611493994670849,354.22823660714283,72578.1015625,72436.41026785714,72435.0,72381.86576450893,0.10000000000000471,0.08200000000000471,0.06400000000000472,be,1.4338169152316484,468,0.4,1.5
1772729400,1772730592,1772732452,SELL,2.644372628419661,578.1428571428571,71271.3984375,71040.14129464286,71038.0,70951.27857142857,0.10000000000000049,0.08200000000000049,0.0640000000000005,be,0.6017516833456882,1192,0.4,1.5
1772740200,1772740504,1772745385,SELL,1.4465275081355602,360.76450892857144,71029.0,70884.69419642857,70883.796875,71424.94363839286,-0.9999999999999962,-1.0179999999999962,-1.0359999999999963,stop,0.1956782007455645,304,0.4,1.5
1772751000,1772753446,1772760622,SELL,1.1363646058012102,275.734375,71198.703125,71088.409375,71086.1015625,70477.46875,1.471543794034869,1.453543794034869,1.435543794034869,trail,2.7073156910523033,2446,0.4,1.5
1772761800,1772763698,1772772113,SELL,2.2973804364034867,263.0078125,71124.703125,71019.5,71000.0,70378.80078125,1.574602703104114,1.556602703104114,1.538602703104114,trail,2.861904054656171,1898,0.4,1.5
