signal_time,side,signed12_atr,delta_ls_12,q20,q80,history_n,flow_id_new
2026-08-30 01:45:00+00:00,1,8.778904333605924,-0.042955509999999864,-0.042316285999999925,0.041113714000000155,8640,89
2026-08-30 15:00:00+00:00,1,-4.972656250000002,-0.05202755999999997,-0.042417748,0.04026813200000019,8640,90
2026-08-31 10:00:00+00:00,1,1.66104789540607,-0.04269126999999995,-0.04233903999999991,0.03914839400000004,8640,91
2026-09-01 08:30:00+00:00,-1,2.7695403082799817,0.05027161000000002,-0.0424316179999999,0.038290850000000105,8640,92
2026-09-01 21:00:00+00:00,-1,0.5406116251823212,0.05466327000000004,-0.04191469999999988,0.03879343199999995,8640,93
2026-09-02 09:45:00+00:00,-1,-2.373895696779738,0.05069372999999988,-0.04096104199999999,0.03879343199999995,8640,94
2026-09-03 13:00:00+00:00,1,10.453274835474831,-0.04635615000000004,-0.040614809999999925,0.03766298999999993,8640,95
2026-09-04 10:00:00+00:00,-1,5.965824468085091,0.03872297999999996,-0.04018783599999991,0.03719469999999991,8640,96
2026-09-07 05:00:00+00:00,-1,3.155655342485898,0.04129182000000009,-0.03812605800000001,0.035664244,8640,97
2026-09-07 17:00:00+00:00,-1,2.383343539497883,0.0882520899999999,-0.03793887399999986,0.035403654000000104,8640,98
2026-09-08 05:00:00+00:00,-1,0.006681248757191988,0.03877973000000012,-0.03750177199999988,0.03541281200000005,8640,99
