slice,flow_short_n,touch_short_n,high_response_short_n,accept_trade_n,persistent_exit_n,ev_5bps,ev_10bps,pf_5bps,cum_r_5bps,max_dd_r,dd_pct_025,ev_per_high_response,tp_n,sl_n,time_n
HELDOUT_AUG,16,7,5,2,0,1.2423695051559647,0.9847390103119473,inf,2.4847390103119293,0.0,0.0,0.49694780206238587,2,0,0
FRESH_SEP,7,6,3,2,1,0.5156572816382795,0.4347588410012848,3.7056876278794886,1.031314563276559,0.381165420815715,0.09529135520392874,0.34377152109218634,1,0,0
POSTFREEZE_COMBINED,23,13,8,4,1,0.879013393397122,0.7097489256566161,10.224482026895148,3.516053573588488,0.3811654208157149,0.09529135520392873,0.439506696698561,3,0,0
