split,permutations,real_max_calmar,real_best_config,permutation_mean,permutation_median,permutation_p95,permutation_max,count_perm_ge_real,empirical_p,pass
WF1,250,54.605099999999005,AKBRK_1373,14.655725327583992,9.303062590253507,44.63383999999935,84.0938999999992,3,0.01593625498007968,True
WF2,250,4.934817275747507,AKBRK_0883,14.148351640285018,8.852676669718875,41.855560000001105,91.61800000000248,228,0.9123505976095617,False
