N,Total_R,EV,MaxDD,PF,negative_months,worst_month,policy,RH1,RH2,RH3,RH4,formal_verdict,annual,RH6_p_dd_bad,RH6_p_total_good,RH6,RH5_p,RH5,reverse_DD,reverse_degradation
3535,1848.8748114422258,0.5230197486399507,15.827252954613414,2.8612424560027296,1,-0.21696524036153453,P0,False,False,True,BASELINE,BASELINE,"{""2023"": 314.2036403370528, ""2024"": 568.9248019932294, ""2025"": 599.831961044282, ""2026"": 365.9144080676616}",,,,,,,
3535,1996.7867095057215,0.5648618697328773,15.827252954613414,3.0330767722832355,1,-1.2195686520360345,P1,True,False,True,RETRAIN_REQUIRED,FAIL,"{""2023"": 348.4958639395861, ""2024"": 612.1599302636915, ""2025"": 639.6891047369543, ""2026"": 396.4418105654896}",0.1684,1.0,False,0.0,True,15.827252954613186,-1.4365959531654288e-14
3535,1829.523514037842,0.5175455485255565,16.201287243884053,2.957714603181071,1,-0.5132234179697861,P2,False,False,True,RETRAIN_REQUIRED,FAIL,"{""2023"": 309.2445659944296, ""2024"": 574.2190804076837, ""2025"": 593.4447644315048, ""2026"": 352.6151032042236}",0.1912,0.2044,False,0.065,False,16.201287243883826,-1.4034296906195837e-14
3535,1988.1020445254471,0.5624051045333656,16.201287243884053,3.142579707043165,1,-0.4350612246714467,P3,True,False,True,RETRAIN_REQUIRED,FAIL,"{""2023"": 347.4151805350065, ""2024"": 619.1133484333278, ""2025"": 631.8052148408584, ""2026"": 389.7683007162542}",0.198,0.9996,False,0.0,True,16.201287243883826,-1.4034296906195837e-14
3535,2134.3563657315744,0.6037783212819164,15.827252954613357,3.121370715921965,0,2.0768748103357924,P4,True,False,True,True,FAIL,"{""2023"": 357.0576650006203, ""2024"": 652.3108287929082, ""2025"": 689.4974866539094, ""2026"": 435.4903852841363}",0.0836,1.0,False,0.0,True,15.827252954613186,-1.0774469648740755e-14
3535,1984.152227759484,0.561287758913574,15.81187101215437,4.309812297037125,0,4.539774092910445,P5,True,False,True,True,FAIL,"{""2023"": 338.1016533495365, ""2024"": 608.025863749952, ""2025"": 643.7843719205673, ""2026"": 394.240338739428}",0.032,0.999,True,,N/A,15.81187101215437,0.0
3535,1500.273875706486,0.4244056225478037,14.085411983651738,2.7724634662636527,1,-2.0305457533620235,P6,False,True,True,True,FAIL,"{""2023"": 260.71106714098437, ""2024"": 454.74823666368513, ""2025"": 471.41594490146673, ""2026"": 313.39862700034985}",0.0986,0.0,False,,N/A,14.085411983651596,-1.0089058617309781e-14
3535,1643.974104955915,0.46505632389134793,15.960635915129956,4.082139914013359,0,3.0553913443066243,P7,False,False,True,True,FAIL,"{""2023"": 295.63196968747957, ""2024"": 484.1722640376994, ""2025"": 522.5280775359686, ""2026"": 341.64179369476744}",0.0192,0.0,False,,N/A,15.960635915129956,0.0
