N,WR,EV_actual_R,EV_base_1pct_R,PF,sum_usd,max_DD_pct,hedge_fills,sl_modify_blocked_total,sl_modify_blocked_trades,min_dist_points,tf,path_mode,14d_pass_rate,14d_pass_windows,14d_window_count,best_14d_return_pct,permutation_mean,permutation_p95,actual_above_p95
24126,0.9797314100969908,0.08203244079692724,0.032247995476662315,5.849128434093922,235274911.47000015,2.7696934953574126,0,0,0,0,M15,primary,0.5729513657561626,860,1501,296.34169000000054,0.9533031312458361,0.9700532978014657,False
24841,0.9823276035586329,0.08252496544690903,0.03149251821543105,6.340421435593173,246075808.87000024,2.9856980839533658,0,0,0,0,M15,mirror,0.6269153897401732,941,1501,291.93257000000017,0.9654536975349768,0.9806795469686875,False
8316,0.9791967291967292,0.07795198011864689,0.07089792531440273,6.089662236729221,35537997.90000005,3.683693423503192,0,0,0,0,H1,primary,0.16788807461692204,252,1501,60.71607000000021,0.040437041972018646,0.057994670219853404,True
8321,0.9793294075231342,0.07619020149821751,0.07006731904999512,5.784050579151815,33267510.080000058,3.6807534675470652,0,0,0,0,H1,mirror,0.16722185209860094,251,1501,55.493900000000316,0.0342398401065956,0.051332445036642214,True
13364,0.03030529781502544,0.0356163823206625,0.035065291464745095,2.3104879337943167,9783570.029999934,8.386741316274051,0,707517,13077,4,M15,primary,0.13057961359093936,196,1501,73.96781999999922,0.11763357761492338,0.14193870752831445,False
22831,0.0014454031798869958,-0.01903204707050351,-0.016682001122798478,0.08437389589148803,-97830.29999999987,97.83029999999904,0,66617,22428,4,M15,mirror,0.005329780146568954,8,1501,12.768530000000823,0.0,0.0,True
6415,0.029618082618862042,0.033891816056118435,0.03334145615832365,2.4256689244522005,712476.989999993,5.2482831696943055,0,391528,6278,4,H1,primary,0.038640906062624915,58,1501,28.873959999999997,0.014787475016655564,0.02731512325116589,True
8102,0.0016045420883732413,-0.021039990125894747,-0.020530469418522834,0.11136326329029211,-81256.48999999964,81.25649000000335,0,16736,7942,4,H1,mirror,0.0,0,1501,6.87024000000005,0.0,0.0,False
