bucket,N,WR,EV,PF,SumR,MaxDD_R,R_DD,MaxConsecutiveLosses
ALIGNED_COUNTER,176,0.7613636363636364,0.007691178599293262,1.0323970283765251,1.3536474334756141,14.26801251990464,0.09487287956799895,3
ALIGNED_WITH,229,0.6855895196506551,-0.0332969635848775,0.8856567183995533,-7.625004660936947,20.003054449144948,-0.3811920164654097,5
MIXED,145,0.6896551724137931,-0.0819145636909296,0.7405201659540414,-11.877611735184791,17.453949232055766,-0.6805114176320896,3
