bucket,N,WR,EV,PF,SumR,MaxDD_R,R_DD,MaxConsecutiveLosses
<=0.15,271,0.6900369003690037,-0.07284012621868192,0.7580210958988315,-19.7396742052628,28.739919849176292,-0.6868381787024558,4
0.15-0.30,109,0.7155963302752294,0.04067473504770368,1.1477338748870936,4.433546120199701,11.154146754747927,0.3974796295657932,4
0.30-0.50,93,0.7741935483870968,0.07497655857174412,1.3492838754071361,6.972819947172203,4.6573205557780115,1.497174150600717,2
0.50-0.75,77,0.7012987012987013,-0.12747611460721064,0.5674666159401601,-9.81566082475522,15.534251150036287,-0.6318721597810842,4
