bucket,N,WR,EV,PF,SumR,MaxDD_R,R_DD,MaxConsecutiveLosses
<0.75,95,0.7368421052631579,-0.04161563830228275,0.8395394203766082,-3.9534856387168613,11.66491153928527,-0.3389211847344278,4
0.75-1.00,61,0.7868852459016393,0.05871099762584854,1.2820407751921956,3.581370855176761,3.9686512261295785,0.9024151156435805,2
1.00-2.00,103,0.6990291262135923,0.00779172022744813,1.02658806064173,0.8025471834271574,13.098651317391452,0.06126945163900902,4
2.00+,291,0.6907216494845361,-0.0638467400774336,0.7857592220119822,-18.579401362533176,29.474013111621797,-0.6303655118890883,4
