bucket,N,WR,EV,PF,SumR,MaxDD_R,R_DD,MaxConsecutiveLosses
<0.50,6,0.6666666666666666,0.3100021340352884,2.2308132360384154,1.8600128042117305,1.4252477564595982,1.3050452426826582,1
0.50-0.75,20,0.7,-0.08869309269902219,0.7083082874362873,-1.7738618539804438,3.7479747917105017,-0.4732854281474205,2
0.75-1.00,419,0.7136038186157518,-0.024783090154567766,0.9098932515310079,-10.384114774763894,30.78899735832031,-0.3372670650464598,4
1.00-1.50,88,0.7159090909090909,-0.037819193152176724,0.8682523705637122,-3.3280889973915517,6.64193761253862,-0.5010720051192291,3
1.50+,17,0.6470588235294118,-0.26605389063070356,0.26421020414612295,-4.522916140721961,5.726421138833199,-0.7898329569318994,4
