bucket,N,WR,EV,PF,SumR,MaxDD_R,R_DD,MaxConsecutiveLosses
<=30m,4400,0.7040909090909091,-0.007970298551183173,0.9711425840271412,-35.06931362520596,69.89772663904603,-0.5017232363837089,6
30-90m,272,0.7573529411764706,0.04438254803884158,1.1987368302729193,12.072053066564909,11.355323522932167,1.0631183728218134,2
90-180m,179,0.6983240223463687,-0.024881277066598255,0.9078136013117404,-4.4537485949210875,15.935187327983954,-0.2794914489081538,4
>180m,550,0.7545454545454545,0.04913946380461377,1.220269209193124,27.026705092537576,12.608752132486742,2.1434876987471774,4
nan,1,1.0,1.4574775548849894,99.0,1.4574775548849894,0.0,99.0,0
