bucket,N,WR,EV,PF,SumR,MaxDD_R,R_DD,MaxConsecutiveLosses
FIRST_OR_RESET,58,0.8275862068965517,0.005405253202437997,1.030862962760486,0.31350468574140383,5.781720703200363,0.0542234227204834,2
REPEAT_WITHIN_3H,492,0.6971544715447154,-0.03752535294387709,0.871864028359347,-18.46247364838753,38.69750372666738,-0.4770972768371257,6
