bucket,N,WR,EV,PF,SumR,MaxDD_R,R_DD,MaxConsecutiveLosses
1.00-1.25,137,0.781021897810219,0.036778220823914326,1.1830212428333176,5.038616252876262,5.461071444284126,0.9226424345995271,3
1.25-1.50,98,0.7551020408163265,0.029564415358618458,1.1235662274292757,2.897312705144609,13.332607107715226,0.2173102891082728,3
1.50-2.00,127,0.7007874015748031,-0.008204256484137671,0.9720933211793698,-1.0419405734854843,8.989238555199002,-0.11590977000859203,3
2.00-2.50,96,0.65625,-0.11572378665271428,0.6605726267046039,-11.109483518660571,12.221926370880508,-0.9089797452167279,3
2.50+,92,0.6304347826086957,-0.1514508024839232,0.5802996432814748,-13.933473828520935,19.742505777215595,-0.7057601494842292,3
