bucket,N,WR,EV,PF,SumR,MaxDD_R,R_DD,MaxConsecutiveLosses
1.00-1.25,1261,0.7375099127676448,0.029925279586072908,1.1271032311860252,37.73577755803794,12.57471686661005,3.0009246298211822,4
1.25-1.50,1060,0.6915094339622642,-0.02216940310027897,0.9233166267272273,-23.499567286295708,38.49505967351684,-0.6104567049797959,5
1.50-2.00,1498,0.7022696929238985,-0.01063223743595873,0.9612539204103678,-15.927091679066177,34.433161719244794,-0.46255095041604843,7
2.00-2.50,854,0.6908665105386417,-0.0204221335733396,0.9309893764486392,-17.440502071632018,28.22597009390625,-0.6178884911168129,4
2.50+,729,0.7407407407407407,0.027660571979172006,1.112093067597003,20.164556972816392,16.051175044653746,1.2562667167182076,4
