bucket,N,WR,EV,PF,SumR,MaxDD_R,R_DD,MaxConsecutiveLosses
<=5m,3159,0.7071858182969294,0.006333522765274106,1.0228334631285032,20.0075984155009,43.189517395600596,0.46325126146324874,6
5-15m,1369,0.7100073046018992,-0.015640747106437078,0.9420021763873604,-21.41218278871236,46.300691957877234,-0.4624592394470567,5
15-30m,626,0.7348242811501597,0.01103610516106025,1.0486727187588554,6.9086018308237165,28.318786747226405,0.24395825613893427,6
30-45m,248,0.7217741935483871,-0.01802759662803157,0.9250450179736655,-4.47084396375183,12.806357626315787,-0.34911128473912767,4
