bucket,N,WR,EV,PF,SumR,MaxDD_R,R_DD,MaxConsecutiveLosses
-1,291,0.7319587628865979,-0.02815851858181671,0.8914714259969929,-8.194128907308663,19.406380896197163,-0.422238899212494,4
1,259,0.6872586872586872,-0.038435675889333845,0.8735747774202681,-9.954840055337465,27.54713125192837,-0.36137483661354397,5
