time,open_frozen,high_frozen,low_frozen,close_frozen,open_rest,high_rest,low_rest,close_rest,open_diff,high_diff,low_diff,close_diff
2026-08-10 21:20:00,64088.3,64088.3,64073.6,64073.6,64088.3,64088.3,64055.6,64055.6,0.0,0.0,-18.0,-18.0
