N,WR,EV,t,PF,SumR,Ryr,MaxDD_R,R_DD,MaxLossStreak,MedianR,year
1074,0.7560521415270018,0.12369522664363108,4.101617124676637,1.5284792398517522,132.84867341525978,132.84867341525978,11.01060343684098,12.06552158356318,4,0.12299999999999839,2021
1070,0.7308411214953271,0.09828340725877874,2.994915760107449,1.367813694140935,105.16324576689325,105.16324576689325,17.168601167558762,6.125324057594532,4,0.1229999999999953,2022
1190,0.6957983193277311,0.11468989164428592,3.4153172245280485,1.372307235443844,136.48097105670024,136.48097105670024,16.727978825890172,8.158844082553857,6,0.12299999999999242,2023
1189,0.735071488645921,0.10762984066984936,3.5919303847798663,1.4186065820876659,127.97188055645088,127.97188055645088,14.03580134300433,9.11753290240419,6,0.12299999999999467,2024
1230,0.7268292682926829,0.1168129583381869,3.9002278643457466,1.428128296975658,143.67993875596989,143.67993875596989,20.260933005728624,7.091476918429446,4,0.12299999999999495,2025
754,0.7108753315649867,0.09149481926702856,2.243875919830374,1.314853236801572,68.98709372733953,68.98709372733953,17.1297475900317,4.0273269273089065,5,0.12299999999999338,2026
