sl_atr,compat,n,mean_pnl_r,tp_rate,sl_rate,time_rate,samebar_n
1.0,ALIGNED,1195.0,0.12761506276150628,0.4510460251046025,0.5489539748953974,0.0,0.0
1.0,OPPOSED,966.0,-0.011387163561076604,0.39544513457556935,0.6045548654244306,0.0,0.0
1.0,PREMIUM,,0.13900222632258288,,,,
1.5,ALIGNED,1195.0,0.17931665208412353,0.4711297071129707,0.5280334728033472,0.0008368200836820083,0.0
1.5,OPPOSED,966.0,-0.024327122153209108,0.39026915113871635,0.6097308488612836,0.0,0.0
1.5,PREMIUM,,0.20364377423733265,,,,
2.0,ALIGNED,1195.0,0.16784359172429586,0.46443514644351463,0.5305439330543933,0.00502092050209205,0.0
2.0,OPPOSED,966.0,-0.052066754579062687,0.37577639751552794,0.6180124223602484,0.006211180124223602,0.0
2.0,PREMIUM,,0.21991034630335854,,,,
