split,model,n,base_rate,auc,brier,logloss
DISCOVERY_2023,compact,1559,0.35856318152661965,0.5119481216457961,0.2649404186138867,0.7558488229783874
DISCOVERY_2023,raw,1559,0.35856318152661965,0.5053309481216458,0.26783379036693966,0.7696397956140973
DISCOVERY_2023,raw_plus,1559,0.35856318152661965,0.5001323792486583,0.2679854351728071,0.7711409249801063
DISCOVERY_2023,activity,1559,0.35856318152661965,0.5409409660107335,0.2558860000366177,0.7421030640078876
CONFIRMATION,compact,2354,0.33305012744265083,0.504950116989471,0.23654457667835113,0.6708394422696414
CONFIRMATION,raw,2354,0.33305012744265083,0.5277005069543741,0.2325998733468398,0.6622123290125355
CONFIRMATION,raw_plus,2354,0.33305012744265083,0.5195997985181333,0.23416946293787144,0.6653881128703942
CONFIRMATION,activity,2354,0.33305012744265083,0.522431106200442,0.23338774576846205,0.6643642156267552
