window,real_fills,fills_per_month,canonical_fills,incremental_child_fills,cum_R,mean_R_per_fill,profit_factor,max_dd_R
2025_H2,22,3.6666666666666665,11,11,10.423723127758283,0.4738055967162856,2.207255794829165,1.7475148654615915
2026_JAN_JUL,18,2.5714285714285716,12,6,7.171566840128565,0.3984203800071425,1.8780342601322664,3.750694915073356
POOLED_RECENT,40,3.076923076923077,23,17,17.59528996788685,0.4398822491971712,2.0472151438850594,3.7506949150733533
