parent_id,parent_time,parent_i,signal_time,signal_i,event_time,event_i,impulse_dir,split,child_rule,event_open,event_high,event_low,event_close,child_range,parent_exit_i,router_conf,p_rev,p_cont,source_row,entry,filled,fill_time,fill_i,outcome,gross_R,cost_R,signal_net_R,stop_frac,exit_time,episode_7d,prior_virtual_fills,vf1_mature,real_fill,real_R
47,2022-02-18 19:45:00+00:00,39662,2022-02-18 23:00:00+00:00,39675,2022-02-18 19:45:00+00:00,39675,-1.0,DEV_2021_2024,BREAK_CONFIRM_12H,39940.01,40042.59,39885.72,40017.14,156.86999999999534,39758,0.34703411744651325,0.34703411744651325,0.13653907136205531,47,39938.705,True,2022-02-19 00:00:00+00:00,39679.0,TP,1.5,0.12729873462102756,1.3727012653789725,0.003927768814737367,2022-02-19 00:15:00+00:00,18,4,True,True,1.3727012653789725
48,2022-03-18 23:45:00+00:00,42366,2022-03-19 01:15:00+00:00,42372,2022-03-18 23:45:00+00:00,42372,1.0,DEV_2021_2024,BREAK_CONFIRM_12H,41916.88,41942.54,41708.08,41767.41,234.45999999999913,42462,0.3437440820952908,0.3437440820952908,0.12452042028178868,48,41884.64,False,,,NO_FILL,0.0,0.0,0.0,0.005597756122530816,,19,0,False,False,0.0
49,2022-03-19 23:45:00+00:00,42462,2022-03-20 00:15:00+00:00,42464,2022-03-19 23:45:00+00:00,42464,1.0,DEV_2021_2024,BREAK_CONFIRM_12H,42271.79,42281.57,42073.0,42143.54,208.5699999999997,42558,0.36040387288080816,0.36040387288080816,0.12202108787316926,49,42247.825,False,,,NO_FILL,0.0,0.0,0.0,0.004936822191438251,,19,0,False,False,0.0
50,2022-03-22 07:45:00+00:00,42686,2022-03-22 09:15:00+00:00,42692,2022-03-22 07:45:00+00:00,42692,1.0,DEV_2021_2024,BREAK_CONFIRM_12H,42560.92,42563.52,42403.09,42438.06,160.4300000000003,42782,0.337731061529728,0.337731061529728,0.14974535617194323,50,42518.274999999994,True,2022-03-22 09:45:00+00:00,42694.0,SL,-1.0,0.13251347939911462,-1.1325134793991145,0.0037732010529589995,2022-03-22 10:15:00+00:00,19,0,False,False,0.0
51,2022-03-24 07:45:00+00:00,42878,2022-03-24 09:30:00+00:00,42885,2022-03-24 07:45:00+00:00,42885,1.0,DEV_2021_2024,BREAK_CONFIRM_12H,43109.67,43220.0,42840.92,43012.68,379.08000000000175,42974,0.3358535214205603,0.3358535214205603,0.15777354295169255,51,43202.22,False,,,NO_FILL,0.0,0.0,0.0,0.008774549085672026,,19,1,True,False,0.0
52,2022-03-25 03:45:00+00:00,42958,2022-03-25 06:30:00+00:00,42969,2022-03-25 03:45:00+00:00,42969,1.0,DEV_2021_2024,BREAK_CONFIRM_12H,44162.3,44195.0,44051.0,44066.0,144.0,43054,0.3925517750691678,0.3925517750691678,0.1443150997080878,52,44138.0,True,2022-03-25 07:00:00+00:00,42971.0,TP,1.5,0.15325694444444446,1.3467430555555555,0.003262494902351715,2022-03-25 07:45:00+00:00,19,1,True,True,1.3467430555555555
53,2022-04-06 19:45:00+00:00,44174,2022-04-07 00:00:00+00:00,44191,2022-04-06 19:45:00+00:00,44191,-1.0,DEV_2021_2024,BREAK_CONFIRM_12H,43170.47,43387.01,43111.0,43376.03,276.01000000000204,44270,0.36117459874264224,0.36117459874264224,0.20313077767286855,53,43238.024999999994,True,2022-04-07 00:45:00+00:00,44194.0,SL,-1.0,0.07832691750298844,-1.0783269175029884,0.00638350155910225,2022-04-07 00:45:00+00:00,20,0,False,False,0.0
54,2022-04-07 03:45:00+00:00,44206,2022-04-07 04:45:00+00:00,44210,2022-04-07 03:45:00+00:00,44210,-1.0,DEV_2021_2024,BREAK_CONFIRM_12H,43291.55,43494.48,43269.38,43395.57,225.10000000000582,44302,0.402120347133322,0.402120347133322,0.20508591482861754,54,43283.02,True,2022-04-07 05:00:00+00:00,44211.0,TP,1.5,0.09614175921812279,1.4038582407818772,0.005200653743662199,2022-04-07 11:00:00+00:00,20,1,True,True,1.4038582407818772
55,2022-04-08 19:45:00+00:00,44366,2022-04-09 00:00:00+00:00,44383,2022-04-08 19:45:00+00:00,44383,-1.0,DEV_2021_2024,BREAK_CONFIRM_12H,42252.02,42390.92,42223.23,42375.48,167.68999999999505,44462,0.32096920664610284,0.32096920664610284,0.18663122983314875,55,42291.63500000001,True,2022-04-09 00:15:00+00:00,44384.0,TP,1.5,0.12610064702725643,1.3738993529727437,0.003965086712774169,2022-04-09 04:45:00+00:00,20,2,True,True,1.3738993529727437
56,2022-04-26 23:45:00+00:00,46110,2022-04-27 01:45:00+00:00,46118,2022-04-26 23:45:00+00:00,46118,-1.0,DEV_2021_2024,BREAK_CONFIRM_12H,38269.96,38321.46,38218.39,38310.79,103.06999999999971,46206,0.3738290454113949,0.3738290454113949,0.19174245841725734,56,38259.255000000005,False,,,NO_FILL,0.0,0.0,0.0,0.002693988683261075,,21,0,False,False,0.0
