market,state,adaptive_n,adaptive_mean,baseline_n,baseline_mean,state_bars,adaptive_cov,conflict_rate
AUDUSD,RETRACEMENT,30,0.7656072525238709,358,0.024970536961496474,782,0.054987212276214836,0.0
BTCUSDT,RETRACEMENT,45,0.18623744759974611,551,-0.06640782282484485,1047,0.04297994269340974,0.0
EURUSD,RETRACEMENT,32,0.09413337248120385,301,-0.2135734017881722,682,0.05718475073313783,0.0
GBPUSD,RETRACEMENT,17,-1.5234133163554127,313,-0.29478371594565905,760,0.02894736842105263,0.0
USDCAD,RETRACEMENT,104,-0.21346839088112032,315,0.1621186696646654,725,0.18344827586206897,0.0
USDJPY,RETRACEMENT,7,-0.7176936604257852,297,-0.1812945632673572,736,0.01358695652173913,0.0
XAUUSD,RETRACEMENT,82,-0.018357750987064957,270,0.06085754505923987,645,0.17209302325581396,0.0
