available_time,close,atr14,bias,D1_HTF_BIAS,D2_TREND_PRESSURE,D14_CONCORDANCE,resolution,target_dir,touch_time,time_to_touch_min,close_ret_atr_24h
2023-05-31 12:00:00,1955.32,8.50451105707517,BEAR,-1,0,0,BULL_FIRST,1.0,2023-05-31 16:11:00,251.0,0.07172663965115891
2023-05-31 16:00:00,1962.69,8.51490312442695,BEAR,-1,0,0,BULL_FIRST,1.0,2023-05-31 16:48:00,48.0,0.6682401334287628
2023-06-13 08:00:00,1960.87,7.439812619916668,BEAR,-1,0,0,AMBIGUOUS,0.0,2023-06-13 15:30:00,450.0,-1.630417406955573
2023-06-13 12:00:00,1964.17,7.4119688613511885,NEUTRAL,0,0,0,BEAR_FIRST,-1.0,2023-06-13 15:30:00,210.0,-1.9347086136282
2023-06-27 04:00:00,1922.74,7.237920317851242,BEAR,-1,-1,-1,BULL_FIRST,1.0,2023-06-27 04:53:00,53.0,-0.9035744679131155
2023-06-27 08:00:00,1928.47,7.271640295147568,BEAR,-1,0,0,BEAR_FIRST,-1.0,2023-06-27 14:21:00,381.0,-1.8235225426164863
2023-06-27 12:00:00,1925.59,7.14580884549417,BEAR,-1,-1,-1,BEAR_FIRST,-1.0,2023-06-27 17:01:00,301.0,-2.18589670361098
2023-07-06 12:00:00,1918.09,6.085356808127072,BEAR,-1,-1,-1,BULL_FIRST,1.0,2023-07-06 13:49:00,109.0,-0.41246554296501625
2023-07-07 08:00:00,1912.14,6.777005703278254,BEAR,-1,-1,-1,BULL_FIRST,1.0,2023-07-07 15:29:00,449.0,
2023-07-07 12:00:00,1915.58,6.61721958161552,BEAR,-1,-1,-1,BULL_FIRST,1.0,2023-07-07 15:30:00,210.0,
2023-07-18 04:00:00,1955.43,6.808822353760796,BULL,1,1,1,BULL_FIRST,1.0,2023-07-18 10:01:00,361.0,3.38384507671492
2023-07-18 08:00:00,1960.01,6.753192185635022,BULL,1,1,1,BULL_FIRST,1.0,2023-07-18 14:16:00,376.0,2.1871138261721357
2023-07-24 08:00:00,1960.5,6.562499190942871,BULL,1,0,0,BULL_FIRST,1.0,2023-07-24 14:37:00,397.0,0.013714287405037735
2023-07-24 12:00:00,1959.59,6.64803496301838,BULL,1,0,0,BULL_FIRST,1.0,2023-07-24 13:21:00,81.0,0.4993956888717682
2023-07-24 16:00:00,1967.39,6.776032465659912,BULL,1,1,1,BEAR_FIRST,-1.0,2023-07-24 16:45:00,45.0,-1.1880108368424411
2023-08-07 12:00:00,1936.22,6.898426234857102,BEAR,-1,-1,-1,NO_BREAKOUT,0.0,,,-0.15945665903361253
2023-08-07 16:00:00,1938.06,6.758538646653028,BEAR,-1,-1,-1,NO_BREAKOUT,0.0,,,-1.8776248333335215
2023-08-07 20:00:00,1934.45,7.007214457606384,BEAR,-1,-1,-1,NO_BREAKOUT,0.0,,,-1.2943802497944648
2023-08-08 00:00:00,1936.34,6.759556282063069,BEAR,-1,-1,-1,NO_BREAKOUT,0.0,,,-1.7190477473845927
2023-08-08 04:00:00,1935.71,6.483873690487142,BEAR,-1,-1,-1,NO_BREAKOUT,0.0,,,-1.6456211995083485
2023-08-08 08:00:00,1934.48,6.346454141166628,BEAR,-1,-1,-1,BEAR_FIRST,-1.0,2023-08-08 14:52:00,412.0,-0.658635500552389
2023-08-08 12:00:00,1935.12,6.2452788453690165,BEAR,-1,-1,-1,BEAR_FIRST,-1.0,2023-08-08 14:52:00,172.0,-1.1304539276472914
2023-08-08 16:00:00,1925.37,6.644901784985509,BEAR,-1,-1,-1,BULL_FIRST,1.0,2023-08-08 17:44:00,104.0,-0.07073091750758283
2023-08-08 20:00:00,1925.38,6.832408800343686,BEAR,-1,-1,-1,NO_BREAKOUT,0.0,,,-1.3274966801670185
2023-08-09 00:00:00,1924.72,6.565808171747718,BEAR,-1,-1,-1,NO_BREAKOUT,0.0,,,-1.5702560492649271
2023-08-09 04:00:00,1925.04,6.240393302337166,BEAR,-1,-1,-1,BULL_FIRST,1.0,2023-08-09 08:07:00,247.0,-1.2899827959537502
2023-08-09 08:00:00,1930.3,6.2789366378845095,BEAR,-1,-1,-1,BEAR_FIRST,-1.0,2023-08-09 14:14:00,374.0,-2.1611939700305562
2023-08-09 12:00:00,1928.06,6.184012592321317,BEAR,-1,-1,-1,BEAR_FIRST,-1.0,2023-08-09 16:55:00,295.0,-1.4052364658491185
2023-08-09 16:00:00,1924.9,6.188011692869796,BEAR,-1,-1,-1,BEAR_FIRST,-1.0,2023-08-09 17:54:00,114.0,0.21493172056097345
2023-08-09 20:00:00,1916.31,6.6038680005219526,BEAR,-1,-1,-1,NO_BREAKOUT,0.0,,,0.6450764914839745
2023-08-10 16:00:00,1926.23,6.340453310967522,BEAR,-1,-1,-1,BEAR_FIRST,-1.0,2023-08-10 16:30:00,30.0,-1.6071406097058871
2023-08-11 08:00:00,1913.47,6.585542925201565,BEAR,-1,-1,-1,BULL_FIRST,1.0,2023-08-11 15:13:00,433.0,
2023-08-14 04:00:00,1911.0,6.377290376269696,BEAR,-1,-1,-1,NO_BREAKOUT,0.0,,,-0.6131130573181114
2023-08-14 08:00:00,1912.37,6.170341063679005,BEAR,-1,-1,-1,BEAR_FIRST,-1.0,2023-08-14 15:27:00,447.0,-0.9383597989553811
2023-08-14 12:00:00,1914.23,6.131745273416226,BEAR,-1,-1,-1,BEAR_FIRST,-1.0,2023-08-14 15:17:00,197.0,-1.625964477556545
2023-08-14 16:00:00,1910.34,6.348763468172216,BEAR,-1,-1,-1,BEAR_FIRST,-1.0,2023-08-14 16:47:00,47.0,-1.0899760299295078
2023-08-15 12:00:00,1904.26,6.1169249129605,BEAR,-1,-1,-1,BEAR_FIRST,-1.0,2023-08-15 15:30:00,210.0,0.1863681533158394
2023-08-16 20:00:00,1899.47,6.170187078519804,BEAR,-1,-1,-1,BEAR_FIRST,-1.0,2023-08-16 22:16:00,136.0,-1.8038350958185434
2023-08-21 04:00:00,1889.97,5.876732157002866,BEAR,-1,-1,-1,NO_BREAKOUT,0.0,,,0.9427007819980967
2023-08-23 12:00:00,1903.76,5.860184695916185,BEAR,-1,0,0,BULL_FIRST,1.0,2023-08-23 16:24:00,264.0,2.8241430703597503
2023-08-23 16:00:00,1903.7,5.97017150335075,NEUTRAL,0,0,0,BULL_FIRST,1.0,2023-08-23 16:25:00,25.0,1.9195428462261306
2023-09-04 20:00:00,1938.33,5.450132378767013,BULL,1,0,0,NO_BREAKOUT,0.0,,,-2.0256388712704165
2023-09-05 00:00:00,1938.35,5.125837208855089,BULL,1,0,0,NO_BREAKOUT,0.0,,,-2.430822418330933
2023-09-05 04:00:00,1937.84,4.89113455107972,BULL,1,0,0,BEAR_FIRST,-1.0,2023-09-05 11:30:00,450.0,-2.67627068184217
2023-09-05 08:00:00,1938.56,4.826767797431169,BULL,1,0,0,BEAR_FIRST,-1.0,2023-09-05 11:27:00,207.0,-2.353541847620213
2023-09-05 12:00:00,1933.5,4.971284383328936,BULL,1,0,0,BEAR_FIRST,-1.0,2023-09-05 15:25:00,205.0,-1.7641316255030455
2023-09-05 16:00:00,1933.72,5.0947640702340165,BULL,1,0,0,BEAR_FIRST,-1.0,2023-09-05 16:53:00,53.0,-2.0530882011028195
2023-09-08 16:00:00,1920.45,5.04666877546354,BEAR,-1,-1,-1,BULL_FIRST,1.0,2023-09-08 16:54:00,54.0,
2023-09-12 12:00:00,1919.7,4.9573131769926695,BEAR,-1,-1,-1,BEAR_FIRST,-1.0,2023-09-12 13:35:00,95.0,-1.5250196487659033
2023-10-06 12:00:00,1821.88,6.827321258262683,BEAR,-1,-1,-1,BEAR_FIRST,-1.0,2023-10-06 15:30:00,210.0,
2023-10-13 00:00:00,1868.84,6.933593805691483,NEUTRAL,0,1,0,BULL_FIRST,1.0,2023-10-13 07:24:00,444.0,8.76024781696055
2023-10-13 04:00:00,1872.5,6.706194248142093,NEUTRAL,0,1,0,BULL_FIRST,1.0,2023-10-13 10:19:00,379.0,
2023-10-13 08:00:00,1876.34,6.6143232304176625,NEUTRAL,0,1,0,BULL_FIRST,1.0,2023-10-13 10:47:00,167.0,
2023-10-13 12:00:00,1883.79,6.798300142530691,NEUTRAL,0,1,0,BULL_FIRST,1.0,2023-10-13 14:07:00,127.0,
2023-10-27 12:00:00,1986.94,9.346423037714322,BULL,1,1,1,BEAR_FIRST,-1.0,2023-10-27 15:57:00,237.0,
2023-10-27 16:00:00,1980.38,9.45382139216331,BULL,1,1,1,BULL_FIRST,1.0,2023-10-27 20:32:00,272.0,
2023-10-27 20:00:00,1983.65,9.411405578437368,BULL,1,1,1,BULL_FIRST,1.0,2023-10-27 20:39:00,39.0,
2023-10-31 04:00:00,1995.59,9.319057893089669,BULL,1,1,1,NO_BREAKOUT,0.0,,,-1.6793543059330878
2023-10-31 08:00:00,1992.71,9.136268043583264,BULL,1,1,1,NO_BREAKOUT,0.0,,,-1.656037227435163
2023-10-31 12:00:00,1996.97,8.967248897613045,BULL,1,1,1,BULL_FIRST,1.0,2023-10-31 17:13:00,313.0,-1.622571221801701
2023-10-31 16:00:00,1995.65,8.805302547783544,BULL,1,1,1,BULL_FIRST,1.0,2023-10-31 17:13:00,73.0,-1.0277897835865086
2023-11-01 08:00:00,1977.58,9.457783893878762,BULL,1,0,0,BULL_FIRST,1.0,2023-11-01 15:25:00,445.0,0.8902719806750543
2023-11-01 12:00:00,1982.42,9.256513615744574,BULL,1,0,0,BULL_FIRST,1.0,2023-11-01 17:41:00,341.0,0.46993935088054256
2023-11-01 16:00:00,1986.6,9.16390550033425,BULL,1,0,0,BEAR_FIRST,-1.0,2023-11-01 19:21:00,201.0,0.40484922065867174
2023-11-02 08:00:00,1986.0,9.32808478225341,BULL,1,0,0,NO_BREAKOUT,0.0,,,-0.024656722721644958
2023-11-02 12:00:00,1986.77,8.99965015494958,BULL,1,1,1,NO_BREAKOUT,0.0,,,0.20000777463666186
2023-11-02 16:00:00,1990.31,8.73181800102461,BULL,1,1,1,BEAR_FIRST,-1.0,2023-11-02 17:09:00,69.0,1.1257678525648016
2023-11-02 20:00:00,1981.8,8.980259572379998,BULL,1,0,0,NO_BREAKOUT,0.0,,,0.9476340779918707
2023-11-03 00:00:00,1985.44,8.70595531720999,BULL,1,0,0,NO_BREAKOUT,0.0,,,0.7891150080243612
2023-11-03 04:00:00,1985.57,8.236244223123569,BULL,1,0,0,NO_BREAKOUT,0.0,,,
2023-11-03 08:00:00,1985.77,7.977226778614736,BULL,1,0,0,BULL_FIRST,1.0,2023-11-03 15:30:00,450.0,
2023-11-03 12:00:00,1988.57,7.737424865856549,BULL,1,1,1,BULL_FIRST,1.0,2023-11-03 15:30:00,210.0,
2023-11-03 16:00:00,2000.14,8.490465946866793,BULL,1,1,1,BEAR_FIRST,-1.0,2023-11-03 16:25:00,25.0,
2023-11-03 20:00:00,1990.31,8.96471837923346,BULL,1,1,1,NO_BREAKOUT,0.0,,,
2023-11-04 00:00:00,1992.31,8.6972384950025,BULL,1,1,1,NO_BREAKOUT,0.0,,,
2023-11-06 04:00:00,1992.09,8.509578602502318,BULL,1,1,1,BEAR_FIRST,-1.0,2023-11-06 05:30:00,90.0,-1.9248896761096015
2023-11-06 08:00:00,1983.86,8.690322988037865,BULL,1,0,0,NO_BREAKOUT,0.0,,,-1.1737193213692987
2023-11-06 12:00:00,1986.79,8.470299917463741,BULL,1,0,0,NO_BREAKOUT,0.0,,,-2.416679480002327
2023-11-06 16:00:00,1986.3,8.269564209073463,BULL,1,0,0,BEAR_FIRST,-1.0,2023-11-06 22:58:00,418.0,-2.387066537114622
2023-11-06 20:00:00,1983.74,8.271738194139642,BULL,1,0,0,BEAR_FIRST,-1.0,2023-11-07 02:21:00,381.0,-2.391274909306692
2023-11-07 00:00:00,1977.95,8.14232832312967,BULL,1,0,0,NO_BREAKOUT,0.0,,,-1.1397231395887775
2023-11-07 04:00:00,1975.71,7.812876300048978,NEUTRAL,0,0,0,BEAR_FIRST,-1.0,2023-11-07 09:17:00,317.0,-0.9061963517783513
2023-11-24 20:00:00,2000.95,6.112429395261891,BULL,1,1,1,NO_BREAKOUT,0.0,,,
2023-11-25 00:00:00,2002.16,5.884398724171762,BULL,1,1,1,NO_BREAKOUT,0.0,,,
2023-11-27 04:00:00,2011.97,6.7219416724452,BULL,1,1,1,NO_BREAKOUT,0.0,,,0.5102692298060887
2023-11-27 08:00:00,2010.64,6.694660124413411,BULL,1,1,1,NO_BREAKOUT,0.0,,,0.6781524253104276
2023-11-27 12:00:00,2013.39,6.700041544098166,BULL,1,1,1,BEAR_FIRST,-1.0,2023-11-27 18:38:00,398.0,0.38357971112339745
2023-11-27 16:00:00,2011.31,6.683610005234014,BULL,1,1,1,NO_BREAKOUT,0.0,,,1.52013657170955
2023-11-27 20:00:00,2009.94,6.864066433431588,BULL,1,1,1,BULL_FIRST,1.0,2023-11-28 02:01:00,361.0,4.479851746514492
2023-11-28 00:00:00,2013.91,6.740204545329323,BULL,1,1,1,NO_BREAKOUT,0.0,,,4.008780418796593
2023-11-28 04:00:00,2015.4,6.604475649234366,BULL,1,1,1,NO_BREAKOUT,0.0,,,5.023865899762425
2023-11-28 08:00:00,2015.18,6.387013102860495,BULL,1,1,1,NO_BREAKOUT,0.0,,,4.825416748588923
2023-11-28 12:00:00,2015.96,6.270797881227602,BULL,1,1,1,BULL_FIRST,1.0,2023-11-28 16:00:00,240.0,3.5753026049710637
2023-11-28 16:00:00,2021.47,6.522883746854198,BULL,1,1,1,BULL_FIRST,1.0,2023-11-28 16:32:00,32.0,2.707391498203076
2023-12-20 00:00:00,2040.34,9.283106236637417,BULL,1,1,1,NO_BREAKOUT,0.0,,,-1.176330392180813
2023-12-20 04:00:00,2038.17,8.900027219734733,BULL,1,1,1,NO_BREAKOUT,0.0,,,-0.30449345076057066
2023-12-20 08:00:00,2041.19,8.595739561182244,BULL,1,1,1,BEAR_FIRST,-1.0,2023-12-20 13:22:00,322.0,-0.5828468818000023
2023-12-20 12:00:00,2039.97,8.252472449669241,BULL,1,1,1,BEAR_FIRST,-1.0,2023-12-20 15:39:00,219.0,-0.5525616750386982
2023-12-20 16:00:00,2036.4,8.436581560407165,BULL,1,1,1,BEAR_FIRST,-1.0,2023-12-20 23:33:00,453.0,0.5855452193081642
2023-12-20 20:00:00,2034.74,8.493968591806654,BULL,1,1,1,NO_BREAKOUT,0.0,,,0.739348154178214
2023-12-21 00:00:00,2029.42,8.580113692391881,BULL,1,0,0,BULL_FIRST,1.0,2023-12-21 07:26:00,446.0,1.9055691551613942
2023-12-21 04:00:00,2035.46,8.432962714363889,BULL,1,1,1,NO_BREAKOUT,0.0,,,1.567657826529001
2023-12-21 08:00:00,2036.18,8.064179663337896,BULL,1,1,1,BULL_FIRST,1.0,2023-12-21 15:41:00,461.0,1.500462601919728
2023-12-21 12:00:00,2035.41,7.731023973099465,BULL,1,1,1,BULL_FIRST,1.0,2023-12-21 15:40:00,220.0,2.336042426312544
2023-12-21 16:00:00,2041.34,8.170950832163797,BULL,1,1,1,NO_BREAKOUT,0.0,,,3.1587511086718014
2023-12-21 20:00:00,2041.02,8.251597201294953,BULL,1,1,1,BULL_FIRST,1.0,2023-12-22 01:05:00,305.0,1.7487523503613682
2023-12-22 00:00:00,2045.77,8.269340258345313,BULL,1,1,1,BULL_FIRST,1.0,2023-12-22 01:45:00,105.0,0.8815697228860535
2023-12-22 04:00:00,2048.68,8.334387382749208,BULL,1,1,1,NO_BREAKOUT,0.0,,,
2023-12-22 08:00:00,2048.28,8.031216855409973,BULL,1,1,1,BULL_FIRST,1.0,2023-12-22 12:26:00,266.0,
2023-12-22 12:00:00,2053.47,7.995415651452116,BULL,1,1,1,BULL_FIRST,1.0,2023-12-22 13:28:00,88.0,
2023-12-22 16:00:00,2067.15,8.55431453349123,BULL,1,1,1,BEAR_FIRST,-1.0,2023-12-22 18:03:00,123.0,
2023-12-26 12:00:00,2061.9,8.522682375802455,BULL,1,1,1,NO_BREAKOUT,0.0,,,0.7532839682290279
2023-12-26 16:00:00,2058.75,8.296062206102274,BULL,1,1,1,BULL_FIRST,1.0,2023-12-26 22:36:00,396.0,1.1475323790360956
2023-12-26 20:00:00,2057.78,8.236343477094971,BULL,1,1,1,BULL_FIRST,1.0,2023-12-26 22:35:00,155.0,2.9248415959088243
2023-12-27 00:00:00,2066.78,8.476604657302467,BULL,1,1,1,NO_BREAKOUT,0.0,,,1.2398832344912485
2023-12-27 04:00:00,2066.71,8.195418610352288,BULL,1,1,1,NO_BREAKOUT,0.0,,,2.473333085682204
2023-12-27 08:00:00,2064.68,7.837888709612843,BULL,1,1,1,NO_BREAKOUT,0.0,,,2.6920514926579777
2023-12-27 12:00:00,2068.32,7.625182373211934,BULL,1,1,1,BULL_FIRST,1.0,2023-12-27 17:28:00,328.0,1.1317762090934047
2023-12-27 16:00:00,2068.27,7.709812203696791,BULL,1,1,1,BULL_FIRST,1.0,2023-12-27 17:28:00,88.0,0.6018304826899715
2024-02-08 16:00:00,2021.08,7.966345463477907,NEUTRAL,0,-1,0,BULL_FIRST,1.0,2024-02-08 16:30:00,30.0,0.746892038172096
2024-02-29 12:00:00,2034.57,5.629028395454645,BULL,1,1,1,BEAR_FIRST,-1.0,2024-02-29 13:48:00,108.0,2.101606026637332
2024-03-15 04:00:00,2162.68,8.927418366912484,BULL,1,0,0,NO_BREAKOUT,0.0,,,
2024-03-15 08:00:00,2164.45,8.595459912133036,BULL,1,0,0,NO_BREAKOUT,0.0,,,
2024-03-15 12:00:00,2169.1,8.445784204123534,BULL,1,1,1,BEAR_FIRST,-1.0,2024-03-15 15:38:00,218.0,
2024-03-15 16:00:00,2161.84,8.923942475257558,BULL,1,0,0,NO_BREAKOUT,0.0,,,
2024-03-15 20:00:00,2158.79,9.01366086988204,BULL,1,0,0,NO_BREAKOUT,0.0,,,
2024-03-16 00:00:00,2156.07,8.758399379176184,BULL,1,0,0,NO_BREAKOUT,0.0,,,
2024-03-18 04:00:00,2156.6,8.44279942352072,BULL,1,0,0,BEAR_FIRST,-1.0,2024-03-18 05:46:00,106.0,0.47732982839472166
2024-03-18 08:00:00,2147.35,8.593313750412078,BULL,1,0,0,BULL_FIRST,1.0,2024-03-18 13:08:00,308.0,1.5000034182834014
2024-03-18 12:00:00,2153.51,8.577362768239778,BULL,1,0,0,BULL_FIRST,1.0,2024-03-18 15:22:00,202.0,-0.05362953770631253
2024-03-18 16:00:00,2159.13,8.695408284794082,BULL,1,0,0,NO_BREAKOUT,0.0,,,-0.2541571284081886
2024-03-18 20:00:00,2159.91,8.557164835880203,BULL,1,0,0,NO_BREAKOUT,0.0,,,-0.6275442980230408
2024-03-19 00:00:00,2159.48,8.16308163331733,BULL,1,0,0,NO_BREAKOUT,0.0,,,-0.2205049613437094
2024-03-19 04:00:00,2160.63,7.8185758023661025,BULL,1,0,0,BEAR_FIRST,-1.0,2024-03-19 11:08:00,428.0,-0.4438148439962868
2024-03-19 08:00:00,2160.24,7.5593918164828136,BULL,1,0,0,BEAR_FIRST,-1.0,2024-03-19 11:08:00,188.0,-0.4458030595334141
2024-03-19 12:00:00,2153.05,7.973006686734035,BULL,1,0,0,NO_BREAKOUT,0.0,,,0.3850492192748011
2024-03-19 16:00:00,2156.92,7.962791923395884,BULL,1,0,0,BEAR_FIRST,-1.0,2024-03-19 17:06:00,66.0,-0.47094034806836205
2024-03-19 20:00:00,2154.54,8.123306786010467,BULL,1,0,0,NO_BREAKOUT,0.0,,,0.38777311789145474
2024-03-20 00:00:00,2157.68,7.839499158438264,BULL,1,0,0,NO_BREAKOUT,0.0,,,3.580585880896005
2024-03-20 04:00:00,2157.16,7.595963504264091,BULL,1,0,0,NO_BREAKOUT,0.0,,,5.502922700528408
2024-03-20 08:00:00,2156.87,7.307680396816652,BULL,1,0,0,NO_BREAKOUT,0.0,,,6.345378763444477
2024-03-20 12:00:00,2156.12,7.137846082758308,BULL,1,0,0,BULL_FIRST,1.0,2024-03-20 17:02:00,302.0,6.360462172148153
2024-03-20 16:00:00,2153.17,7.095142791132712,BULL,1,0,0,BULL_FIRST,1.0,2024-03-20 17:01:00,61.0,7.682720644907198
2024-03-20 20:00:00,2157.69,7.615489734623209,BULL,1,0,0,BULL_FIRST,1.0,2024-03-20 21:00:00,60.0,2.922989955432081
2024-04-19 04:00:00,2379.45,16.430735564002703,BULL,1,1,1,BULL_FIRST,1.0,2024-04-19 04:27:00,27.0,
2024-04-26 08:00:00,2335.92,15.24192112591164,NEUTRAL,0,0,0,BULL_FIRST,1.0,2024-04-26 12:11:00,251.0,
2024-05-02 04:00:00,2324.38,14.023735568348505,NEUTRAL,0,0,0,BEAR_FIRST,-1.0,2024-05-02 10:10:00,370.0,-1.4546766017210693
2024-05-02 08:00:00,2318.12,13.66632588489504,NEUTRAL,0,0,0,BEAR_FIRST,-1.0,2024-05-02 11:29:00,209.0,-0.7888001567352159
2024-05-02 12:00:00,2304.01,13.83087403597395,NEUTRAL,0,-1,0,BEAR_FIRST,-1.0,2024-05-02 16:08:00,248.0,-0.18943126755299444
2024-05-02 16:00:00,2294.46,13.689383033404376,NEUTRAL,0,-1,0,BULL_FIRST,1.0,2024-05-02 20:55:00,295.0,0.7502164250163408
2024-05-02 20:00:00,2299.62,14.243712816732653,NEUTRAL,0,-1,0,NO_BREAKOUT,0.0,,,-0.027380501489873078
2024-05-03 00:00:00,2302.85,13.94987618696601,NEUTRAL,0,-1,0,NO_BREAKOUT,0.0,,,0.032975203065231135
2024-05-03 04:00:00,2303.98,13.340599316468444,NEUTRAL,0,-1,0,NO_BREAKOUT,0.0,,,
2024-05-03 08:00:00,2307.34,12.983413651006423,NEUTRAL,0,-1,0,BULL_FIRST,1.0,2024-05-03 15:30:00,450.0,
2024-05-03 12:00:00,2301.39,12.837455533077398,NEUTRAL,0,-1,0,BULL_FIRST,1.0,2024-05-03 15:30:00,210.0,
2024-05-03 16:00:00,2304.73,13.769065852143305,NEUTRAL,0,-1,0,BEAR_FIRST,-1.0,2024-05-03 16:33:00,33.0,
2024-05-29 00:00:00,2360.29,11.304083907249911,NEUTRAL,0,0,0,NO_BREAKOUT,0.0,,,-2.02139334664218
2024-05-29 04:00:00,2357.82,10.815935056732078,NEUTRAL,0,0,0,BEAR_FIRST,-1.0,2024-05-29 11:30:00,450.0,-1.9341832111851485
2024-05-29 08:00:00,2358.26,10.504082552679774,NEUTRAL,0,0,0,BEAR_FIRST,-1.0,2024-05-29 11:28:00,208.0,-2.1924808648923695
2024-05-29 12:00:00,2345.47,10.925219513202654,NEUTRAL,0,-1,0,BEAR_FIRST,-1.0,2024-05-29 15:54:00,234.0,-0.9565025203723775
2024-05-31 00:00:00,2341.99,11.057564015007978,NEUTRAL,0,-1,0,NO_BREAKOUT,0.0,,,-1.134969689794798
2024-05-31 04:00:00,2346.32,10.660595156793123,NEUTRAL,0,0,0,NO_BREAKOUT,0.0,,,
2024-05-31 08:00:00,2344.15,10.666981217022185,NEUTRAL,0,-1,0,BULL_FIRST,1.0,2024-05-31 15:54:00,474.0,
2024-05-31 12:00:00,2343.21,10.43148255866345,NEUTRAL,0,-1,0,BULL_FIRST,1.0,2024-05-31 15:51:00,231.0,
2024-05-31 16:00:00,2354.78,10.809233804473221,NEUTRAL,0,0,0,BEAR_FIRST,-1.0,2024-05-31 16:55:00,55.0,
2024-06-19 00:00:00,2329.06,11.597165243343355,NEUTRAL,0,0,0,NO_BREAKOUT,0.0,,,-0.06812009516320507
2024-06-28 04:00:00,2321.59,9.637392369548445,NEUTRAL,0,0,0,BULL_FIRST,1.0,2024-06-28 11:26:00,446.0,
2024-06-28 08:00:00,2321.21,9.372578628866403,BEAR,-1,0,0,BULL_FIRST,1.0,2024-06-28 11:26:00,206.0,
2024-06-28 12:00:00,2328.69,9.48382301251879,NEUTRAL,0,0,0,BULL_FIRST,1.0,2024-06-28 15:33:00,213.0,
2024-07-30 20:00:00,2399.81,12.292728532820966,NEUTRAL,0,0,0,BULL_FIRST,1.0,2024-07-30 23:21:00,201.0,2.2086227583657245
2024-08-09 12:00:00,2424.49,15.332439769425108,NEUTRAL,0,0,0,NO_BREAKOUT,0.0,,,
2024-08-09 16:00:00,2429.64,14.942265500180483,BULL,1,1,1,NO_BREAKOUT,0.0,,,
2024-08-09 20:00:00,2434.45,14.931389393024732,BULL,1,1,1,NO_BREAKOUT,0.0,,,
2024-08-10 00:00:00,2430.55,14.563433007808694,BULL,1,1,1,NO_BREAKOUT,0.0,,,
2024-08-12 04:00:00,2428.44,14.001044935822364,BULL,1,1,1,BULL_FIRST,1.0,2024-08-12 10:57:00,417.0,3.11976714596797
2024-08-12 08:00:00,2433.34,13.69168458326363,BULL,1,1,1,NO_BREAKOUT,0.0,,,2.0917805859337926
2024-08-12 12:00:00,2441.97,13.762992827316232,BULL,1,1,1,BULL_FIRST,1.0,2024-08-12 16:52:00,292.0,1.3499970706315816
2024-08-12 16:00:00,2444.4,13.190636196793646,BULL,1,1,1,BULL_FIRST,1.0,2024-08-12 18:14:00,134.0,1.763372111320435
2024-08-14 20:00:00,2444.11,14.702990634025001,BULL,1,0,0,NO_BREAKOUT,0.0,,,0.7882750039423022
2024-08-15 00:00:00,2448.04,14.232777017308923,BULL,1,0,0,NO_BREAKOUT,0.0,,,0.5150084197262197
2024-08-15 04:00:00,2450.13,13.766864373215432,BULL,1,0,0,NO_BREAKOUT,0.0,,,0.5949067106329873
2024-08-15 08:00:00,2453.36,13.298516917985761,BULL,1,1,1,BULL_FIRST,1.0,2024-08-15 15:22:00,442.0,-0.05038155789341608
2024-08-15 12:00:00,2455.47,12.955051423843905,BULL,1,1,1,BULL_FIRST,1.0,2024-08-15 15:26:00,206.0,0.5295231779145413
2024-08-15 16:00:00,2441.04,14.099690607855056,BULL,1,0,0,BULL_FIRST,1.0,2024-08-15 17:36:00,96.0,3.586603522479223
2024-08-16 04:00:00,2458.32,13.913782895574904,BULL,1,1,1,NO_BREAKOUT,0.0,,,
2024-08-16 08:00:00,2452.69,13.583512688748124,BULL,1,0,0,BULL_FIRST,1.0,2024-08-16 13:19:00,319.0,
2024-08-16 12:00:00,2462.33,13.566118925266094,BULL,1,1,1,BULL_FIRST,1.0,2024-08-16 15:32:00,212.0,
2024-08-22 12:00:00,2503.63,12.714806420677144,BULL,1,1,1,BEAR_FIRST,-1.0,2024-08-22 16:30:00,270.0,-0.3672883287004354
2024-08-22 16:00:00,2500.63,12.790177390628775,BULL,1,0,0,BEAR_FIRST,-1.0,2024-08-22 16:32:00,32.0,0.051602099004774506
2024-08-23 08:00:00,2493.38,12.746882716934303,BULL,1,0,0,NO_BREAKOUT,0.0,,,
2024-08-23 12:00:00,2498.96,12.500676808581835,BULL,1,1,1,BULL_FIRST,1.0,2024-08-23 17:05:00,305.0,
2024-08-23 16:00:00,2501.29,12.095628465111698,BULL,1,1,1,BULL_FIRST,1.0,2024-08-23 17:06:00,66.0,
2024-08-24 00:00:00,2510.92,12.393781686754476,BULL,1,1,1,NO_BREAKOUT,0.0,,,
2024-08-26 04:00:00,2513.67,11.934225851986303,BULL,1,1,1,BULL_FIRST,1.0,2024-08-26 11:49:00,469.0,-0.045248012455712604
2024-08-26 08:00:00,2509.58,11.54035257684443,BULL,1,1,1,BULL_FIRST,1.0,2024-08-26 10:40:00,160.0,-0.1984341452959435
2024-08-26 12:00:00,2524.18,11.933184535641253,BULL,1,1,1,BEAR_FIRST,-1.0,2024-08-26 17:01:00,301.0,-1.103645046354921
2024-08-26 16:00:00,2523.8,11.500814211666885,BULL,1,1,1,BEAR_FIRST,-1.0,2024-08-26 17:01:00,61.0,-1.2146966069435787
2024-08-26 20:00:00,2520.15,11.810041767976388,BULL,1,1,1,NO_BREAKOUT,0.0,,,-0.48602707024835246
