available_time,close,atr14,bias,D1_HTF_BIAS,D2_TREND_PRESSURE,D14_CONCORDANCE,resolution,target_dir,touch_time,time_to_touch_min,close_ret_atr_24h
2024-08-27 00:00:00,2517.64,11.514324498835224,BULL,1,1,1,BEAR_FIRST,-1.0,2024-08-27 05:07:00,307.0,0.5749360286545699
2024-08-27 04:00:00,2513.13,11.045444177489838,BULL,1,1,1,NO_BREAKOUT,0.0,,,1.0185194745655444
2024-08-27 08:00:00,2507.29,10.84719816481199,BULL,1,0,0,NO_BREAKOUT,0.0,,,0.38904055553164113
2024-08-27 12:00:00,2511.01,11.07525543875402,BULL,1,1,1,NO_BREAKOUT,0.0,,,-0.2600391490676185
2024-08-27 16:00:00,2509.83,10.81773719312872,BULL,1,1,1,BULL_FIRST,1.0,2024-08-27 20:41:00,281.0,-0.850455121598215
2024-08-27 20:00:00,2514.41,11.237184536476672,BULL,1,1,1,BULL_FIRST,1.0,2024-08-27 21:52:00,112.0,-1.1132681820247274
2024-08-28 00:00:00,2524.26,11.280242783871174,BULL,1,1,1,BEAR_FIRST,-1.0,2024-08-28 07:28:00,448.0,-1.7499623348732418
2024-08-28 04:00:00,2524.38,10.83593972788037,BULL,1,1,1,BEAR_FIRST,-1.0,2024-08-28 05:36:00,96.0,-1.1138858560595915
2024-08-28 08:00:00,2511.51,11.071944033031796,BULL,1,0,0,BEAR_FIRST,-1.0,2024-08-28 15:00:00,420.0,0.395594485208059
2024-08-28 12:00:00,2508.13,10.876805173529535,BULL,1,0,0,BEAR_FIRST,-1.0,2024-08-28 15:22:00,202.0,0.8292876314408583
2024-08-28 16:00:00,2500.63,11.363461946848858,BULL,1,0,0,NO_BREAKOUT,0.0,,,0.7462514539727536
2024-08-28 20:00:00,2501.9,11.562500379216802,BULL,1,0,0,BULL_FIRST,1.0,2024-08-29 03:16:00,436.0,2.0194593932269815
2024-08-29 00:00:00,2504.52,11.376607494987033,BULL,1,0,0,BULL_FIRST,1.0,2024-08-29 06:38:00,398.0,1.4547394737220867
2024-08-29 04:00:00,2512.31,11.334706959630813,BULL,1,1,1,NO_BREAKOUT,0.0,,,0.4772950919038198
2024-08-29 08:00:00,2515.89,10.98722789108574,BULL,1,1,1,BEAR_FIRST,-1.0,2024-08-29 15:43:00,463.0,-0.23299780666941008
2024-08-29 12:00:00,2517.15,10.733140184579637,BULL,1,1,1,BEAR_FIRST,-1.0,2024-08-29 15:41:00,221.0,0.5347922324024493
2024-08-29 16:00:00,2509.11,11.449344457109648,BULL,1,0,0,BULL_FIRST,1.0,2024-08-29 17:01:00,61.0,0.917956485576204
2024-08-30 04:00:00,2517.72,11.1894569140925,BULL,1,1,1,NO_BREAKOUT,0.0,,,
2024-08-30 08:00:00,2513.33,10.950209991657331,BULL,1,0,0,BULL_FIRST,1.0,2024-08-30 11:22:00,202.0,
2024-08-30 12:00:00,2522.89,11.183052135110382,BULL,1,1,1,BEAR_FIRST,-1.0,2024-08-30 17:05:00,305.0,
2024-08-30 16:00:00,2519.62,11.22854841117394,BULL,1,1,1,BEAR_FIRST,-1.0,2024-08-30 17:30:00,90.0,
2024-09-03 00:00:00,2499.93,10.336003883132422,NEUTRAL,0,0,0,NO_BREAKOUT,0.0,,,-0.7556111712327503
2024-09-03 04:00:00,2495.77,9.954860748622965,NEUTRAL,0,0,0,BULL_FIRST,1.0,2024-09-03 11:31:00,451.0,-0.35058250317389383
2024-09-03 08:00:00,2495.91,9.75308498086419,NEUTRAL,0,0,0,BULL_FIRST,1.0,2024-09-03 11:31:00,211.0,-0.0030759498208624385
2024-09-03 12:00:00,2503.92,10.022864625088157,NEUTRAL,0,0,0,BEAR_FIRST,-1.0,2024-09-03 13:38:00,98.0,-3.060003416910394
2024-09-03 16:00:00,2493.25,10.748374294724707,NEUTRAL,0,0,0,BEAR_FIRST,-1.0,2024-09-03 16:40:00,40.0,-0.6270715752155903
2024-09-10 16:00:00,2513.79,10.595017026294634,BULL,1,1,1,BEAR_FIRST,-1.0,2024-09-10 17:14:00,74.0,-0.526662674175183
2024-09-11 00:00:00,2516.53,10.681111619611181,BULL,1,1,1,NO_BREAKOUT,0.0,,,-0.3885363385193386
2024-09-11 04:00:00,2516.57,10.126032218210373,BULL,1,1,1,BULL_FIRST,1.0,2024-09-11 09:38:00,338.0,-0.43254849536457524
2024-09-11 08:00:00,2519.59,9.947744202623925,BULL,1,1,1,BEAR_FIRST,-1.0,2024-09-11 15:36:00,456.0,-0.26036053473479737
2024-09-11 12:00:00,2524.29,9.922191045293623,BULL,1,1,1,BEAR_FIRST,-1.0,2024-09-11 15:30:00,210.0,-0.6984344454128337
2024-09-12 04:00:00,2512.19,10.507274792915183,BULL,1,1,1,NO_BREAKOUT,0.0,,,4.698649361801118
2024-09-12 08:00:00,2517.0,10.236040879135532,BULL,1,1,1,BULL_FIRST,1.0,2024-09-12 15:40:00,460.0,5.060550325232276
2024-09-12 12:00:00,2517.36,10.062037959197292,BULL,1,1,1,BULL_FIRST,1.0,2024-09-12 15:40:00,220.0,5.223593889541733
2024-10-03 08:00:00,2654.94,11.905797353937805,BULL,1,1,1,BEAR_FIRST,-1.0,2024-10-03 11:23:00,203.0,0.7651734469499453
2024-10-04 04:00:00,2657.25,11.936191387769288,BULL,1,1,1,NO_BREAKOUT,0.0,,,
2024-10-04 08:00:00,2664.05,11.727892002928623,BULL,1,1,1,BEAR_FIRST,-1.0,2024-10-04 15:30:00,450.0,
2024-10-04 12:00:00,2658.98,11.53661400271945,BULL,1,1,1,BEAR_FIRST,-1.0,2024-10-04 15:30:00,210.0,
2024-10-17 04:00:00,2677.88,11.27450904407442,BULL,1,1,1,NO_BREAKOUT,0.0,,,1.3393044380886867
2024-10-17 08:00:00,2679.05,11.206329826640546,BULL,1,1,1,NO_BREAKOUT,0.0,,,2.77789432236726
2024-10-17 12:00:00,2681.81,10.950877696166197,BULL,1,1,1,BULL_FIRST,1.0,2024-10-17 17:38:00,338.0,2.2272187377764787
2024-10-17 16:00:00,2680.61,11.284386432154317,BULL,1,1,1,BULL_FIRST,1.0,2024-10-17 17:36:00,96.0,2.560174642520147
2024-10-29 04:00:00,2745.69,10.835735094496146,BULL,1,1,1,BULL_FIRST,1.0,2024-10-29 05:11:00,71.0,2.9864148318314756
2024-12-03 08:00:00,2641.12,13.956346014662564,BEAR,-1,-1,-1,NO_BREAKOUT,0.0,,,0.6119080159683504
2024-12-03 12:00:00,2643.93,13.725178442186653,BEAR,-1,0,0,NO_BREAKOUT,0.0,,,-0.22221933309260572
2024-12-24 16:00:00,2614.09,11.100426925572053,BEAR,-1,-1,-1,NO_BREAKOUT,0.0,,,
2024-12-24 20:00:00,2616.87,10.955396430888346,BEAR,-1,-1,-1,NO_BREAKOUT,0.0,,,
2024-12-25 00:00:00,2616.17,10.385010971539163,BEAR,-1,-1,-1,NO_BREAKOUT,0.0,,,
2024-12-26 04:00:00,2626.64,10.57893875928636,BEAR,-1,0,0,NO_BREAKOUT,0.0,,,0.519900920607184
2024-12-26 08:00:00,2626.35,10.081157419337313,BEAR,-1,0,0,NO_BREAKOUT,0.0,,,0.4910150485801721
2024-12-26 12:00:00,2627.22,9.782503317956051,BEAR,-1,0,0,BULL_FIRST,1.0,2024-12-26 17:32:00,332.0,-0.34040366680864004
2024-12-26 16:00:00,2623.01,9.747324509530618,BEAR,-1,0,0,BULL_FIRST,1.0,2024-12-26 17:08:00,68.0,-0.45037999870712503
2024-12-26 20:00:00,2629.24,10.233944187421317,BEAR,-1,0,0,NO_BREAKOUT,0.0,,,-1.302528111926193
2024-12-27 00:00:00,2634.15,10.00009103117694,BEAR,-1,0,0,NO_BREAKOUT,0.0,,,-1.4219870554845002
2024-12-27 04:00:00,2632.14,9.537941671807173,NEUTRAL,0,0,0,NO_BREAKOUT,0.0,,,
2024-12-27 08:00:00,2631.3,9.328802980963781,NEUTRAL,0,0,0,BEAR_FIRST,-1.0,2024-12-27 15:07:00,427.0,
2024-12-27 12:00:00,2623.89,9.694602768037784,BEAR,-1,-1,-1,BEAR_FIRST,-1.0,2024-12-27 16:30:00,270.0,
2024-12-27 16:00:00,2618.62,9.969273998892259,BEAR,-1,-1,-1,NO_BREAKOUT,0.0,,,
2024-12-27 20:00:00,2615.91,9.838611570399946,BEAR,-1,-1,-1,NO_BREAKOUT,0.0,,,
2024-12-28 00:00:00,2619.93,9.754425029657082,BEAR,-1,-1,-1,NO_BREAKOUT,0.0,,,
2024-12-30 04:00:00,2624.13,9.533394670395884,BEAR,-1,0,0,BEAR_FIRST,-1.0,2024-12-30 10:17:00,377.0,-1.626912609436335
2024-12-30 08:00:00,2623.58,9.381723622510487,BEAR,-1,0,0,BEAR_FIRST,-1.0,2024-12-30 10:35:00,155.0,-2.0593230814904144
2024-12-30 12:00:00,2612.72,9.798029078045422,BEAR,-1,-1,-1,BEAR_FIRST,-1.0,2024-12-30 17:07:00,307.0,0.25107090215849553
2024-12-30 16:00:00,2606.51,10.243169858185016,BEAR,-1,-1,-1,BEAR_FIRST,-1.0,2024-12-30 18:22:00,142.0,0.6414030120519592
2024-12-30 20:00:00,2605.04,10.77508629688609,BEAR,-1,-1,-1,NO_BREAKOUT,0.0,,,1.7670392120666694
2024-12-31 00:00:00,2606.04,10.430437275679962,BEAR,-1,-1,-1,NO_BREAKOUT,0.0,,,1.7199662416675185
2024-12-31 04:00:00,2608.62,10.236120327417112,BEAR,-1,-1,-1,NO_BREAKOUT,0.0,,,
2024-12-31 08:00:00,2604.26,10.002826018315908,BEAR,-1,-1,-1,BULL_FIRST,1.0,2024-12-31 10:07:00,127.0,
2024-12-31 12:00:00,2615.18,10.30905273129334,BEAR,-1,-1,-1,BULL_FIRST,1.0,2024-12-31 17:54:00,354.0,
2024-12-31 16:00:00,2613.08,10.337691821915246,BEAR,-1,-1,-1,BULL_FIRST,1.0,2024-12-31 17:39:00,99.0,
2025-02-18 16:00:00,2918.73,13.955681296534479,BULL,1,1,1,BULL_FIRST,1.0,2025-02-18 18:50:00,170.0,1.2611351338590973
2025-02-18 20:00:00,2931.07,14.095275489639182,BULL,1,1,1,NO_BREAKOUT,0.0,,,-0.5193229465703437
2025-02-19 00:00:00,2935.44,13.693470097522116,BULL,1,1,1,NO_BREAKOUT,0.0,,,-0.21470087414380512
2025-02-19 04:00:00,2938.48,13.556793661984804,BULL,1,1,1,BEAR_FIRST,-1.0,2025-02-19 04:50:00,50.0,-0.11580909462409752
2025-02-19 08:00:00,2932.83,13.705594114700167,BULL,1,1,1,BULL_FIRST,1.0,2025-02-19 12:04:00,244.0,1.0200214513142143
2025-03-10 08:00:00,2910.87,15.93728421275525,BULL,1,1,1,NO_BREAKOUT,0.0,,,-0.8295014271891633
2025-03-10 12:00:00,2897.82,16.07104962612987,BULL,1,0,0,BULL_FIRST,1.0,2025-03-10 12:32:00,32.0,0.7603734842639861
2025-03-10 20:00:00,2895.93,16.22758870824461,NEUTRAL,0,0,0,NO_BREAKOUT,0.0,,,1.3076496071914365
2025-03-12 04:00:00,2914.21,14.278626447984578,BULL,1,1,1,NO_BREAKOUT,0.0,,,1.7095481900113239
2025-03-12 08:00:00,2914.81,13.91443884455713,BULL,1,1,1,NO_BREAKOUT,0.0,,,2.1416602087159955
2025-03-12 12:00:00,2922.15,13.866264641374496,BULL,1,1,1,BEAR_FIRST,-1.0,2025-03-12 16:24:00,264.0,1.3933096258924862
2025-03-12 16:00:00,2917.44,13.815102881276324,BULL,1,1,1,BULL_FIRST,1.0,2025-03-12 19:08:00,188.0,1.8052706674954522
2025-03-25 16:00:00,3021.78,13.085068793952413,BULL,1,0,0,BULL_FIRST,1.0,2025-03-25 17:05:00,65.0,0.3951068260633877
2025-03-26 00:00:00,3020.4,12.862176664173246,BULL,1,0,0,NO_BREAKOUT,0.0,,,-0.042761036048600626
2025-03-26 04:00:00,3018.05,12.264164045303746,BULL,1,0,0,BULL_FIRST,1.0,2025-03-26 10:56:00,416.0,0.5944147495965276
2025-03-26 08:00:00,3015.17,12.308866613496328,BULL,1,0,0,BULL_FIRST,1.0,2025-03-26 10:34:00,154.0,1.5330412289389395
2025-03-26 12:00:00,3023.96,12.773233283960872,BULL,1,1,1,NO_BREAKOUT,0.0,,,0.9449447709654104
2025-03-26 16:00:00,3026.95,12.820145192249369,BULL,1,1,1,BEAR_FIRST,-1.0,2025-03-26 18:01:00,121.0,1.799511601003358
2025-03-27 00:00:00,3019.85,12.510074170868112,BULL,1,0,0,BULL_FIRST,1.0,2025-03-27 05:43:00,343.0,2.913651789921474
2025-03-27 04:00:00,3025.34,12.190068872948975,BULL,1,1,1,BULL_FIRST,1.0,2025-03-27 07:30:00,210.0,2.9868576116741568
2025-03-27 08:00:00,3034.04,12.435063953452612,BULL,1,1,1,BULL_FIRST,1.0,2025-03-27 13:12:00,312.0,3.199822706899084
2025-03-27 12:00:00,3036.03,12.346845099634555,BULL,1,1,1,BULL_FIRST,1.0,2025-03-27 13:16:00,76.0,2.9861879453797617
2025-04-29 12:00:00,3311.8,32.3048651953814,BULL,1,0,0,NO_BREAKOUT,0.0,,,-0.8478599069937073
2025-04-29 16:00:00,3312.8,31.11166053856844,BULL,1,0,0,NO_BREAKOUT,0.0,,,-0.4551348193853706
2025-04-29 20:00:00,3328.71,31.057970500099273,BULL,1,1,1,NO_BREAKOUT,0.0,,,-0.5766635653138574
2025-04-30 00:00:00,3318.4,30.01382975009219,BULL,1,0,0,NO_BREAKOUT,0.0,,,-0.9359018903581895
2025-04-30 04:00:00,3313.17,29.08569905365703,BULL,1,0,0,BEAR_FIRST,-1.0,2025-04-30 11:22:00,442.0,-2.292535581730033
2025-04-30 08:00:00,3307.9,28.547434835538652,BULL,1,0,0,BEAR_FIRST,-1.0,2025-04-30 12:18:00,258.0,-2.8478916045651133
2025-04-30 12:00:00,3284.41,28.964046633000155,NEUTRAL,0,0,0,BULL_FIRST,1.0,2025-04-30 16:36:00,276.0,-1.70038394924717
2025-05-02 16:00:00,3250.41,27.541246819843227,NEUTRAL,0,-1,0,BEAR_FIRST,-1.0,2025-05-02 19:58:00,238.0,
2025-05-02 20:00:00,3224.88,28.549729189854414,NEUTRAL,0,-1,0,NO_BREAKOUT,0.0,,,
2025-05-03 00:00:00,3238.68,27.77831996200767,NEUTRAL,0,-1,0,NO_BREAKOUT,0.0,,,
2025-05-05 04:00:00,3246.67,26.832011393292852,NEUTRAL,0,-1,0,BULL_FIRST,1.0,2025-05-05 11:37:00,457.0,3.0925747154662573
2025-05-05 08:00:00,3256.51,26.76115343662909,NEUTRAL,0,-1,0,BULL_FIRST,1.0,2025-05-05 12:00:00,240.0,3.9796490929359223
2025-05-05 12:00:00,3282.39,26.91607104829843,NEUTRAL,0,0,0,BULL_FIRST,1.0,2025-05-05 13:00:00,60.0,3.5183441086208225
2025-05-05 16:00:00,3319.58,27.87135168770572,NEUTRAL,0,0,0,NO_BREAKOUT,0.0,,,2.5632054304532645
2025-05-05 20:00:00,3309.8,27.52554085286958,NEUTRAL,0,0,0,BULL_FIRST,1.0,2025-05-05 22:38:00,158.0,3.594843077885757
2025-05-14 12:00:00,3232.53,27.474111983873037,NEUTRAL,0,-1,0,BEAR_FIRST,-1.0,2025-05-14 15:36:00,216.0,-2.5478530494848797
2025-05-20 04:00:00,3222.65,28.704232781429805,NEUTRAL,0,0,0,NO_BREAKOUT,0.0,,,2.813173952945406
2025-05-20 08:00:00,3217.13,28.65464472561341,NEUTRAL,0,-1,0,BULL_FIRST,1.0,2025-05-20 15:33:00,453.0,2.962172478939471
2025-05-20 12:00:00,3235.81,28.600027245212445,NEUTRAL,0,0,0,BULL_FIRST,1.0,2025-05-20 17:01:00,301.0,2.5377598202165905
2025-05-20 16:00:00,3242.73,27.996453870554387,NEUTRAL,0,0,0,BULL_FIRST,1.0,2025-05-20 17:04:00,64.0,2.138127931372002
2025-05-23 00:00:00,3293.96,25.962064820965715,BULL,1,1,1,NO_BREAKOUT,0.0,,,2.5017270562990555
2025-05-23 04:00:00,3300.99,25.666917333753876,BULL,1,1,1,BULL_FIRST,1.0,2025-05-23 09:01:00,301.0,
2025-05-23 08:00:00,3313.53,25.6378518099143,BULL,1,1,1,BULL_FIRST,1.0,2025-05-23 14:48:00,408.0,
2025-05-23 12:00:00,3326.34,25.374433823491835,BULL,1,1,1,BULL_FIRST,1.0,2025-05-23 15:00:00,180.0,
2025-05-26 12:00:00,3334.34,24.7131690836108,BULL,1,1,1,NO_BREAKOUT,0.0,,,-1.4506435770625326
2025-05-26 16:00:00,3334.41,23.84151414906719,BULL,1,1,1,NO_BREAKOUT,0.0,,,-1.7104618332974157
2025-05-26 20:00:00,3342.05,23.00783456699097,BULL,1,1,1,NO_BREAKOUT,0.0,,,-1.927169628714827
2025-05-27 00:00:00,3341.05,21.55227495506305,BULL,1,1,1,NO_BREAKOUT,0.0,,,-1.7677948188504309
2025-05-27 04:00:00,3345.08,20.64211245827283,BULL,1,1,1,BEAR_FIRST,-1.0,2025-05-27 08:35:00,275.0,-1.7716210040965739
2025-05-27 08:00:00,3330.75,20.359104425539044,BULL,1,1,1,BEAR_FIRST,-1.0,2025-05-27 09:46:00,106.0,-1.6906441108884258
2025-05-27 12:00:00,3298.49,21.76702553800052,BULL,1,0,0,NO_BREAKOUT,0.0,,,1.0607788353852021
2025-05-27 16:00:00,3293.63,21.801523713857627,BULL,1,0,0,NO_BREAKOUT,0.0,,,0.8499405932908068
2025-05-27 20:00:00,3297.71,21.658557734296384,NEUTRAL,0,0,0,NO_BREAKOUT,0.0,,,-0.19530386334551733
2025-05-28 00:00:00,3302.95,20.907946467560905,NEUTRAL,0,0,0,NO_BREAKOUT,0.0,,,-0.5811187635691819
2025-05-28 04:00:00,3308.51,20.73452171987795,BULL,1,0,0,NO_BREAKOUT,0.0,,,-2.1066316643380674
2025-05-28 08:00:00,3296.33,20.814198739886663,BULL,1,0,0,BULL_FIRST,1.0,2025-05-28 10:43:00,163.0,-1.3130459808489723
2025-05-28 12:00:00,3321.58,21.314613115609024,BULL,1,1,1,BEAR_FIRST,-1.0,2025-05-28 16:40:00,280.0,-1.8700785129808444
2025-05-28 16:00:00,3312.16,21.224997893065517,BULL,1,0,0,BEAR_FIRST,-1.0,2025-05-28 19:37:00,217.0,0.19976444856965098
2025-05-28 20:00:00,3293.48,21.720355186418,BULL,1,0,0,BEAR_FIRST,-1.0,2025-05-29 02:11:00,371.0,1.3222619866713212
2025-05-29 00:00:00,3290.8,21.03675838738815,NEUTRAL,0,0,0,BEAR_FIRST,-1.0,2025-05-29 02:11:00,131.0,1.2782387621146434
2025-05-30 00:00:00,3317.69,23.87803743219646,BULL,1,1,1,BEAR_FIRST,-1.0,2025-05-30 06:44:00,404.0,-1.095148630797445
2025-05-30 04:00:00,3312.44,22.828177615611022,BULL,1,1,1,BEAR_FIRST,-1.0,2025-05-30 10:13:00,373.0,
2025-05-30 08:00:00,3296.27,23.439022071638814,BULL,1,0,0,NO_BREAKOUT,0.0,,,
2025-05-30 12:00:00,3295.68,23.01123478080749,BULL,1,0,0,BEAR_FIRST,-1.0,2025-05-30 17:01:00,301.0,
2025-05-30 16:00:00,3304.0,23.068289439321237,NEUTRAL,0,0,0,BEAR_FIRST,-1.0,2025-05-30 16:53:00,53.0,
2025-06-04 12:00:00,3362.71,20.661512896207935,BULL,1,1,1,BULL_FIRST,1.0,2025-06-04 17:43:00,343.0,0.6025696212345032
2025-06-04 16:00:00,3358.88,20.704976260764543,BULL,1,1,1,BULL_FIRST,1.0,2025-06-04 17:40:00,100.0,1.1668692441721125
2025-06-20 08:00:00,3354.26,19.531050559631876,NEUTRAL,0,0,0,NO_BREAKOUT,0.0,,,
2025-06-20 12:00:00,3351.01,19.2038326625153,NEUTRAL,0,0,0,BULL_FIRST,1.0,2025-06-20 16:54:00,294.0,
2025-06-23 04:00:00,3365.54,19.807775007135035,NEUTRAL,0,-1,0,NO_BREAKOUT,0.0,,,-0.7335503353993994
2025-06-23 08:00:00,3358.45,19.53721964948253,NEUTRAL,0,-1,0,BULL_FIRST,1.0,2025-06-23 14:20:00,380.0,-0.5082606521375136
2025-06-23 12:00:00,3361.81,19.23527538880524,NEUTRAL,0,-1,0,BULL_FIRST,1.0,2025-06-23 14:22:00,142.0,-1.7961791189175031
2025-07-04 20:00:00,3336.95,15.139459805498152,BULL,1,1,1,NO_BREAKOUT,0.0,,,
2025-07-07 04:00:00,3326.46,15.500926962248304,NEUTRAL,0,0,0,BEAR_FIRST,-1.0,2025-07-07 04:14:00,14.0,0.49803473165194934
2025-07-10 04:00:00,3317.61,15.610590453425234,BEAR,-1,0,0,NO_BREAKOUT,0.0,,,0.8218779448656155
2025-07-10 08:00:00,3322.14,15.313405421037706,BEAR,-1,0,0,NO_BREAKOUT,0.0,,,0.6393091367221536
2025-07-10 12:00:00,3328.62,14.94673360524932,NEUTRAL,0,0,0,BEAR_FIRST,-1.0,2025-07-10 16:57:00,297.0,0.3024072094529436
2025-07-16 12:00:00,3341.92,14.500991415796614,BULL,1,1,1,BEAR_FIRST,-1.0,2025-07-16 16:37:00,277.0,-0.9082137643122367
2025-07-16 16:00:00,3334.52,14.320920600382571,BULL,1,0,0,BEAR_FIRST,-1.0,2025-07-16 17:33:00,93.0,-1.5013001328577749
2025-07-19 00:00:00,3351.23,14.493812879871816,BULL,1,1,1,NO_BREAKOUT,0.0,,,
2025-07-21 04:00:00,3352.21,14.143540531309522,BULL,1,1,1,BULL_FIRST,1.0,2025-07-21 08:26:00,266.0,2.978037918211423
2025-07-21 08:00:00,3357.72,13.706859064787396,BULL,1,1,1,BULL_FIRST,1.0,2025-07-21 14:24:00,384.0,2.425792797813066
2025-09-12 12:00:00,3641.07,18.080694147530405,BULL,1,1,1,NO_BREAKOUT,0.0,,,
2025-09-12 16:00:00,3645.34,17.822073136992522,BULL,1,1,1,NO_BREAKOUT,0.0,,,
2025-09-12 20:00:00,3649.12,17.444782198635913,BULL,1,1,1,NO_BREAKOUT,0.0,,,
2025-09-13 00:00:00,3642.32,16.884440613019056,BULL,1,1,1,NO_BREAKOUT,0.0,,,
2025-09-15 04:00:00,3633.35,16.666980569231992,BULL,1,0,0,NO_BREAKOUT,0.0,,,3.179340119818835
2025-09-15 08:00:00,3645.54,16.925053385715437,BULL,1,1,1,NO_BREAKOUT,0.0,,,2.2841877729395215
2025-09-15 12:00:00,3645.38,16.60540671530721,BULL,1,1,1,BULL_FIRST,1.0,2025-09-15 16:40:00,280.0,2.943017345967835
2025-09-15 16:00:00,3650.25,16.507163378499556,BULL,1,1,1,BULL_FIRST,1.0,2025-09-15 18:25:00,145.0,2.3589758644249614
2025-09-15 20:00:00,3679.14,18.087365994321022,BULL,1,1,1,NO_BREAKOUT,0.0,,,0.5832800642897709
2025-09-16 00:00:00,3680.69,17.28969699472667,BULL,1,1,1,NO_BREAKOUT,0.0,,,0.6564603187355823
2025-09-17 08:00:00,3680.67,15.656053457147927,BULL,1,1,1,BEAR_FIRST,-1.0,2025-09-17 11:02:00,182.0,-1.7315985841644395
2025-09-17 12:00:00,3664.79,16.191335353065938,BULL,1,0,0,BULL_FIRST,1.0,2025-09-17 16:35:00,275.0,0.04014492849578396
2025-09-17 16:00:00,3678.65,16.409097113561245,BULL,1,1,1,BULL_FIRST,1.0,2025-09-17 21:00:00,300.0,-0.939113218317464
2025-09-17 20:00:00,3684.69,16.357733034021162,BULL,1,1,1,BEAR_FIRST,-1.0,2025-09-17 21:01:00,61.0,-2.348736216692945
2025-10-31 00:00:00,4025.35,49.45475383843873,NEUTRAL,0,0,0,NO_BREAKOUT,0.0,,,-0.4622406993406604
2025-10-31 04:00:00,4025.24,48.0658428499788,NEUTRAL,0,0,0,NO_BREAKOUT,0.0,,,
2025-10-31 08:00:00,4005.73,48.20971121783745,NEUTRAL,0,0,0,NO_BREAKOUT,0.0,,,
2025-10-31 12:00:00,4010.26,47.08758898799192,NEUTRAL,0,0,0,NO_BREAKOUT,0.0,,,
2025-10-31 16:00:00,4023.06,46.394904060278236,NEUTRAL,0,0,0,BEAR_FIRST,-1.0,2025-10-31 19:15:00,195.0,
2025-10-31 20:00:00,3980.64,47.589553770258355,NEUTRAL,0,-1,0,NO_BREAKOUT,0.0,,,
2025-11-01 00:00:00,4002.49,46.290299929525624,NEUTRAL,0,0,0,NO_BREAKOUT,0.0,,,
2025-11-03 04:00:00,3995.88,45.82742136313093,NEUTRAL,0,-1,0,NO_BREAKOUT,0.0,,,-0.1891880394338587
2025-11-03 08:00:00,4013.88,44.56546269433586,NEUTRAL,0,0,0,NO_BREAKOUT,0.0,,,-0.9150583778227713
2025-11-03 12:00:00,4000.52,43.85864393045473,NEUTRAL,0,-1,0,NO_BREAKOUT,0.0,,,-0.21523693288303133
2025-11-03 16:00:00,4016.03,42.579455078279416,NEUTRAL,0,0,0,NO_BREAKOUT,0.0,,,-0.9504583824663544
2025-11-03 20:00:00,4006.14,42.050922572688016,NEUTRAL,0,0,0,NO_BREAKOUT,0.0,,,-1.2135286666253458
2025-11-04 00:00:00,4001.55,40.4444281032103,NEUTRAL,0,-1,0,NO_BREAKOUT,0.0,,,-1.7213743218803041
2025-11-04 04:00:00,3987.21,39.43268323869529,NEUTRAL,0,-1,0,NO_BREAKOUT,0.0,,,-1.2725484516549004
2025-11-04 08:00:00,3973.1,38.51392015021707,NEUTRAL,0,-1,0,NO_BREAKOUT,0.0,,,-0.21628543569468295
2025-11-04 12:00:00,3991.08,38.19221156805869,NEUTRAL,0,-1,0,BEAR_FIRST,-1.0,2025-11-04 16:29:00,269.0,-0.5042912994362309
2025-11-04 16:00:00,3975.56,37.474196456054486,NEUTRAL,0,-1,0,BEAR_FIRST,-1.0,2025-11-04 16:34:00,34.0,0.009606610255734095
2025-11-04 20:00:00,3955.11,38.29603956633631,NEUTRAL,0,-1,0,NO_BREAKOUT,0.0,,,0.7034669982867197
2025-11-05 00:00:00,3931.93,37.431322454455156,NEUTRAL,0,-1,0,BULL_FIRST,1.0,2025-11-05 06:37:00,397.0,1.3451301396381095
2025-11-05 04:00:00,3937.03,36.18194227913693,NEUTRAL,0,-1,0,BULL_FIRST,1.0,2025-11-05 06:46:00,166.0,1.0941922270112043
2025-11-05 08:00:00,3964.77,36.66823211634142,NEUTRAL,0,-1,0,NO_BREAKOUT,0.0,,,0.6286095257297067
2025-11-05 12:00:00,3971.82,35.85121553660275,NEUTRAL,0,-1,0,NO_BREAKOUT,0.0,,,1.0914553220670966
2025-11-05 16:00:00,3975.92,34.945414426845424,NEUTRAL,0,-1,0,NO_BREAKOUT,0.0,,,1.0353289721528096
2025-11-05 20:00:00,3982.05,34.33645625349933,NEUTRAL,0,0,0,NO_BREAKOUT,0.0,,,0.11940661464102213
2025-11-06 00:00:00,3982.28,32.68528080682082,NEUTRAL,0,0,0,NO_BREAKOUT,0.0,,,-0.1395123397272087
2025-11-06 04:00:00,3976.62,31.61990360633362,NEUTRAL,0,-1,0,BULL_FIRST,1.0,2025-11-06 09:20:00,320.0,0.7944363244348485
2025-11-06 08:00:00,3987.82,30.541339063024076,NEUTRAL,0,0,0,BULL_FIRST,1.0,2025-11-06 13:51:00,351.0,0.23738317383658736
2025-11-24 16:00:00,4077.71,36.860726484069694,NEUTRAL,0,0,0,BULL_FIRST,1.0,2025-11-24 20:42:00,282.0,1.9014817852353325
2025-11-24 20:00:00,4093.25,36.507817449493324,NEUTRAL,0,0,0,BULL_FIRST,1.0,2025-11-24 22:33:00,153.0,1.4462655860774545
2025-11-28 16:00:00,4182.53,29.671693005725373,BULL,1,1,1,BULL_FIRST,1.0,2025-11-28 19:37:00,217.0,
2025-11-28 20:00:00,4216.83,30.01085779103071,BULL,1,1,1,NO_BREAKOUT,0.0,,,
