period,n,bottom_n,top_n,lift,slope,eligible,positive
2021,62,10,12,-0.514865594274027,-1.1273638947163054,True,False
2022,49,7,13,-0.293837193215432,-0.41406965447390354,True,False
2023,52,14,9,0.36242880866480165,0.8924556190381671,True,True
2024,64,12,7,0.5778470845201028,0.2721493663330226,True,True
2025_H1,32,8,4,1.2120626562314523,0.5681408228021535,False,False
2025_H2,33,9,8,-0.04822878902745148,-0.6565896838589567,True,False
2026_JAN_JUL,35,9,7,0.552263543337781,1.0167904497308686,True,True
