period,state,n,trade_ev,ev_per_original,pf,downside_extension_72h_atr,bear_trend_eff_24h,flow_persist_12h,bear_trend_24h_atr,bear_trend_72h_atr,downside_extension_24h_atr,atr_rank_90d,flow_persist_3h,oi_logchg_3h,oi_logchg_12h
2021,GOOD,62,0.2379115449934876,0.179884338897515,1.556369650346454,9.370561725779966,0.05483279812945997,0.6461693548387094,2.1513849157854446,-2.1700031681396768,7.1260792861245195,0.5092987143909726,0.7943548387096773,0.008113151698641878,0.015094575567422953
2022,BAD,49,-0.04007915800385439,-0.0248592245846691,0.9296201816712012,14.476725786414278,0.1038304319127973,0.6522108843537414,4.458905821842604,5.18208973975245,8.247430751991844,0.42221749811035525,0.6717687074829931,-0.002702393056941195,-0.0038870261992657645
2023,BAD,52,-0.006006895175518967,-0.0037633560135781,0.9880787377645762,10.733523904668154,0.051887648758758904,0.6630608974358974,2.06298416361179,1.9068151525151262,7.505927473389317,0.6059561965811967,0.6682692307692307,-0.00015705702973154947,0.00563784830971329
2024,GOOD,64,0.08421963210031048,0.0573410261108496,1.177478845436824,10.237846358580244,0.07494308542323191,0.5846354166666667,3.3706233564100905,1.3782669144120097,7.229940916175417,0.6566786024305555,0.6901041666666667,0.0002758218120938183,0.0034721142084820356
2025_H1,BAD,32,-0.11448512025517453,-0.0796418227862083,0.794567919182592,12.606675116019074,0.04466152743664041,0.6080729166666666,1.810093659256815,1.961953060872014,7.963779127051831,0.4588903356481482,0.6953125,-0.0023149815186255807,-0.005355239484427565
2025_H2,GOOD,33,0.11684239681877,0.0876317976140775,1.2479041244479507,13.985232278310153,0.059251970039221356,0.6089485278315064,2.80354933866451,4.5974395054293105,7.851091708855211,0.5961033950617284,0.7575757575757575,-9.212704271727157e-05,-0.0016887083106060326
2026_JAN_JUL,GOOD,35,0.29031226066630084,0.2161899813472453,1.631236981277441,11.921749694196755,0.1000938717288781,0.7041666666666668,4.594996323237645,-0.1218604122617732,8.678294395533928,0.4936937830687831,0.7071428571428572,0.0006819263731395203,0.000352438791334261
