signal_ts,confirm_ts,entry_ts,side,atr,entry,signal_to_confirm_s,confirm_to_entry_s,mfe_1h,mae_1h,tmfe_1h,tmae_1h,mfe_3h,mae_3h,tmfe_3h,tmae_3h,mfe_6h,mae_6h,tmfe_6h,tmae_6h,mfe_12h,mae_12h,tmfe_12h,tmae_12h,mfe_24h,mae_24h,tmfe_24h,tmae_24h,fav0.25_before_mae1,fav0.5_before_mae1,fav1.0_before_mae1,fav1.5_before_mae1,fav2.0_before_mae1,fav3.0_before_mae1
1772779500,1772780037,1772780525,-1,273.21428571428885,70722.32500000001,537,488,1.0673856209150736,1.6312287581698732,624,2680,1.7123006535947942,1.6312287581698732,9500,2680,4.045633986928101,1.6312287581698732,20724,2680,11.017084967320168,1.6312287581698732,38500,2680,11.536823529411665,1.6312287581698732,85867,2680,1,1,1,0,0,0
1772808900,1772809143,1772809212,-1,417.47142857142796,68460.61499999999,243,69,0.4834223043492853,1.4827002703350485,3177,2276,1.7924939260171515,1.4827002703350485,9813,2276,1.7924939260171515,1.4827002703350485,9813,2276,1.7924939260171515,1.4827002703350485,9813,2276,2.5142199637271827,1.4827002703350485,58208,2276,1,0,0,0,0,0
1772809500,1772809661,1772810257,-1,464.97142857142796,68712.73999999999,161,596,1.015202162959309,0.7889947154971455,3225,1231,2.1516160747203896,0.7889947154971455,8768,1231,2.1516160747203896,0.7889947154971455,8768,1231,2.1516160747203896,0.7889947154971455,8768,1231,2.7996128794395805,0.7889947154971455,57163,1231,1,1,1,1,1,0
1772867100,1772867120,1772867171,1,168.81428571428427,67475.315,20,51,2.144871794871765,0.38098079038674804,3154,249,3.376402640264059,0.38098079038674804,7826,249,4.385203520352094,0.38098079038674804,14966,249,4.385203520352094,0.44614115257681375,14966,39404,4.385203520352094,5.730054159262143,14966,78550,1,1,1,1,1,1
1772911800,1772911825,1772912997,1,149.30000000000186,67134.94499999999,25,1172,1.6949430676490584,1.9078700602811993,3181,346,2.0827528466175345,1.9078700602811993,5816,346,2.1704956463496554,1.9078700602811993,16347,346,2.1704956463496554,4.199229738780875,16347,32724,6.943436034829206,4.199229738780875,52505,32724,0,0,0,0,0,0
1772959500,1772959806,1772960204,-1,162.70714285714243,67512.9475,306,398,0.49320207208392397,2.3050770446464233,440,1227,0.8355349225163228,4.048085956363396,9904,5298,4.812004477808489,4.048085956363396,16131,5298,4.953362746389199,4.048085956363396,33752,5298,11.9462948329602,4.048085956363396,48446,5298,1,0,0,0,0,0
1772960400,1772960522,1772961117,-1,154.8785714285706,67545.20749999999,122,595,0.03814278466993175,2.2132984365632855,28,314,2.341237374901904,4.04441036756919,10672,4385,5.263526726006509,4.04441036756919,15218,4385,5.41203016187793,4.04441036756919,32839,4385,12.758430567725886,4.04441036756919,47533,4385,0,0,0,0,0,0
1772961300,1772961742,1772962122,-1,173.8428571428563,67790.845,442,380,0.783725039033587,2.1902251622976787,1875,3380,5.404564877968625,2.1902251622976787,10045,3380,6.102321472594333,2.1902251622976787,14213,3380,6.46701865395678,2.1902251622976787,42314,3380,12.779616237981841,2.1902251622976787,46528,3380,1,1,0,0,0,0
1773036600,1773037082,1773037692,1,378.1214285714294,67465.4575,482,610,0.1550890681376018,1.6702504864272851,256,3051,1.4824404480797788,1.6702504864272851,10778,3051,2.581293802066591,1.6702504864272851,11715,3051,5.246046243648103,1.6702504864272851,29601,3051,8.170768082815393,1.6702504864272851,73301,3051,0,0,0,0,0,0
1773050400,1773050802,1773051341,1,306.41428571428594,67839.15499999998,402,539,0.3568534663621192,1.048107137861853,371,2435,2.4448762180055605,1.7562986619422292,10531,3929,5.254144715371412,1.7562986619422292,15952,3929,5.413732574945266,1.7562986619422292,33271,3929,11.204585295351789,1.7562986619422292,83824,3929,1,0,0,0,0,0
