sample,n,mean_net_atr,cum_net_atr,t,pf,hit_rate,max_dd_atr,stop_rate,median_mae_atr,median_mfe_atr,long_n,short_n
IMMEDIATE_FLOW_SL15_TIME12,3196,0.09903369743752541,316.5116970103312,1.521266383028331,1.0848424647924086,0.27565707133917394,167.96117780354598,0.6930538172715894,1.6596049585647195,1.6683083951748119,1563,1633
PRIMARY_SWEEP_RECLAIM4_SL15_TIME12,3050,-0.13378441062652144,-408.0424524108904,-2.1991517456562573,0.8885818620416477,0.25704918032786883,545.6844353748645,0.7127868852459016,1.6834201762570737,1.4644648175262815,1491,1559
AUDIT_PRIMARY_NOSTOP_TIME12,3050,-0.061997896459447574,-189.0935842013151,-0.6062261674133894,0.9678306315013642,0.4842622950819672,550.1013588107737,0.0,2.7934587936882216,2.9818824730598803,1491,1559
AUDIT_PRIMARY_SL15_TIME24,3050,-0.03836436071966365,-117.01130019497413,-0.46379616347072716,0.9712789725104807,0.1881967213114754,321.91285947873314,0.799672131147541,1.748199925579287,1.5093865174264336,1491,1559
AUDIT_EXTREME4_COLOR_SL15_TIME12,3050,-0.13378441062652144,-408.0424524108904,-2.1991517456562573,0.8885818620416477,0.25704918032786883,545.6844353748645,0.7127868852459016,1.6834201762570737,1.4644648175262815,1491,1559
AUDIT_PIVOT2X2_CONFIRMED_SL15_TIME12,3178,0.08592150685361673,273.05854878079396,1.310248106688912,1.0742651684881164,0.2778477029578351,129.61966323003813,0.684078036500944,1.6545558071414477,1.5844445951034838,1554,1624
