flow_id,flow_signal_time,flow_i,side,frozen_flow_signed12_atr,trigger_rule,trigger_time,trigger_i,trigger_level,entry,entry_atr,delay_bars,delay_hours
754,2022-04-11 07:30:00+00:00,90775,1,-22.252835408022143,PIVOT2X2_CONFIRMED,2022-04-11 10:30:00+00:00,90787,41177.0,41480.6,191.97857142857174,12,3.0
755,2022-04-11 19:30:00+00:00,90823,-1,-0.4952461849861637,PIVOT2X2_CONFIRMED,2022-04-11 21:00:00+00:00,90829,40251.5,39779.6,275.97857142857174,6,1.5
756,2022-04-12 07:30:00+00:00,90871,-1,3.40436137071652,PIVOT2X2_CONFIRMED,2022-04-12 11:00:00+00:00,90885,40257.1,40127.5,137.41428571428438,14,3.5
757,2022-04-12 20:45:00+00:00,90924,-1,-3.048038161784472,PIVOT2X2_CONFIRMED,2022-04-12 21:30:00+00:00,90927,39731.7,39673.6,218.29999999999927,3,0.75
758,2022-04-13 08:45:00+00:00,90972,1,8.165082812924213,PIVOT2X2_CONFIRMED,2022-04-13 11:15:00+00:00,90982,39711.3,39950.0,132.42142857142815,10,2.5
759,2022-04-13 22:00:00+00:00,91025,1,-0.2492510485320465,PIVOT2X2_CONFIRMED,2022-04-13 22:15:00+00:00,91026,41047.6,41247.3,167.74285714285674,1,0.25
760,2022-04-14 11:45:00+00:00,91080,1,-7.621084797555381,PIVOT2X2_CONFIRMED,2022-04-14 12:15:00+00:00,91082,40822.7,41008.9,136.971428571429,2,0.5
761,2022-04-14 23:45:00+00:00,91128,-1,-3.026606388497703,PIVOT2X2_CONFIRMED,2022-04-15 02:45:00+00:00,91140,40050.0,39991.9,124.37857142857216,12,3.0
762,2022-04-15 11:45:00+00:00,91176,1,2.623777363763394,PIVOT2X2_CONFIRMED,2022-04-15 14:45:00+00:00,91188,39849.2,40434.8,177.72857142857174,12,3.0
763,2022-04-16 06:45:00+00:00,91252,1,-3.808892881203652,PIVOT2X2_CONFIRMED,2022-04-16 16:00:00+00:00,91289,39944.9,40120.0,135.59285714285735,37,9.25
764,2022-04-16 21:45:00+00:00,91312,-1,0.6699330393597671,PIVOT2X2_CONFIRMED,2022-04-16 22:30:00+00:00,91315,40697.3,40452.2,105.72142857143002,3,0.75
765,2022-04-17 09:45:00+00:00,91360,1,-3.430212909766824,PIVOT2X2_CONFIRMED,2022-04-17 11:45:00+00:00,91368,40349.2,40454.6,60.142857142857665,8,2.0
766,2022-04-17 23:15:00+00:00,91414,-1,3.916371823737524,PIVOT2X2_CONFIRMED,2022-04-18 04:15:00+00:00,91434,39844.1,38876.9,169.78571428571428,20,5.0
767,2022-04-18 11:15:00+00:00,91462,1,16.733661653134664,PIVOT2X2_CONFIRMED,2022-04-18 12:15:00+00:00,91466,38953.3,39188.1,109.08571428571304,4,1.0
768,2022-04-18 23:15:00+00:00,91510,1,-0.2898437499999814,PIVOT2X2_CONFIRMED,2022-04-19 00:00:00+00:00,91513,40701.3,41026.6,158.71428571428623,3,0.75
769,2022-04-19 12:15:00+00:00,91562,1,2.7783732660782205,PIVOT2X2_CONFIRMED,2022-04-19 12:30:00+00:00,91563,40629.6,40961.6,138.92142857142815,1,0.25
770,2022-04-20 07:00:00+00:00,91637,-1,3.960184038223272,PIVOT2X2_CONFIRMED,2022-04-20 07:30:00+00:00,91639,41639.9,41308.0,87.30714285714255,2,0.5
771,2022-04-20 19:15:00+00:00,91686,-1,-2.337574215436763,PIVOT2X2_CONFIRMED,2022-04-20 22:45:00+00:00,91700,41593.0,41438.0,141.55714285714203,14,3.5
772,2022-04-21 07:15:00+00:00,91734,1,-0.83944499504456,PIVOT2X2_CONFIRMED,2022-04-21 07:30:00+00:00,91735,41424.9,41618.6,112.80714285714306,1,0.25
773,2022-04-21 19:15:00+00:00,91782,-1,5.129578311241704,PIVOT2X2_CONFIRMED,2022-04-21 20:00:00+00:00,91785,41545.7,41187.3,216.85714285714235,3,0.75
774,2022-04-22 08:00:00+00:00,91833,1,-7.729334871203445,PIVOT2X2_CONFIRMED,2022-04-22 10:30:00+00:00,91843,40111.0,40418.7,205.93571428571366,10,2.5
775,2022-04-22 20:00:00+00:00,91881,-1,-0.3450626089713352,PIVOT2X2_CONFIRMED,2022-04-23 00:30:00+00:00,91899,39845.0,39620.7,135.8499999999996,18,4.5
776,2022-04-23 15:30:00+00:00,91959,1,0.1936738958138622,PIVOT2X2_CONFIRMED,2022-04-23 17:45:00+00:00,91968,39675.4,39795.0,105.27857142857154,9,2.25
777,2022-04-24 09:00:00+00:00,92029,1,-3.315473639091284,PIVOT2X2_CONFIRMED,2022-04-24 11:00:00+00:00,92037,39615.4,39690.8,63.014285714286544,8,2.0
778,2022-04-24 21:00:00+00:00,92077,1,-10.856866537717652,PIVOT2X2_CONFIRMED,2022-04-24 21:30:00+00:00,92079,39427.0,39554.2,102.7142857142852,2,0.5
779,2022-04-25 09:00:00+00:00,92125,1,9.349198137609877,PIVOT2X2_CONFIRMED,2022-04-25 11:45:00+00:00,92136,38310.2,38810.6,183.85000000000113,11,2.75
780,2022-04-25 21:30:00+00:00,92175,1,1.109156489274198,PIVOT2X2_CONFIRMED,2022-04-25 21:45:00+00:00,92176,40045.8,40214.2,224.97142857142794,1,0.25
781,2022-04-26 09:30:00+00:00,92223,1,-17.72487994650785,PIVOT2X2_CONFIRMED,2022-04-26 10:15:00+00:00,92226,40301.0,40420.0,121.82142857142857,3,0.75
782,2022-04-26 21:30:00+00:00,92271,-1,-2.2520517315852207,PIVOT2X2_CONFIRMED,2022-04-26 22:30:00+00:00,92275,38439.0,38205.0,276.99285714285725,4,1.0
783,2022-04-27 09:30:00+00:00,92319,1,1.5950807506096225,PIVOT2X2_CONFIRMED,2022-04-27 10:45:00+00:00,92324,38931.0,39085.2,207.14999999999938,5,1.25
784,2022-04-27 22:45:00+00:00,92372,1,3.9140497289856553,PIVOT2X2_CONFIRMED,2022-04-27 23:00:00+00:00,92373,38950.1,39122.9,159.09285714285684,1,0.25
785,2022-04-28 10:45:00+00:00,92420,1,0.6005808693995969,PIVOT2X2_CONFIRMED,2022-04-28 14:30:00+00:00,92435,38861.8,39006.0,217.5071428571417,15,3.75
786,2022-04-28 22:45:00+00:00,92468,-1,5.773802654356588,PIVOT2X2_CONFIRMED,2022-04-29 01:45:00+00:00,92480,39924.8,39808.6,116.37857142857163,12,3.0
787,2022-04-29 10:45:00+00:00,92516,-1,1.2624896734640796,PIVOT2X2_CONFIRMED,2022-04-29 13:00:00+00:00,92525,39128.0,38849.1,204.64999999999938,9,2.25
788,2022-04-29 23:45:00+00:00,92568,-1,0.072032703693219,PIVOT2X2_CONFIRMED,2022-04-30 02:30:00+00:00,92579,38754.6,38654.9,97.22142857142899,11,2.75
789,2022-04-30 16:00:00+00:00,92633,-1,3.3285167464114584,PIVOT2X2_CONFIRMED,2022-04-30 17:00:00+00:00,92637,38587.4,38314.9,160.99285714285776,4,1.0
790,2022-05-01 04:15:00+00:00,92682,1,3.70373421197144,PIVOT2X2_CONFIRMED,2022-05-01 07:45:00+00:00,92696,37880.0,37944.1,90.40714285714317,14,3.5
791,2022-05-01 16:15:00+00:00,92730,-1,-0.4994006808265914,PIVOT2X2_CONFIRMED,2022-05-02 00:45:00+00:00,92764,38809.0,38648.9,190.4857142857145,34,8.5
792,2022-05-02 04:15:00+00:00,92778,1,1.6339651461501068,PIVOT2X2_CONFIRMED,2022-05-02 04:45:00+00:00,92780,38572.8,38950.3,131.0071428571412,2,0.5
793,2022-05-02 16:30:00+00:00,92827,1,-0.7908008876336469,PIVOT2X2_CONFIRMED,2022-05-02 19:15:00+00:00,92838,38032.2,38394.7,222.9357142857147,11,2.75
794,2022-05-03 13:30:00+00:00,92911,-1,3.334570550368295,PIVOT2X2_CONFIRMED,2022-05-03 14:30:00+00:00,92915,38479.0,38240.2,163.56428571428634,4,1.0
795,2022-05-04 01:30:00+00:00,92959,-1,-11.060074428495676,PIVOT2X2_CONFIRMED,2022-05-04 11:00:00+00:00,92997,39063.0,38930.4,175.43571428571417,38,9.5
796,2022-05-04 13:30:00+00:00,93007,1,5.62670502983798,PIVOT2X2_CONFIRMED,2022-05-04 16:00:00+00:00,93017,38710.1,39018.5,155.3142857142853,10,2.5
797,2022-05-05 02:15:00+00:00,93058,-1,14.447551080262166,PIVOT2X2_CONFIRMED,2022-05-05 05:45:00+00:00,93072,39845.0,39606.9,68.64999999999989,14,3.5
798,2022-05-05 14:15:00+00:00,93106,-1,13.78025743124367,PIVOT2X2_CONFIRMED,2022-05-05 17:30:00+00:00,93119,37156.0,36879.8,513.8357142857151,13,3.25
799,2022-05-06 02:45:00+00:00,93156,1,-2.351027496382024,PIVOT2X2_CONFIRMED,2022-05-06 04:45:00+00:00,93164,36259.8,36414.9,99.02142857142879,8,2.0
800,2022-05-06 14:45:00+00:00,93204,1,-0.5090458097919291,PIVOT2X2_CONFIRMED,2022-05-06 16:30:00+00:00,93211,35907.5,36124.0,336.11428571428667,7,1.75
801,2022-05-07 03:30:00+00:00,93255,1,1.1749593217436014,PIVOT2X2_CONFIRMED,2022-05-07 05:30:00+00:00,93263,35702.9,35871.7,99.25714285714275,8,2.0
802,2022-05-07 19:45:00+00:00,93320,-1,22.847046685581404,PIVOT2X2_CONFIRMED,2022-05-08 00:00:00+00:00,93337,35757.0,35438.9,303.32142857142804,17,4.25
803,2022-05-08 09:30:00+00:00,93375,1,-1.2250085881140762,PIVOT2X2_CONFIRMED,2022-05-08 10:30:00+00:00,93379,34512.6,34699.6,119.12142857142837,4,1.0
804,2022-05-08 22:00:00+00:00,93425,-1,4.707857290162895,PIVOT2X2_CONFIRMED,2022-05-08 23:15:00+00:00,93430,34316.6,34111.6,156.93571428571366,5,1.25
805,2022-05-09 10:00:00+00:00,93473,1,-11.789913605394396,PIVOT2X2_CONFIRMED,2022-05-09 16:00:00+00:00,93497,32044.0,32426.4,336.2071428571432,24,6.0
806,2022-05-09 22:00:00+00:00,93521,-1,-0.730353616041665,PIVOT2X2_CONFIRMED,2022-05-09 23:15:00+00:00,93526,31339.2,30579.8,491.94285714285746,5,1.25
807,2022-05-10 10:00:00+00:00,93569,1,-2.390520231213869,PIVOT2X2_CONFIRMED,2022-05-10 11:30:00+00:00,93575,31250.0,31760.6,282.85714285714283,6,1.5
808,2022-05-10 22:00:00+00:00,93617,-1,-4.767556587347656,PIVOT2X2_CONFIRMED,2022-05-10 23:30:00+00:00,93623,31253.1,30919.1,365.3285714285713,6,1.5
809,2022-05-11 10:00:00+00:00,93665,1,-6.68414689930079,PIVOT2X2_CONFIRMED,2022-05-11 13:15:00+00:00,93678,29000.0,29831.5,545.721428571429,13,3.25
810,2022-05-11 22:00:00+00:00,93713,1,-2.031814091954278,PIVOT2X2_CONFIRMED,2022-05-11 23:00:00+00:00,93717,28504.0,28856.5,622.6285714285714,4,1.0
811,2022-05-12 10:00:00+00:00,93761,1,1.2385720556656217,PIVOT2X2_CONFIRMED,2022-05-12 10:45:00+00:00,93764,27724.0,28590.9,534.7714285714285,3,0.75
812,2022-05-13 02:00:00+00:00,93825,1,3.807238280301194,PIVOT2X2_CONFIRMED,2022-05-13 05:00:00+00:00,93837,30243.7,30676.2,354.6285714285711,12,3.0
813,2022-05-13 14:00:00+00:00,93873,1,-4.28290800161301,PIVOT2X2_CONFIRMED,2022-05-13 17:00:00+00:00,93885,29715.3,30227.9,274.85714285714283,12,3.0
814,2022-05-14 02:00:00+00:00,93921,-1,4.3832471121819605,PIVOT2X2_CONFIRMED,2022-05-14 07:00:00+00:00,93941,29600.0,29491.7,119.78571428571402,20,5.0
815,2022-05-14 14:00:00+00:00,93969,1,5.145754716981122,PIVOT2X2_CONFIRMED,2022-05-14 14:30:00+00:00,93971,28644.0,28918.7,202.1428571428574,2,0.5
816,2022-05-15 02:30:00+00:00,94019,1,1.0854682817709886,PIVOT2X2_CONFIRMED,2022-05-15 04:00:00+00:00,94025,29533.1,29768.9,136.7500000000005,6,1.5
817,2022-05-15 14:30:00+00:00,94067,1,2.268338395915449,PIVOT2X2_CONFIRMED,2022-05-15 15:00:00+00:00,94069,29747.6,30096.9,210.1357142857149,2,0.5
818,2022-05-16 02:45:00+00:00,94116,1,-6.141745151163287,PIVOT2X2_CONFIRMED,2022-05-16 03:45:00+00:00,94120,30201.0,30315.0,166.02142857142903,4,1.0
819,2022-05-16 14:45:00+00:00,94164,-1,-2.0109999009018047,PIVOT2X2_CONFIRMED,2022-05-16 16:30:00+00:00,94171,29739.0,29208.0,279.2357142857142,7,1.75
820,2022-05-17 06:30:00+00:00,94227,1,-4.807569324317255,PIVOT2X2_CONFIRMED,2022-05-17 06:45:00+00:00,94228,30335.0,30514.5,136.257142857143,1,0.25
821,2022-05-17 18:30:00+00:00,94275,-1,-0.8600391971345515,PIVOT2X2_CONFIRMED,2022-05-17 20:00:00+00:00,94281,30300.0,30051.2,226.82142857142935,6,1.5
822,2022-05-18 06:30:00+00:00,94323,-1,5.853854585312392,PIVOT2X2_CONFIRMED,2022-05-18 08:30:00+00:00,94331,29938.0,29772.3,131.22857142857123,8,2.0
823,2022-05-18 18:30:00+00:00,94371,-1,0.0363636363636294,PIVOT2X2_CONFIRMED,2022-05-18 21:45:00+00:00,94384,29338.6,29198.2,160.01428571428576,13,3.25
824,2022-05-19 10:45:00+00:00,94436,1,7.172424477149486,PIVOT2X2_CONFIRMED,2022-05-19 14:15:00+00:00,94450,29345.0,29730.0,212.1214285714281,14,3.5
825,2022-05-20 01:30:00+00:00,94495,-1,1.77441621383464,PIVOT2X2_CONFIRMED,2022-05-20 02:00:00+00:00,94497,30784.4,30254.3,175.75000000000026,2,0.5
826,2022-05-20 14:45:00+00:00,94548,-1,1.2940741487681062,PIVOT2X2_CONFIRMED,2022-05-20 21:45:00+00:00,94576,29289.9,29171.3,148.07857142857185,28,7.0
827,2022-05-21 02:45:00+00:00,94596,1,1.4253701480592038,PIVOT2X2_CONFIRMED,2022-05-21 04:00:00+00:00,94601,29107.7,29250.2,114.69285714285745,5,1.25
828,2022-05-21 16:30:00+00:00,94651,1,-1.7108979324316425,PIVOT2X2_CONFIRMED,2022-05-21 18:00:00+00:00,94657,29375.9,29434.1,120.7928571428573,6,1.5
829,2022-05-22 09:15:00+00:00,94718,1,7.496630994847479,PIVOT2X2_CONFIRMED,2022-05-22 12:00:00+00:00,94729,29800.0,29975.0,175.15714285714265,11,2.75
830,2022-05-23 01:00:00+00:00,94781,1,1.4722555627365816,PIVOT2X2_CONFIRMED,2022-05-23 03:00:00+00:00,94789,30040.1,30170.8,108.1857142857147,8,2.0
831,2022-05-23 17:30:00+00:00,94847,-1,5.008034379671165,PIVOT2X2_CONFIRMED,2022-05-23 19:15:00+00:00,94854,30154.7,29221.1,190.51428571428576,7,1.75
832,2022-05-24 06:30:00+00:00,94899,1,-0.0380970254293143,PIVOT2X2_CONFIRMED,2022-05-24 11:00:00+00:00,94917,29247.0,29361.7,93.14285714285688,18,4.5
833,2022-05-24 18:45:00+00:00,94948,1,3.474619883040938,PIVOT2X2_CONFIRMED,2022-05-24 19:15:00+00:00,94950,29080.0,29340.1,160.17857142857196,2,0.5
834,2022-05-25 06:45:00+00:00,94996,1,0.5645582204548096,PIVOT2X2_CONFIRMED,2022-05-25 09:45:00+00:00,95008,29676.1,29803.8,113.4500000000002,12,3.0
835,2022-05-25 21:15:00+00:00,95054,-1,4.546885480481149,PIVOT2X2_CONFIRMED,2022-05-26 01:00:00+00:00,95069,29873.0,29739.1,105.1214285714281,15,3.75
836,2022-05-26 09:15:00+00:00,95102,-1,-2.7051168293404224,PIVOT2X2_CONFIRMED,2022-05-26 11:00:00+00:00,95109,29250.0,29100.1,181.78571428571402,7,1.75
837,2022-05-26 21:15:00+00:00,95150,1,-4.017950172796205,PIVOT2X2_CONFIRMED,2022-05-27 05:00:00+00:00,95181,28860.0,29000.0,137.03571428571453,31,7.75
838,2022-05-27 09:15:00+00:00,95198,-1,1.1595075656515563,PIVOT2X2_CONFIRMED,2022-05-27 10:00:00+00:00,95201,29073.8,28999.9,161.94285714285692,3,0.75
839,2022-05-27 22:00:00+00:00,95249,1,-0.4354665713264337,PIVOT2X2_CONFIRMED,2022-05-28 00:00:00+00:00,95257,28512.4,28718.4,118.19285714285719,8,2.0
840,2022-05-28 10:00:00+00:00,95297,1,3.488903985507249,PIVOT2X2_CONFIRMED,2022-05-28 10:15:00+00:00,95298,28755.0,28833.0,65.30714285714332,1,0.25
841,2022-05-28 22:45:00+00:00,95348,1,3.262389000286355,PIVOT2X2_CONFIRMED,2022-05-29 02:30:00+00:00,95363,28825.0,28886.2,65.48571428571475,15,3.75
842,2022-05-29 12:30:00+00:00,95403,1,-0.1693389592123832,PIVOT2X2_CONFIRMED,2022-05-29 13:30:00+00:00,95407,29303.7,29377.5,105.92142857142946,4,1.0
843,2022-05-30 00:30:00+00:00,95451,1,12.13201785294804,PIVOT2X2_CONFIRMED,2022-05-30 01:00:00+00:00,95453,29301.1,29366.9,92.60000000000011,2,0.5
844,2022-05-30 12:30:00+00:00,95499,1,8.685781534182079,PIVOT2X2_CONFIRMED,2022-05-30 13:45:00+00:00,95504,30255.0,30508.7,153.21428571428572,5,1.25
845,2022-05-31 01:15:00+00:00,95550,1,1.8134196866517471,PIVOT2X2_CONFIRMED,2022-05-31 02:00:00+00:00,95553,31433.3,31615.8,129.37142857142888,3,0.75
846,2022-05-31 16:00:00+00:00,95609,1,-1.4336761373540174,PIVOT2X2_CONFIRMED,2022-05-31 17:45:00+00:00,95616,31871.0,32106.5,239.11428571428613,7,1.75
847,2022-06-01 15:00:00+00:00,95701,-1,6.922712549197161,PIVOT2X2_CONFIRMED,2022-06-01 20:00:00+00:00,95721,30339.2,30022.4,243.7928571428573,20,5.0
848,2022-06-02 03:00:00+00:00,95749,-1,-3.516744433288033,PIVOT2X2_CONFIRMED,2022-06-02 05:00:00+00:00,95757,29812.3,29692.2,86.28571428571429,8,2.0
849,2022-06-02 15:00:00+00:00,95797,1,1.2718145832138197,PIVOT2X2_CONFIRMED,2022-06-02 19:15:00+00:00,95814,29948.6,30132.6,134.42142857142895,17,4.25
850,2022-06-03 07:00:00+00:00,95861,1,-10.90776092774314,PIVOT2X2_CONFIRMED,2022-06-03 07:30:00+00:00,95863,30256.9,30434.4,81.06428571428556,2,0.5
851,2022-06-03 19:00:00+00:00,95909,-1,-1.063559627732475,PIVOT2X2_CONFIRMED,2022-06-03 22:30:00+00:00,95923,29878.1,29715.9,89.62142857142915,14,3.5
852,2022-06-04 11:45:00+00:00,95976,1,3.5411181882519425,PIVOT2X2_CONFIRMED,2022-06-04 13:15:00+00:00,95982,29500.0,29627.9,68.97857142857121,6,1.5
853,2022-06-04 23:45:00+00:00,96024,1,-2.061409630146544,PIVOT2X2_CONFIRMED,2022-06-05 08:30:00+00:00,96059,29630.0,29711.1,49.821428571428314,35,8.75
854,2022-06-05 15:00:00+00:00,96085,1,18.68049877350774,PIVOT2X2_CONFIRMED,2022-06-05 17:00:00+00:00,96093,29746.4,29933.2,131.99285714285725,8,2.0
855,2022-06-06 03:00:00+00:00,96133,1,1.4351372549019688,PIVOT2X2_CONFIRMED,2022-06-06 08:00:00+00:00,96153,31181.9,31335.4,105.22857142857174,20,5.0
856,2022-06-06 15:00:00+00:00,96181,1,-12.66826066572897,PIVOT2X2_CONFIRMED,2022-06-06 15:45:00+00:00,96184,31138.4,31529.8,183.64285714285765,3,0.75
857,2022-06-07 03:00:00+00:00,96229,-1,-1.760907894410091,PIVOT2X2_CONFIRMED,2022-06-07 05:00:00+00:00,96237,29594.0,29486.5,171.9285714285717,8,2.0
858,2022-06-07 15:00:00+00:00,96277,1,7.001087012785352,PIVOT2X2_CONFIRMED,2022-06-07 16:45:00+00:00,96284,29730.0,29898.2,156.02857142857127,7,1.75
859,2022-06-08 03:45:00+00:00,96328,-1,-1.827950777052399,PIVOT2X2_CONFIRMED,2022-06-08 04:45:00+00:00,96332,30385.0,30228.8,250.32857142857185,4,1.0
860,2022-06-08 15:45:00+00:00,96376,-1,0.821678908005499,PIVOT2X2_CONFIRMED,2022-06-08 18:30:00+00:00,96387,30407.3,30182.3,142.0928571428571,11,2.75
861,2022-06-09 10:30:00+00:00,96451,1,-4.357685784282919,PIVOT2X2_CONFIRMED,2022-06-09 14:00:00+00:00,96465,29914.5,30171.3,162.5,14,3.5
862,2022-06-10 00:45:00+00:00,96508,-1,0.8000430477830394,PIVOT2X2_CONFIRMED,2022-06-10 01:45:00+00:00,96512,30049.8,29869.4,148.2142857142865,4,1.0
863,2022-06-10 12:45:00+00:00,96556,-1,3.0015626627773955,PIVOT2X2_CONFIRMED,2022-06-10 15:15:00+00:00,96566,29668.0,29385.3,225.13571428571464,10,2.5
864,2022-06-11 05:00:00+00:00,96621,-1,15.4447088290543,PIVOT2X2_CONFIRMED,2022-06-11 05:30:00+00:00,96623,29427.9,29297.5,55.67142857142945,2,0.5
865,2022-06-11 18:30:00+00:00,96675,-1,5.761558636193319,PIVOT2X2_CONFIRMED,2022-06-11 19:45:00+00:00,96680,28746.5,28581.0,134.05000000000004,5,1.25
866,2022-06-12 07:00:00+00:00,96725,1,2.78027139874738,PIVOT2X2_CONFIRMED,2022-06-12 11:45:00+00:00,96744,27331.9,27443.8,104.35000000000011,19,4.75
867,2022-06-12 19:00:00+00:00,96773,1,-17.55711615217499,PIVOT2X2_CONFIRMED,2022-06-13 03:45:00+00:00,96808,24864.2,25500.0,352.0928571428568,35,8.75
868,2022-06-13 07:15:00+00:00,96822,1,-5.501072417423854,PIVOT2X2_CONFIRMED,2022-06-13 10:15:00+00:00,96834,23760.1,24195.2,417.02142857142854,12,3.0
869,2022-06-13 20:00:00+00:00,96873,-1,2.496334861553596,PIVOT2X2_CONFIRMED,2022-06-14 05:45:00+00:00,96912,23424.2,22739.3,427.24285714285725,39,9.75
870,2022-06-14 08:00:00+00:00,96921,-1,1.2543856695511644,PIVOT2X2_CONFIRMED,2022-06-14 09:00:00+00:00,96925,22980.0,22581.9,313.1571428571427,4,1.0
871,2022-06-14 23:00:00+00:00,96981,-1,5.167657550535071,PIVOT2X2_CONFIRMED,2022-06-15 00:00:00+00:00,96985,22350.0,21927.6,244.57142857142884,4,1.0
872,2022-06-15 11:45:00+00:00,97032,1,5.210329559615034,PIVOT2X2_CONFIRMED,2022-06-15 18:30:00+00:00,97059,20179.9,21930.0,504.5571428571428,27,6.75
873,2022-06-16 00:30:00+00:00,97083,1,-5.100166992159856,PIVOT2X2_CONFIRMED,2022-06-16 04:15:00+00:00,97098,22152.5,22311.2,185.6571428571429,15,3.75
874,2022-06-16 12:30:00+00:00,97131,-1,4.045825287488838,PIVOT2X2_CONFIRMED,2022-06-16 14:00:00+00:00,97137,21347.6,20853.8,263.7357142857142,6,1.5
875,2022-06-17 00:30:00+00:00,97179,-1,-2.635834700880205,PIVOT2X2_CONFIRMED,2022-06-17 02:30:00+00:00,97187,21052.5,20679.2,218.09285714285684,8,2.0
876,2022-06-17 13:15:00+00:00,97230,-1,0.8182546036829611,PIVOT2X2_CONFIRMED,2022-06-17 14:15:00+00:00,97234,20912.4,20474.9,172.70714285714297,4,1.0
877,2022-06-18 01:15:00+00:00,97278,-1,11.464799206742653,PIVOT2X2_CONFIRMED,2022-06-18 03:30:00+00:00,97287,20490.0,20403.5,108.67142857142868,9,2.25
878,2022-06-18 13:15:00+00:00,97326,1,-2.176571920757978,PIVOT2X2_CONFIRMED,2022-06-18 21:00:00+00:00,97357,17593.2,17989.2,264.10714285714283,31,7.75
879,2022-06-19 01:15:00+00:00,97374,1,2.445100292519848,PIVOT2X2_CONFIRMED,2022-06-19 03:00:00+00:00,97381,18215.8,18714.1,214.6642857142862,7,1.75
880,2022-06-19 13:15:00+00:00,97422,1,1.0147718815543103,PIVOT2X2_CONFIRMED,2022-06-19 14:15:00+00:00,97426,19111.0,19356.4,240.58571428571435,4,1.0
881,2022-06-20 01:15:00+00:00,97470,1,3.580620641792525,PIVOT2X2_CONFIRMED,2022-06-20 03:00:00+00:00,97477,19664.6,19950.5,220.36428571428587,7,1.75
882,2022-06-20 18:15:00+00:00,97538,-1,-4.519122678396872,PIVOT2X2_CONFIRMED,2022-06-20 21:45:00+00:00,97552,20633.9,20412.5,162.4142857142859,14,3.5
883,2022-06-21 15:45:00+00:00,97624,1,-5.492783806496401,PIVOT2X2_CONFIRMED,2022-06-21 16:00:00+00:00,97625,21324.1,21401.4,190.3357142857141,1,0.25
884,2022-06-22 05:00:00+00:00,97677,-1,1.5335021097046184,PIVOT2X2_CONFIRMED,2022-06-22 06:00:00+00:00,97681,20592.5,20350.2,123.02857142857154,4,1.0
885,2022-06-22 17:00:00+00:00,97725,-1,-0.2529008438818536,PIVOT2X2_CONFIRMED,2022-06-22 18:45:00+00:00,97732,20369.9,20210.0,192.02142857142852,7,1.75
886,2022-06-23 10:00:00+00:00,97793,1,-0.0231404958677685,PIVOT2X2_CONFIRMED,2022-06-23 14:15:00+00:00,97810,20368.5,20453.2,123.80714285714255,17,4.25
887,2022-06-23 22:00:00+00:00,97841,1,0.2558697972251778,PIVOT2X2_CONFIRMED,2022-06-24 01:15:00+00:00,97854,20963.0,21088.6,153.80714285714308,13,3.25
888,2022-06-24 15:45:00+00:00,97912,-1,-2.798132799847564,PIVOT2X2_CONFIRMED,2022-06-24 17:45:00+00:00,97920,21227.6,20962.9,140.75,8,2.0
889,2022-06-25 23:00:00+00:00,98037,1,-0.4843379406232008,PIVOT2X2_CONFIRMED,2022-06-26 00:45:00+00:00,98044,21383.0,21461.2,90.52142857142852,7,1.75
890,2022-06-26 13:00:00+00:00,98093,-1,3.1245889660212045,PIVOT2X2_CONFIRMED,2022-06-26 14:45:00+00:00,98100,21483.9,21403.0,153.02142857142903,7,1.75
891,2022-06-27 09:30:00+00:00,98175,1,-7.60489359869044,PIVOT2X2_CONFIRMED,2022-06-27 10:30:00+00:00,98179,21384.0,21442.8,79.6857142857147,4,1.0
892,2022-06-28 07:45:00+00:00,98264,1,-9.643617021276654,PIVOT2X2_CONFIRMED,2022-06-28 11:30:00+00:00,98279,20898.1,21035.5,88.52142857142852,15,3.75
893,2022-06-28 20:00:00+00:00,98313,-1,1.5926532355662968,PIVOT2X2_CONFIRMED,2022-06-29 05:15:00+00:00,98350,20366.0,20255.1,85.93571428571444,37,9.25
894,2022-06-29 09:30:00+00:00,98367,-1,-1.8146772767462545,PIVOT2X2_CONFIRMED,2022-06-29 12:45:00+00:00,98380,20180.0,20002.5,115.09285714285735,13,3.25
895,2022-06-29 21:30:00+00:00,98415,-1,13.403933434190634,PIVOT2X2_CONFIRMED,2022-06-29 21:45:00+00:00,98416,20348.4,20285.9,99.62142857142837,1,0.25
896,2022-06-30 09:30:00+00:00,98463,1,-0.7880338516040138,PIVOT2X2_CONFIRMED,2022-06-30 10:00:00+00:00,98465,18902.0,19139.2,147.72857142857174,2,0.5
897,2022-06-30 21:30:00+00:00,98511,-1,-4.22535211267605,PIVOT2X2_CONFIRMED,2022-06-30 22:00:00+00:00,98513,18961.0,18766.8,140.26428571428576,2,0.5
898,2022-07-01 09:30:00+00:00,98559,-1,-0.2552044806086861,PIVOT2X2_CONFIRMED,2022-07-01 10:45:00+00:00,98564,19490.0,19062.5,163.49999999999974,5,1.25
899,2022-07-02 05:15:00+00:00,98638,-1,-1.0645161290322778,PIVOT2X2_CONFIRMED,2022-07-02 07:45:00+00:00,98648,19267.5,19119.9,59.09285714285735,10,2.5
900,2022-07-03 06:15:00+00:00,98738,-1,-0.5236754863326398,PIVOT2X2_CONFIRMED,2022-07-03 08:30:00+00:00,98747,19147.0,19049.1,75.44285714285719,9,2.25
