n,trades_per_week,ev,pf,positive_rate,total_R,gross_ev,tp_rate,max_dd_R,worst_day_R,max_consec_losses,stress05_ev,stress10_ev,buy_ev,sell_ev,back_ev,through_ev,mean_entry_improvement_atr,median_entry_improvement_atr,median_wait_entry_min,clock,target,split,serial_accepted,serial_fill_rate
7586,91.39759036144578,-0.18463388194907177,0.7271860928651991,0.35341418402320063,-1400.6326284656584,-0.1260423817346084,0.33324545214869494,1405.3293090011705,-18.84862065395857,19,-0.24322538216353515,-0.3018168823779985,-0.17090673176354815,-0.19857990776869885,-0.19089826386251044,-0.175588469662979,0.11710218213948227,0.10287673679200882,4.0,1,1.5,DISCOVERY,11788,0.6435357991177468
6720,86.15384615384616,-0.17973432125531716,0.7311064093470137,0.34776785714285713,-1207.8146388357313,-0.14141549468692563,0.3282738095238095,1223.2353956008064,-22.79782173462759,24,-0.21805314782370872,-0.2563719743921003,-0.17688558042952093,-0.18267437339878334,-0.19201659038862248,-0.16273782182678792,0.12032504001727665,0.10133330749317532,4.0,1,1.5,CONFIRMATION,10548,0.6370875995449374
7328,88.28915662650603,-0.17186906008218492,0.7619815842263176,0.3079967248908297,-1259.456472282251,-0.11341509933085452,0.2693777292576419,1265.5979502133282,-21.295520295088455,21,-0.23032302083351539,-0.28877698158484577,-0.16312186973981718,-0.18079471529506147,-0.17975586690422676,-0.16057414755742208,0.11816468042292756,0.10282074464273244,4.0,1,2.0,DISCOVERY,11374,0.6442764199050466
6477,83.03846153846153,-0.16658454227752734,0.7664141878334243,0.3016828778755597,-1078.9680803315446,-0.12831581701365863,0.264783078585765,1099.8449974732057,-23.740201102523272,27,-0.2048532675413961,-0.24312199280526478,-0.1574068579698075,-0.17611166012874438,-0.19182586278475078,-0.13143131792871593,0.12085389056175293,0.1016443382839505,4.0,1,2.0,CONFIRMATION,10161,0.6374372601121937
7300,87.95180722891567,-0.1866750736031822,0.7240845456699244,0.3524657534246575,-1362.72803730323,-0.12818695564116248,0.33136986301369864,1368.2062270731803,-22.927241357319268,20,-0.2451631915652019,-0.30365130952722164,-0.17837568448859578,-0.1950567253852039,-0.17835949844687862,-0.196474598011491,0.15641969060488936,0.12767550415960355,5.0,3,1.5,DISCOVERY,12442,0.5867223918984086
6477,83.03846153846153,-0.17076728471403227,0.7429179069179072,0.35139725181411147,-1106.059703092787,-0.13233629830522242,0.32978230662343677,1114.5097924880606,-18.092038171345813,18,-0.20919827112284212,-0.24762925753165194,-0.1805386998984659,-0.1604084657541985,-0.18857739783083124,-0.14913941401629893,0.1527085316962033,0.12286219909698899,5.0,3,1.5,CONFIRMATION,11178,0.5794417606011809
7039,84.80722891566265,-0.17883451904673694,0.7523148414895138,0.3055831794288961,-1258.8161795699814,-0.12044628094529175,0.2642420798408865,1268.2134527780179,-23.387723345258163,20,-0.23722275714818214,-0.2956109952496273,-0.17212222114953538,-0.185683606022785,-0.17942229892184244,-0.17815238408425266,0.15627737985704676,0.1290160112992993,5.0,3,2.0,DISCOVERY,11968,0.5881517379679144
6255,80.1923076923077,-0.1600720241709268,0.7738143845206543,0.30567545963229414,-1001.2505111891471,-0.1217443977607847,0.2631494804156675,1006.6845419136711,-18.245958635109147,22,-0.19839965058106887,-0.23672727699121093,-0.1661223874131979,-0.15368155175231504,-0.1998188294057784,-0.11230870383590984,0.15249471025182668,0.12321606192765326,5.0,3,2.0,CONFIRMATION,10757,0.5814818257878591
