R,signal_ts,entry_ts,exit_ts,hold_min,side,exit_reason,confirm_age_min,confirm_z,max_adverse_atr,signal_z,signal_abs_z
-1.0031879110671968,1611666600,1611666780,1611672180,90.0,1,SL,3.0,-1.3915736512420254,0.011315227236283693,-1.3915736512420254,1.3915736512420254
-1.0032022891433883,1611750000,1611750300,1611756180,98.0,1,SL,5.0,-1.1799642872293985,0.38496538702175537,-1.3329743883161262,1.3329743883161262
-0.15763225703416123,1611804300,1611805500,1611823500,300.0,1,EXIT_Z,20.0,-1.4173100948272306,0.6613281681893174,-1.0118479628710908,1.0118479628710908
2.1354752985676226,1611852300,1611852540,1611871560,317.0,1,PROTECTED_STOP,4.0,-1.081690378650297,0.0,-1.081690378650297,1.081690378650297
1.8344332750713572,1611878400,1611878460,1611880380,32.0,1,PROTECTED_STOP,1.0,-1.020929075498109,0.14319083202376315,-1.020929075498109,1.020929075498109
1.891639967118012,1611896400,1611896820,1611905760,149.0,-1,PROTECTED_STOP,7.0,1.4659672887426725,0.41760125891043237,1.176781079560457,1.176781079560457
-0.3428909633198524,1612005900,1612006200,1612015500,155.0,-1,EXIT_Z,5.0,1.160294844283986,0.36545355473343083,1.121056647483551,1.121056647483551
-1.0059157926792635,1612080600,1612080660,1612086660,100.0,1,SL,1.0,-1.2448651753728048,0.09642685274302047,-1.2448651753728048,1.2448651753728048
-1.004905374738452,1612096500,1612096620,1612098720,35.0,1,SL,2.0,-1.1061740984858903,0.03957390457406155,-1.1061740984858903,1.1061740984858903
1.5776757810035822,1612102200,1612102320,1612107060,79.0,-1,PROTECTED_STOP,2.0,1.9367033091442718,0.0,1.9367033091442718,1.9367033091442718
2.4843010314019915,1612143600,1612143660,1612161720,301.0,1,PROTECTED_STOP,1.0,-1.1315039467941423,0.0,-1.1315039467941423,1.1315039467941423
-1.006063899103147,1612217400,1612218300,1612224900,110.0,-1,SL,15.0,1.601169574942447,0.46304920727402527,1.4103955545143725,1.4103955545143725
1.397897374989615,1612245600,1612246560,1612253460,115.0,1,PROTECTED_STOP,16.0,-1.7061223370975886,0.4113813106255083,-1.3426614320607753,1.3426614320607753
1.65324583118813,1612292700,1612292760,1612312020,321.0,1,PROTECTED_STOP,1.0,-1.1226288547245367,0.0,-1.1226288547245367,1.1226288547245367
-1.0061357220660387,1612325700,1612325760,1612327800,34.0,1,SL,1.0,-1.9722623536038015,0.0,-1.9722623536038015,1.9722623536038015
-1.0055728709171703,1612398000,1612398600,1612405080,108.0,1,SL,10.0,-2.693308184263615,0.49968861390942493,-1.7322646588483834,1.7322646588483834
1.4364400182123322,1612449900,1612450020,1612452240,37.0,-1,PROTECTED_STOP,2.0,1.246378735463522,0.07369821360700506,1.246378735463522,1.246378735463522
0.06483047712981871,1612452600,1612452720,1612453500,13.0,1,EXIT_Z,2.0,-1.3252839544754098,0.0,-1.3252839544754098,1.3252839544754098
-1.0044463368604255,1612490100,1612490280,1612494600,72.0,-1,SL,3.0,1.9664722685404143,0.11842303281282685,1.9664722685404143,1.9664722685404143
0.5611679931200368,1612495500,1612495680,1612513800,302.0,1,EXIT_Z,3.0,-1.6377474373758276,0.0,-1.6377474373758276,1.6377474373758276
-1.0052118605170322,1612517400,1612518900,1612527780,148.0,-1,SL,25.0,1.0898236410129218,0.2219047193820599,1.0211522377560154,1.0211522377560154
-0.32475560762660494,1612576500,1612576560,1612576800,4.0,1,EXIT_Z,1.0,-1.5469109653209663,0.0,-1.5469109653209663,1.5469109653209663
-0.09645076295191743,1612593900,1612595400,1612602000,110.0,1,EXIT_Z,25.0,-1.1061867457106345,0.5985130820967268,-1.1715343491719494,1.1715343491719494
-1.0057596643837605,1612602900,1612602960,1612605540,43.0,-1,SL,1.0,1.9168257377762012,0.0,1.9168257377762012,1.9168257377762012
-1.004352118539166,1612681800,1612683120,1612684860,29.0,-1,SL,22.0,0.11298161962937978,0.3405237162462479,1.0719964133118631,1.0719964133118631
1.1949288588138458,1612691700,1612691760,1612697100,89.0,-1,EXIT_Z,1.0,1.3930631871904942,0.0,1.3930631871904942,1.3930631871904942
1.3965847776455516,1612700100,1612700160,1612706700,109.0,-1,PROTECTED_STOP,1.0,1.3951570373798259,0.0,1.3951570373798259,1.3951570373798259
-1.0052496820465373,1612746600,1612746780,1612747860,18.0,1,SL,3.0,-1.2033468687470634,0.0,-1.2033468687470634,1.2033468687470634
1.4620979763073703,1612759200,1612760400,1612770000,160.0,1,EXIT_Z,20.0,-1.157297043386879,0.18139777916329197,-1.3843519098899193,1.3843519098899193
-0.7754749348087115,1612783500,1612785600,1612786800,20.0,1,EXIT_Z,35.0,-1.1941936839259217,0.36121893387194587,-1.1340221420862802,1.1340221420862802
0.5558711816152769,1612852200,1612852500,1612853400,15.0,1,EXIT_Z,5.0,-1.6288384406599474,0.22992709270024903,-1.3310990001114253,1.3310990001114253
-1.0039372439563583,1612920000,1612920060,1612924200,69.0,-1,SL,1.0,1.2356652186311745,0.07130248426909849,1.2356652186311745,1.2356652186311745
1.7972418867507496,1612952100,1612952520,1612958580,101.0,-1,PROTECTED_STOP,7.0,2.2678066898937677,0.46968669440670824,1.3139941033227307,1.3139941033227307
-1.005006204461669,1612997700,1612999860,1613001000,19.0,1,SL,36.0,-2.0054525682500715,0.6234392352519056,-1.0344039771202753,1.0344039771202753
2.219931064764866,1613034300,1613034900,1613040420,92.0,1,PROTECTED_STOP,10.0,-1.0109408297051181,0.3892091165502432,-1.0276047449057177,1.0276047449057177
0.10518598849310686,1613049900,1613050380,1613051100,12.0,-1,EXIT_Z,8.0,2.289717174284322,0.5778863224990642,1.6710102668711369,1.6710102668711369
-1.0034525411653652,1613077500,1613078580,1613082120,59.0,-1,SL,18.0,3.4069283961832713,0.34075035002095794,2.2503956835963494,2.2503956835963494
-1.0043292012534395,1613119800,1613119980,1613125260,88.0,-1,SL,3.0,1.0121158936429175,0.1713474207728977,1.0121158936429175,1.0121158936429175
-1.0036006797153934,1613148000,1613150220,1613154300,68.0,1,SL,37.0,-1.716846178528009,0.4094111961337066,-1.4229748246089897,1.4229748246089897
-0.48734927199190825,1613229600,1613231100,1613234100,50.0,1,EXIT_Z,25.0,-0.551928143658543,0.5543594928832531,-1.2182479380893616,1.2182479380893616
-1.006536920799647,1613246100,1613246640,1613252760,102.0,-1,SL,9.0,1.1086197436954675,0.4130264346972758,1.0592547823363252,1.0592547823363252
-1.0069720287311021,1613256000,1613256180,1613257440,21.0,-1,SL,3.0,1.6732740910826618,0.04487750273488974,1.6732740910826618,1.6732740910826618
-0.2212679010844817,1613265000,1613267100,1613278200,185.0,-1,EXIT_Z,35.0,1.0846649871961442,0.623020851179044,1.0184763966197414,1.0184763966197414
1.9726141062123181,1613280600,1613280840,1613281980,19.0,1,PROTECTED_STOP,4.0,-1.143086716719366,0.3968902041430438,-1.143086716719366,1.143086716719366
-1.0041085190895769,1613294400,1613295960,1613314140,303.0,1,SL,26.0,-1.7085604692506644,0.056794725488583435,-1.046451472296266,1.046451472296266
1.552998272273738,1613382000,1613382060,1613394900,214.0,1,PROTECTED_STOP,1.0,-1.1699140580042195,0.0,-1.1699140580042195,1.1699140580042195
-1.0044111358427423,1613447100,1613447880,1613456340,141.0,1,SL,13.0,-2.7328388477569105,0.46550699007516816,-1.3440406910768246,1.3440406910768246
-1.0051298477219737,1613472600,1613473500,1613477460,66.0,-1,SL,15.0,1.065714065181873,0.4251395969349301,1.2213595436966227,1.2213595436966227
1.462515631337415,1613478300,1613478360,1613478840,8.0,1,PROTECTED_STOP,1.0,-2.0041292258895433,0.0,-2.0041292258895433,2.0041292258895433
-1.0048757027644892,1613565000,1613565900,1613574300,140.0,-1,SL,15.0,1.601314149152028,0.5859472972586528,1.2024939645591515,1.2024939645591515
-0.010314869034976738,1613593800,1613594940,1613616540,360.0,-1,TIME,19.0,1.5011485261949962,0.6432288919760262,1.2769386172743074,1.2769386172743074
-1.0054232317826413,1613645700,1613646300,1613658840,209.0,-1,SL,10.0,2.1280522337682517,0.27716413614449387,1.2743792228264763,1.2743792228264763
1.539666552845521,1613750100,1613750280,1613752020,29.0,1,PROTECTED_STOP,3.0,-1.604398276989674,0.20177700348430738,-1.604398276989674,1.604398276989674
1.330366431997013,1613795700,1613796060,1613808000,199.0,-1,PROTECTED_STOP,6.0,1.1125975310814415,0.2053804317353396,1.0718007812927923,1.0718007812927923
-1.0067021306827888,1613808300,1613808840,1613812380,59.0,1,SL,9.0,-0.7131939022220795,0.17199079330347172,-1.0953864949936676,1.0953864949936676
0.03921331953704791,1613817600,1613818320,1613819700,23.0,-1,EXIT_Z,12.0,-0.38171058944937547,0.09066986489823549,1.5090848311023866,1.5090848311023866
-0.8332168687625056,1613879700,1613880360,1613884200,64.0,-1,EXIT_Z,11.0,0.6056345098497029,0.6083589604678264,1.0788737669260546,1.0788737669260546
-0.6644796428283043,1613908800,1613909160,1613925900,279.0,-1,EXIT_Z,6.0,1.6037904046382625,0.1449479648519589,1.553110023796143,1.553110023796143
-1.0059807024615286,1613926200,1613926380,1613944320,299.0,1,SL,3.0,-1.1677172528865192,0.16070036497644163,-1.1677172528865192,1.1677172528865192
0.030542899693579664,1614198300,1614198660,1614204000,89.0,-1,EXIT_Z,6.0,0.7974455861151903,0.2686488267432306,1.092682586547434,1.092682586547434
-1.0041379968581758,1614223500,1614225060,1614228720,61.0,1,SL,26.0,-1.5169012413986604,0.489288658652131,-1.5323603035983309,1.5323603035983309
-0.3998047379145067,1614257700,1614257880,1614267000,152.0,1,EXIT_Z,3.0,-1.0468239511729096,0.0,-1.0468239511729096,1.0468239511729096
-1.0039655012179811,1614414000,1614414060,1614425460,190.0,-1,SL,1.0,1.0400101506531674,0.0,1.0400101506531674,1.0400101506531674
1.436174852032542,1614432000,1614432060,1614440460,140.0,-1,PROTECTED_STOP,1.0,1.0466283837079868,0.014539228053114693,1.0466283837079868,1.0466283837079868
-1.0045417548644617,1614467100,1614467340,1614468300,16.0,1,SL,4.0,-2.450648935159312,0.4593132397907576,-2.450648935159312,2.450648935159312
-1.0047474791372335,1614588300,1614589440,1614590160,12.0,-1,SL,19.0,1.6939998184922145,0.4187370555560288,1.8436327533064776,1.8436327533064776
-1.0047855796958538,1614603900,1614604500,1614607140,44.0,1,SL,10.0,-0.5352453042683666,0.21011885960915186,-1.0818007357476291,1.0818007357476291
-1.0042934322839523,1614638400,1614638640,1614641040,40.0,-1,SL,4.0,2.046810853512647,0.1096411291908817,2.046810853512647,2.046810853512647
0.689350780793302,1614665700,1614666600,1614677700,185.0,1,EXIT_Z,15.0,-1.3648417042505576,0.6789529107847962,-1.3584723432821468,1.3584723432821468
0.20519613982526255,1614718500,1614718680,1614725700,117.0,1,EXIT_Z,3.0,-1.019538057206772,0.0,-1.019538057206772,1.019538057206772
-1.00692563930277,1614748500,1614748800,1614750240,24.0,1,SL,5.0,-1.0718309975261948,0.15118489838349225,-1.0633160000983228,1.0633160000983228
-1.0041943426630655,1614801000,1614801600,1614809580,133.0,-1,SL,10.0,0.8962425065187989,0.19465998958771574,1.0479772982928406,1.0479772982928406
1.6749809975557626,1614824100,1614824880,1614828840,66.0,-1,PROTECTED_STOP,13.0,1.1264242410239365,0.16732355637029517,1.0652804332267738,1.0652804332267738
0.4796414191407509,1614903000,1614903180,1614904200,17.0,-1,EXIT_Z,3.0,1.4033750609454736,0.40983243143595544,1.4033750609454736,1.4033750609454736
1.5859513327772916,1614940800,1614940920,1614946020,85.0,1,PROTECTED_STOP,2.0,-1.1504745231910543,0.0,-1.1504745231910543,1.1504745231910543
-1.0054362452381307,1614946500,1614946560,1614947940,23.0,-1,SL,1.0,1.3218721928054726,0.0,1.3218721928054726,1.3218721928054726
0.2713198685252613,1615004100,1615004160,1615007400,54.0,-1,EXIT_Z,1.0,2.275993635237573,0.0,2.275993635237573,2.275993635237573
0.22476170558628444,1615008900,1615009260,1615013100,64.0,1,EXIT_Z,6.0,-2.261341405896839,0.23938497990614802,-1.2062119652334655,1.2062119652334655
1.4960638004729354,1615032000,1615032120,1615035420,55.0,-1,PROTECTED_STOP,2.0,1.3265512450530172,0.08507562575291236,1.3265512450530172,1.3265512450530172
-0.24748349525292873,1615083900,1615084380,1615087500,52.0,1,EXIT_Z,8.0,-0.4848229390522908,0.6496505795092359,-1.251553935235602,1.251553935235602
0.6235981512165425,1615107300,1615108500,1615110300,30.0,1,EXIT_Z,20.0,-1.0245231426952406,0.4763931281067421,-1.1772222250674251,1.1772222250674251
0.08391001549750896,1615147800,1615148280,1615154700,107.0,1,EXIT_Z,8.0,-2.352484130415292,0.3723055482573993,-1.5138999828623534,1.5138999828623534
1.3408239037802483,1615171200,1615171680,1615188180,275.0,-1,PROTECTED_STOP,8.0,1.0258717422392507,0.24994393302335788,1.0329494833262525,1.0329494833262525
-1.0054487315033782,1615190100,1615190340,1615199700,156.0,-1,SL,4.0,1.136541924049355,0.05680325715787659,1.136541924049355,1.136541924049355
1.4387495464710542,1615208400,1615208580,1615214820,104.0,1,PROTECTED_STOP,3.0,-1.250278338425553,0.0,-1.250278338425553,1.250278338425553
-1.0051419920273694,1615254000,1615254300,1615257000,45.0,-1,SL,5.0,3.6870230846287044,0.3021235082323779,4.2144298845653205,4.2144298845653205
1.58282262887298,1615294500,1615294560,1615297440,48.0,1,PROTECTED_STOP,1.0,-1.3071557260247506,0.0,-1.3071557260247506,1.3071557260247506
-0.717748910451017,1615302900,1615304940,1615326540,360.0,-1,TIME,34.0,0.45179515843342904,0.4622134649971901,1.1981994229845634,1.1981994229845634
1.5592754566546376,1615335600,1615335840,1615340700,81.0,-1,PROTECTED_STOP,4.0,3.049477656639279,0.0,3.049477656639279,3.049477656639279
0.6616122898903266,1615392000,1615394040,1615395600,26.0,1,EXIT_Z,34.0,-1.2974006214209486,0.5112284057685342,-1.2513584687610453,1.2513584687610453
-0.24534376312040213,1615458300,1615458360,1615459500,19.0,1,EXIT_Z,1.0,-1.0326162504602983,0.0,-1.0326162504602983,1.0326162504602983
-0.22501268428027565,1615509000,1615510080,1615518300,137.0,1,EXIT_Z,18.0,-2.269012662022409,0.6549876384378747,-1.4840535245209872,1.4840535245209872
1.7217710856304715,1615551600,1615552440,1615555680,54.0,-1,PROTECTED_STOP,14.0,1.5045750906851292,0.33907261979377123,1.1294970802270745,1.1294970802270745
-1.0050683738015316,1615590000,1615590240,1615594020,63.0,1,SL,4.0,-1.1451891949145243,0.0,-1.1451891949145243,1.1451891949145243
-0.7134141384311994,1615596300,1615596660,1615618260,360.0,-1,TIME,6.0,2.5849833557363535,0.4210313994430576,1.5138730707454464,1.5138730707454464
1.734191928479078,1615654800,1615655820,1615664160,139.0,1,PROTECTED_STOP,17.0,-1.0681190936783032,0.28098580494696,-1.4557413723850947,1.4557413723850947
-1.0072593174034576,1615664400,1615664520,1615666200,28.0,-1,SL,2.0,2.131495459795717,0.0,2.131495459795717,2.131495459795717
-1.0069510415198433,1615690800,1615691100,1615702500,190.0,1,SL,5.0,-0.9470230586824132,0.5919384079984177,-1.0271149492233944,1.0271149492233944
-0.6164198998853644,1615736400,1615736460,1615745700,154.0,-1,EXIT_Z,1.0,1.0473939330769841,0.0,1.0473939330769841,1.0473939330769841
1.450018961546496,1615839600,1615839840,1615852500,211.0,-1,PROTECTED_STOP,4.0,1.2891352518482924,0.0,1.2891352518482924,1.2891352518482924
-1.0046526646139498,1615894500,1615895880,1615898220,39.0,1,SL,23.0,-1.8738700074232484,0.5344524538362728,-1.0925088189001295,1.0925088189001295
1.5314385949654545,1615940700,1615942020,1615953660,194.0,-1,PROTECTED_STOP,22.0,1.781448385303865,0.4956080591390043,1.4443929973855132,1.4443929973855132
-0.4298074453334589,1615975800,1615976400,1615984200,130.0,-1,EXIT_Z,10.0,2.1538961706959787,0.24448032524814492,2.053123842570845,2.053123842570845
1.4980799776618392,1616007300,1616007540,1616016900,156.0,1,PROTECTED_STOP,4.0,-1.2204809464029318,0.4179877416625834,-1.2204809464029318,1.2204809464029318
-0.5354638744591725,1616028000,1616029500,1616051100,360.0,1,TIME,25.0,-1.4298499098465445,0.3796636631748941,-1.029329625508909,1.029329625508909
1.3383552007703101,1616062500,1616062860,1616076960,235.0,-1,PROTECTED_STOP,6.0,1.6458033368061409,0.0,1.0985056861590767,1.0985056861590767
-1.0041056019366206,1616087100,1616087640,1616091060,57.0,1,SL,9.0,-0.13475371177302162,0.16910296597457816,-1.0679972286837534,1.0679972286837534
1.4232852279891135,1616122200,1616123640,1616141580,299.0,1,PROTECTED_STOP,24.0,-2.1817187885600546,0.4710896000624603,-1.2916584249838543,1.2916584249838543
-1.0051258673217904,1616165700,1616166000,1616186580,343.0,1,SL,5.0,-0.8274745979687647,0.017562986305055383,-1.0032332140441071,1.0032332140441071
1.3342520931866082,1616284200,1616284260,1616295720,191.0,-1,PROTECTED_STOP,1.0,1.015200833140856,0.0,1.015200833140856,1.015200833140856
1.6359269497802968,1616296200,1616296260,1616302440,103.0,-1,PROTECTED_STOP,1.0,1.5661021779632882,0.0,1.5661021779632882,1.5661021779632882
1.4795903635182386,1616325300,1616325600,1616333220,127.0,1,PROTECTED_STOP,5.0,-1.086317308723791,0.5009673587549599,-1.0140260010898663,1.0140260010898663
-1.0055911265748219,1616333700,1616334060,1616339640,93.0,-1,SL,6.0,0.9213637787401335,0.23134637243593745,1.0014120554055015,1.0014120554055015
-1.0071272242828915,1616388900,1616388960,1616403240,238.0,1,SL,1.0,-1.3456520535629366,0.0,-1.3456520535629366,1.3456520535629366
1.158019944019251,1616439300,1616439780,1616441700,32.0,-1,EXIT_Z,8.0,1.6168212084383464,0.31593946857691785,1.7379654991560602,1.7379654991560602
-0.3166936725564406,1616442300,1616442960,1616444100,19.0,-1,EXIT_Z,11.0,3.594125387507682,0.43170264617555804,1.681002143539157,1.681002143539157
1.3951956277566895,1616487900,1616488560,1616507280,312.0,1,PROTECTED_STOP,11.0,-1.1805408726969089,0.6334211164068215,-1.1509804486687676,1.1509804486687676
-1.0059363917103892,1616522400,1616524080,1616527200,52.0,1,SL,28.0,-1.2424540540576432,0.5915200995009097,-1.0435006601830668,1.0435006601830668
-1.0064934628787512,1616594100,1616594160,1616599620,91.0,1,SL,1.0,-1.1166631999279082,0.0,-1.1166631999279082,1.1166631999279082
2.142915056669733,1616617500,1616617560,1616624160,110.0,-1,PROTECTED_STOP,1.0,1.0201579352944996,0.0,1.0201579352944996,1.0201579352944996
0.32627406738057957,1616716200,1616716560,1616726100,159.0,1,EXIT_Z,6.0,-1.1467521062750843,0.017680800648161406,-1.08460718309933,1.08460718309933
-0.25767978269596586,1616749200,1616749260,1616749800,9.0,1,EXIT_Z,1.0,-1.0999196831970515,0.0,-1.0999196831970515,1.0999196831970515
0.4992471334986105,1616758500,1616758920,1616761200,38.0,1,EXIT_Z,7.0,-2.035628497911486,0.5182696798764074,-1.457222752312868,1.457222752312868
0.37496404938271677,1616775600,1616776200,1616776800,10.0,1,EXIT_Z,10.0,-1.1977191858999374,0.4208801742919304,-1.5210156292348325,1.5210156292348325
-1.0060820543281521,1616805000,1616805060,1616806560,25.0,1,SL,1.0,-2.118772404835294,0.0,-2.118772404835294,2.118772404835294
