R,signal_ts,entry_ts,exit_ts,hold_min,side,exit_reason,confirm_age_min,confirm_z,max_adverse_atr,signal_z,signal_abs_z
1.4574775548849894,1609480800,1609482300,1609485060,46.0,-1,PROTECTED_STOP,25.0,1.4240585681081994,0.5364192574956477,1.5308934532624656,1.5308934532624656
-1.0060897182583275,1609526400,1609526520,1609528740,37.0,-1,SL,2.0,1.1193553233321842,0.23702980941668275,1.1193553233321842,1.1193553233321842
-1.0083988751157764,1609540200,1609540800,1609546620,97.0,1,SL,10.0,-1.4492170041703218,0.359276001447507,-1.0472344273325496,1.0472344273325496
1.9815921264682375,1609590300,1609590360,1609591560,20.0,1,PROTECTED_STOP,1.0,-2.1108522868294135,0.0,-2.1108522868294135,2.1108522868294135
-1.0038859750545428,1609595100,1609595160,1609595940,13.0,-1,SL,1.0,1.7543880797529434,0.0,1.7543880797529434,1.7543880797529434
1.3341389044859737,1609614000,1609614060,1609620300,104.0,-1,EXIT_Z,1.0,1.4889798281234503,0.0,1.4889798281234503,1.4889798281234503
1.4997580393264316,1609668600,1609668720,1609687860,319.0,-1,PROTECTED_STOP,2.0,1.364188936246552,0.0,1.364188936246552,1.364188936246552
2.085975439714277,1609725300,1609725660,1609745040,323.0,-1,PROTECTED_STOP,6.0,0.8563896458468452,0.011124772484448903,1.1078176301865728,1.1078176301865728
-1.0011931903788474,1609757700,1609758600,1609762740,69.0,-1,SL,15.0,1.566777893177002,0.3264733563930904,2.3737754461212215,2.3737754461212215
0.40361576213932315,1609766700,1609767180,1609771200,67.0,1,EXIT_Z,8.0,-1.186847758621507,0.0,-1.9818985946243959,1.9818985946243959
-1.003057012544919,1609866900,1609867680,1609869600,32.0,-1,SL,13.0,0.880066099130665,0.1120310850808224,1.0176493306102345,1.0176493306102345
-1.0030659318534738,1609884600,1609884960,1609891740,113.0,1,SL,6.0,-1.3427541505717908,0.08719459046420185,-1.1731001114160704,1.1731001114160704
1.3501127366040901,1609907400,1609907460,1609919400,199.0,-1,PROTECTED_STOP,1.0,2.306057758397049,0.02783454743785698,2.306057758397049,2.306057758397049
-1.0027640349981886,1609943100,1609944900,1609948860,66.0,-1,SL,30.0,1.5904266058205792,0.6516229592993055,1.118237736898888,1.118237736898888
0.012494601115384084,1609949100,1609949160,1609950000,14.0,-1,EXIT_Z,1.0,1.1592006749362564,0.0,1.1592006749362564,1.1592006749362564
0.08235759518326968,1609994700,1609995720,1609996200,8.0,-1,EXIT_Z,17.0,-0.6902184609301957,0.18398343459533015,1.0335681343649585,1.0335681343649585
0.003475742250574074,1610020800,1610020920,1610021100,3.0,1,EXIT_Z,2.0,-1.3033695432734929,0.21794923117296724,-1.3033695432734929,1.3033695432734929
-1.0034194838722104,1610043000,1610043240,1610043540,5.0,1,SL,4.0,-1.8563897234263138,0.5333219616823776,-1.8563897234263138,1.8563897234263138
0.23944699992376073,1610078100,1610078820,1610092500,228.0,1,EXIT_Z,12.0,-1.9153196741496665,0.24795860318999033,-1.0746582437625127,1.0746582437625127
1.3462345732757104,1610131200,1610132040,1610139780,129.0,-1,PROTECTED_STOP,14.0,1.1195046410981793,0.42606446775799406,1.6061809577171786,1.6061809577171786
-1.0043627850326622,1610242500,1610242620,1610247960,89.0,1,SL,2.0,-2.351315934755114,0.03356555497054666,-2.351315934755114,2.351315934755114
-1.00341352324705,1610278200,1610278260,1610278980,12.0,1,SL,1.0,-1.162705273324214,0.0,-1.162705273324214,1.162705273324214
-1.0036462849584213,1610299500,1610299560,1610299800,4.0,1,SL,1.0,-1.1738730847416754,0.0,-1.1738730847416754,1.1738730847416754
-1.0012070558681316,1610339400,1610339940,1610345700,96.0,1,SL,9.0,-1.9023558849764004,0.287451607907908,-1.3706691871837875,1.3706691871837875
0.44917674025994436,1610437800,1610438580,1610442600,67.0,-1,EXIT_Z,13.0,1.5265799727863523,0.1490817229679952,2.1879888276220245,2.1879888276220245
0.017639428663229824,1610529600,1610529900,1610548200,305.0,-1,EXIT_Z,5.0,1.9172496955785443,0.3249349159422894,1.41398896453234,1.41398896453234
1.535390569016312,1610628600,1610628900,1610633700,80.0,1,PROTECTED_STOP,5.0,-1.9086898751047678,0.03889523976435007,-1.5285302363574162,1.5285302363574162
1.7451436082639566,1610656800,1610657520,1610659200,28.0,-1,PROTECTED_STOP,12.0,1.4565142216792932,0.6125748091077877,1.2437764106710494,1.2437764106710494
-0.3931414196288367,1610686200,1610687580,1610689200,27.0,1,EXIT_Z,23.0,0.00822822475346684,0.541114346324132,-1.0223573184351296,1.0223573184351296
-1.0041536823941757,1610690100,1610690220,1610690880,11.0,1,SL,2.0,-1.5627199487977108,0.05553141687808524,-1.5627199487977108,1.5627199487977108
-1.0041193436987832,1610703900,1610705340,1610708520,53.0,1,SL,24.0,-1.3086952577206163,0.45307700876871404,-1.4205760984969682,1.4205760984969682
-1.0031572454895912,1610806800,1610806920,1610811420,75.0,-1,SL,2.0,1.5279923785771066,0.0748808837254185,1.5279923785771066,1.5279923785771066
-1.003567802083392,1610825400,1610825520,1610833080,126.0,1,SL,2.0,-1.3139819385967784,0.14839561285517408,-1.3139819385967784,1.3139819385967784
0.9236355637792371,1610878200,1610878980,1610884800,97.0,1,EXIT_Z,13.0,-1.3373591023817653,0.2416803728070223,-1.111738433110194,1.111738433110194
0.7517681751218827,1610886300,1610886660,1610892600,99.0,-1,EXIT_Z,6.0,1.3826746817453566,0.164564157005264,1.3587263879814724,1.3587263879814724
-1.0033485261504,1610901600,1610901780,1610917860,268.0,-1,SL,3.0,2.9293488754838166,0.05260679206727908,2.9293488754838166,2.9293488754838166
-1.004394631456667,1610961600,1610962080,1610971500,157.0,-1,SL,8.0,1.1833705908471825,0.28232812112186617,1.3419583523434904,1.3419583523434904
-1.005536609536563,1611013800,1611013860,1611017280,57.0,1,SL,1.0,-1.3777948029977927,0.0,-1.3777948029977927,1.3777948029977927
-1.004698416743107,1611044700,1611044760,1611046260,25.0,1,SL,1.0,-1.0201925339381945,0.0,-1.0201925339381945,1.0201925339381945
-0.057868941646670016,1611084900,1611084960,1611090900,99.0,1,EXIT_Z,1.0,-1.9669441977952413,0.0,-1.9669441977952413,1.9669441977952413
-1.0043913083304028,1611101100,1611101520,1611112980,191.0,1,SL,7.0,-1.19838866439022,0.14260797017376844,-1.3341118228552178,1.3341118228552178
-1.0034254309022803,1611120600,1611121320,1611131220,165.0,-1,SL,12.0,1.0549797585017082,0.03245190060879488,1.1465080901005342,1.1465080901005342
2.379124651678965,1611131700,1611131940,1611135660,62.0,-1,PROTECTED_STOP,4.0,1.508246301341269,0.007988545911864825,1.508246301341269,1.508246301341269
-1.0036501747559436,1611208800,1611209040,1611217440,140.0,1,SL,4.0,-1.093264652789497,0.18135540871697864,-1.093264652789497,1.093264652789497
0.6331224119584589,1611266700,1611267000,1611268500,25.0,-1,EXIT_Z,5.0,-0.3601334466691556,0.22068000256665418,1.419039207219773,1.419039207219773
-1.0035407582371227,1611350400,1611351000,1611355920,82.0,1,SL,10.0,-1.507720108151048,0.21687144202346645,-1.0137038444557567,1.0137038444557567
1.486486819176143,1611384900,1611384960,1611396300,189.0,-1,PROTECTED_STOP,1.0,1.3110818302009688,0.008349166685143156,1.3110818302009688,1.3110818302009688
-1.0045763244675217,1611424200,1611425040,1611431280,104.0,-1,SL,14.0,2.134930626941548,0.2984029353105067,1.7645900981980849,1.7645900981980849
-1.005433895604621,1611464400,1611464460,1611468000,59.0,-1,SL,1.0,1.1183951872565332,0.0,1.1183951872565332,1.1183951872565332
1.4983738575278143,1611498900,1611498960,1611505200,104.0,-1,EXIT_Z,1.0,1.1441397634393002,0.0,1.1441397634393002,1.1441397634393002
-1.0049792304842278,1611505800,1611506100,1611515580,158.0,1,SL,5.0,-1.9028619387659216,0.6225011669336329,-1.9516373070328707,1.9516373070328707
-1.0046736346406189,1611534600,1611534840,1611540060,87.0,-1,SL,4.0,1.6613765580283553,0.2533301011687854,1.6613765580283553,1.6613765580283553
1.402207033089986,1611546000,1611546060,1611547200,19.0,1,EXIT_Z,1.0,-1.3342433548221133,0.0,-1.3342433548221133,1.3342433548221133
-1.003797041879638,1611586500,1611588840,1611591180,39.0,1,SL,39.0,-2.2911297000936193,0.5725104251974348,-1.1403779996632548,1.1403779996632548
1.5194643540168604,1611626100,1611626760,1611632220,91.0,-1,PROTECTED_STOP,11.0,1.0611436925691147,0.0,1.183620422325115,1.183620422325115
-1.003885440182169,1611633000,1611633120,1611645600,208.0,1,SL,2.0,-1.2619734203453068,0.01901734104045604,-1.2619734203453068,1.2619734203453068
