period,variant,N,WR,EV,PF,SumR,MaxDD_R,R_DD,MaxConsecutiveLosses
historical,CONTROL_V191,2967,0.7280080889787665,0.026906407582232342,1.105187942912335,79.83131129648336,20.46918397243448,3.9000729781895997,6
historical,EXITZ_OFF,2957,0.7392627663172134,0.021954710504750296,1.0835942653729314,64.92007896254663,25.461470679726048,2.5497379856474627,6
historical,BE_OFF,2937,0.435478379298604,0.07434606858972641,1.1419652031633143,218.35440344802646,25.361331027383542,8.609737525694584,11
historical,TRAIL_OFF,2936,0.728882833787466,0.03699678767298025,1.1450633762878806,108.62256860787002,34.809296645575074,3.1205045512368326,6
historical,HOLD_3H,2969,0.7234759178174469,0.02432647851108964,1.0956004784818556,72.22531469942514,23.405455372431746,3.0858324929023238,6
historical,HOLD_2H,2972,0.7150067294751009,0.022929174110364957,1.091171041661318,68.14550545600466,23.005278421791274,2.9621682557623488,6
historical,TP_1R,2997,0.7287287287287287,0.004484047387800939,1.0175680546607246,13.438690021239413,38.93333506446813,0.3451718173895668,6
historical,TP_1P5R,2978,0.7280053727333781,0.012505814304276504,1.0488135190191337,37.24231499813543,24.014071259057044,1.5508538554906335,6
historical,SL1_TP1,3003,0.6403596403596403,-0.03260726575682108,0.9084925501213396,-97.9196190677337,118.7103891370079,-0.8248614108637213,6
historical,SL1_TP1P5,3000,0.6403333333333333,-0.011383319859382224,0.9680258281297386,-34.14995957814667,70.81896197423052,-0.48221491287281365,6
historical,V192_CANONICAL_CONTROL,1147,0.44725370531822145,0.11484303190535335,1.238697793391438,131.7249575954403,16.86443455010641,7.810813769300622,11
2026,CONTROL_V191,316,0.7468354430379747,0.04636874568363749,1.188897611414058,14.652523636029446,9.587359830977178,1.5283168561887606,4
2026,EXITZ_OFF,315,0.7523809523809524,0.055254093469965695,1.2238174461411115,17.405039443039193,9.26067077870482,1.8794577476031846,4
2026,BE_OFF,315,0.43492063492063493,0.027761531142577327,1.0503911053869013,8.744882309911858,24.25572024523108,0.36052865969342596,11
2026,TRAIL_OFF,312,0.7435897435897436,0.2168189599970708,1.8720772304264923,67.64751551908608,12.208842103629177,5.540862511357839,4
2026,HOLD_3H,317,0.7413249211356467,0.03437199389534165,1.1397394498058748,10.895922064823303,9.540690482164,1.1420475368310985,5
2026,HOLD_2H,317,0.7287066246056783,0.031698498247722355,1.1304506615022092,10.048423944527986,9.700107962439183,1.035908464466329,5
2026,TP_1R,318,0.7484276729559748,0.026073334260329577,1.1068901602248613,8.291320294784805,9.508842103629151,0.8719589834834185,4
2026,TP_1P5R,317,0.7476340694006309,0.03923368058697426,1.1603364818691893,12.43707674607084,9.486555381718189,1.3110213608238335,4
2026,SL1_TP1,318,0.6572327044025157,0.018078614760158023,1.0517641725583522,5.748999493730252,8.693864898893704,0.6612708571606413,4
2026,SL1_TP1P5,318,0.6540880503144654,0.0008059613798966044,1.0023074562794079,0.2562957188071202,14.401152093645868,0.01779688993911841,4
2026,V192_CANONICAL_CONTROL,135,0.4666666666666667,0.19629958785586393,1.4313396751426626,26.500444360541632,6.489289729509487,4.083720324588551,7
