R,signal_ts,entry_ts,exit_ts,side,exit_reason,hold_min
1.6733146370943004,1646321400,1646322540,1646408940,-1,TIME,1440.0
0.833172847290208,1646500500,1646501880,1646588280,-1,TIME,1440.0
2.2209813347338154,1646761500,1646763960,1646829300,1,TP,1089.0
-1.0016043898034073,1647000000,1647002880,1647014820,1,SL,199.0
-1.0037740992825266,1647095400,1647096360,1647104640,-1,SL,138.0
2.2188243262767826,1647134100,1647137040,1647211740,-1,TP,1245.0
-1.00241289989735,1647246600,1647248820,1647328380,1,SL,1326.0
0.13457233601100002,1647396900,1647398040,1647484440,-1,TIME,1440.0
-1.0025646241869783,1647534600,1647537960,1647622860,-1,SL,1415.0
-1.0035888745684114,1647723600,1647726180,1647768420,1,SL,704.0
2.217575570191142,1647769500,1647772200,1647829980,-1,TP,963.0
-1.002469575214209,1647831600,1647833760,1647914580,-1,SL,1347.0
-1.0026851597245128,1648010700,1648012680,1648049760,-1,SL,618.0
1.3963951487691577,1648052100,1648053300,1648139700,1,TIME,1440.0
-1.00461440682386,1648305000,1648306680,1648325760,-1,SL,318.0
-1.0069382384145737,1648374300,1648375260,1648395120,-1,SL,331.0
2.217963919498289,1648395900,1648397400,1648413420,1,TP,267.0
0.3575692424679926,1648476900,1648481160,1648567560,1,TIME,1440.0
-1.0047742331385994,1648704600,1648708260,1648731840,-1,SL,393.0
2.2190708627371394,1648735200,1648736160,1648777980,-1,TP,697.0
1.028174206283008,1648861200,1648864140,1648950540,-1,TIME,1440.0
-1.0033967250080078,1648959300,1648961520,1649023140,-1,SL,1027.0
-1.0029256219262528,1649023200,1649026080,1649028780,1,SL,45.0
-1.0027746287368717,1649243700,1649246280,1649253840,1,SL,126.0
-0.38528941231781805,1649308500,1649310540,1649396940,-1,TIME,1440.0
-1.004554969778945,1649593800,1649595120,1649630160,1,SL,584.0
2.219645411132482,1649630700,1649632200,1649697360,-1,TP,1086.0
-1.001944481780963,1649799000,1649802780,1649859300,-1,SL,942.0
1.0801126174130562,1649942100,1649944020,1650030420,-1,TIME,1440.0
0.6393502666052797,1650072600,1650075960,1650162360,-1,TIME,1440.0
2.2171984508099962,1650217500,1650218700,1650255540,-1,TP,614.0
-1.00236288900152,1650458700,1650460440,1650467940,1,SL,125.0
2.2183070581587763,1650516300,1650518820,1650545160,1,TP,439.0
-1.0037531731557938,1650867300,1650868980,1650870120,1,SL,19.0
-1.0027316419206393,1650939300,1650940680,1650981660,1,SL,683.0
-0.33081424148092387,1650987900,1650989280,1651075680,-1,TIME,1440.0
0.4473028499068688,1651236300,1651238280,1651324680,-1,TIME,1440.0
-1.0028328001800764,1651361400,1651362600,1651420260,-1,SL,961.0
-1.0034564582084793,1651585500,1651590240,1651652160,-1,SL,1032.0
0.55328171548492,1651765500,1651767600,1651854000,-1,TIME,1440.0
-1.0048581636610487,1651894200,1651895880,1651957980,1,SL,1035.0
-1.0027734859119077,1651959900,1651960860,1651966200,-1,SL,89.0
