flow_id,signal_time,state,clock,stop_atr,eligible,traded,covered,entry_time,entry_price,horizon,exit_time,exit_price,exit_reason,gross_r,net_r_0bps,net_r_5bps,net_r_10bps,mae_atr,mfe_atr,eventual_winner,stop_kills_eventual_winner
79,2021-02-10 08:00:00+00:00,ACCEPT,TOUCH,1.5,True,True,True,2021-02-10 12:30:00+00:00,45690.0,2021-02-10 20:00:00+00:00,2021-02-10 12:30:00+00:00,46164.10178571429,SL,-1.0000000000000018,-1.0000000000000018,-1.0481858552074053,-1.0963717104148087,1.9929897512966173,6.074644911241929,True,True
79,2021-02-10 08:00:00+00:00,ACCEPT,TOUCH,2.0,True,True,True,2021-02-10 12:30:00+00:00,45690.0,2021-02-10 20:00:00+00:00,2021-02-10 12:30:00+00:00,44741.796428571426,TP,1.5000000000000024,1.5000000000000024,1.4638606085944499,1.4277212171888973,1.9929897512966173,6.074644911241929,True,False
79,2021-02-10 08:00:00+00:00,ACCEPT,TOUCH,2.5,True,True,True,2021-02-10 12:30:00+00:00,45690.0,2021-02-10 20:00:00+00:00,2021-02-10 12:30:00+00:00,44504.74553571428,TP,1.5000000000000024,1.5000000000000024,1.4710884868755605,1.4421769737511183,1.9929897512966173,6.074644911241929,True,False
79,2021-02-10 08:00:00+00:00,ACCEPT,TOUCH,3.0,True,True,True,2021-02-10 12:30:00+00:00,45690.0,2021-02-10 20:00:00+00:00,2021-02-10 15:30:00+00:00,44267.69464285714,TP,1.5000000000000024,1.5000000000000024,1.4759070723963008,1.451814144792599,1.9929897512966173,6.074644911241929,True,False
79,2021-02-10 08:00:00+00:00,ACCEPT,ACCEPT,1.5,True,True,True,2021-02-10 12:30:00+00:00,45174.22,2021-02-10 20:00:00+00:00,2021-02-10 12:45:00+00:00,45648.32178571429,SL,-1.0000000000000018,-1.0000000000000018,-1.0476419002851274,-1.095283800570253,2.8502740143956315,4.4427801444084105,True,True
79,2021-02-10 08:00:00+00:00,ACCEPT,ACCEPT,2.0,True,True,True,2021-02-10 12:30:00+00:00,45174.22,2021-02-10 20:00:00+00:00,2021-02-10 12:45:00+00:00,45806.35571428572,SL,-1.0000000000000016,-1.0000000000000016,-1.0357314252138456,-1.07146285042769,2.8502740143956315,4.4427801444084105,True,True
79,2021-02-10 08:00:00+00:00,ACCEPT,ACCEPT,2.5,True,True,True,2021-02-10 12:30:00+00:00,45174.22,2021-02-10 20:00:00+00:00,2021-02-10 13:00:00+00:00,45964.389642857146,SL,-1.0000000000000016,-1.0000000000000016,-1.0285851401710768,-1.0571702803421523,2.8502740143956315,4.4427801444084105,True,True
79,2021-02-10 08:00:00+00:00,ACCEPT,ACCEPT,3.0,True,True,True,2021-02-10 12:30:00+00:00,45174.22,2021-02-10 20:00:00+00:00,2021-02-10 20:00:00+00:00,45106.43,TIME,0.07149308655088467,0.07149308655088467,0.04767213640832187,0.023851186265759078,2.8502740143956315,4.4427801444084105,True,False
83,2021-02-12 09:00:00+00:00,REJECT,TOUCH,1.5,True,True,True,2021-02-12 14:30:00+00:00,46566.84,2021-02-12 21:00:00+00:00,2021-02-12 14:30:00+00:00,47128.67035714285,SL,-0.9999999999999948,-0.9999999999999948,-1.0414420824791366,-1.0828841649582783,4.093539928486287,1.190323718712742,False,False
83,2021-02-12 09:00:00+00:00,REJECT,TOUCH,2.0,True,True,True,2021-02-12 14:30:00+00:00,46566.84,2021-02-12 21:00:00+00:00,2021-02-12 14:30:00+00:00,47315.94714285714,SL,-1.000000000000001,-1.000000000000001,-1.0310815618593574,-1.0621631237187137,4.093539928486287,1.190323718712742,False,False
83,2021-02-12 09:00:00+00:00,REJECT,TOUCH,2.5,True,True,True,2021-02-12 14:30:00+00:00,46566.84,2021-02-12 21:00:00+00:00,2021-02-12 14:30:00+00:00,47503.223928571424,SL,-0.9999999999999973,-0.9999999999999973,-1.0248652494874824,-1.0497304989749674,4.093539928486287,1.190323718712742,False,False
83,2021-02-12 09:00:00+00:00,REJECT,TOUCH,3.0,True,True,True,2021-02-12 14:30:00+00:00,46566.84,2021-02-12 21:00:00+00:00,2021-02-12 16:15:00+00:00,47690.500714285714,SL,-1.000000000000001,-1.000000000000001,-1.020721041239572,-1.0414420824791428,4.093539928486287,1.190323718712742,False,False
83,2021-02-12 09:00:00+00:00,REJECT,ACCEPT,1.5,False,False,False,2021-02-12 15:15:00+00:00,47034.94,2021-02-12 21:00:00+00:00,,,NO_TRADE,0.0,0.0,0.0,0.0,,,False,False
83,2021-02-12 09:00:00+00:00,REJECT,ACCEPT,2.0,False,False,False,2021-02-12 15:15:00+00:00,47034.94,2021-02-12 21:00:00+00:00,,,NO_TRADE,0.0,0.0,0.0,0.0,,,False,False
83,2021-02-12 09:00:00+00:00,REJECT,ACCEPT,2.5,False,False,False,2021-02-12 15:15:00+00:00,47034.94,2021-02-12 21:00:00+00:00,,,NO_TRADE,0.0,0.0,0.0,0.0,,,False,False
83,2021-02-12 09:00:00+00:00,REJECT,ACCEPT,3.0,False,False,False,2021-02-12 15:15:00+00:00,47034.94,2021-02-12 21:00:00+00:00,,,NO_TRADE,0.0,0.0,0.0,0.0,,,False,False
85,2021-02-13 09:00:00+00:00,ACCEPT,TOUCH,1.5,True,True,True,2021-02-13 11:00:00+00:00,46660.01,2021-02-13 21:00:00+00:00,2021-02-13 12:15:00+00:00,47112.36178571429,SL,-1.0000000000000018,-1.0000000000000018,-1.051574915224799,-1.1031498304495964,2.662352704319083,1.352630893307605,False,False
85,2021-02-13 09:00:00+00:00,ACCEPT,TOUCH,2.0,True,True,True,2021-02-13 11:00:00+00:00,46660.01,2021-02-13 21:00:00+00:00,2021-02-13 12:15:00+00:00,47263.14571428572,SL,-1.0000000000000018,-1.0000000000000018,-1.0386811864185999,-1.0773623728371977,2.662352704319083,1.352630893307605,False,False
85,2021-02-13 09:00:00+00:00,ACCEPT,TOUCH,2.5,True,True,True,2021-02-13 11:00:00+00:00,46660.01,2021-02-13 21:00:00+00:00,2021-02-13 16:15:00+00:00,47413.92964285715,SL,-1.0000000000000016,-1.0000000000000016,-1.0309449491348799,-1.0618898982697584,2.662352704319083,1.352630893307605,False,False
85,2021-02-13 09:00:00+00:00,ACCEPT,TOUCH,3.0,True,True,True,2021-02-13 11:00:00+00:00,46660.01,2021-02-13 21:00:00+00:00,2021-02-13 21:00:00+00:00,46947.01,TIME,-0.3172309793657746,-0.3172309793657746,-0.34301843697817325,-0.36880589459057195,2.662352704319083,1.352630893307605,False,False
85,2021-02-13 09:00:00+00:00,ACCEPT,ACCEPT,1.5,True,True,True,2021-02-13 11:00:00+00:00,46650.57,2021-02-13 21:00:00+00:00,2021-02-13 12:15:00+00:00,47102.92178571429,SL,-1.0000000000000018,-1.0000000000000018,-1.0515644808678473,-1.1031289617356925,2.6936557751749746,1.321327822451713,False,False
