quintile,n,mean_p,actual
Q1,2405,0.10606437418163359,0.11517671517671518
Q2,2405,0.19299940857809886,0.18752598752598754
Q3,2406,0.5115131076340156,0.4979218620116376
Q4,2405,0.7171680421685142,0.7130977130977131
Q5,2406,0.8465908696215899,0.8412302576891105
