family,clock,n,base_rate,snapshot_auc,snapshot_brier,snapshot_logloss,bag_auc,bag_brier,bag_logloss,ordered_auc,ordered_brier,ordered_logloss,ordered_minus_snapshot_auc,ordered_minus_bag_auc
VWAP_VOLUME,15,12027,0.4710235303899559,0.8083037025054709,0.16898511925908272,0.5171598495928263,0.8114256009797804,0.17527276222481242,0.5292919170878777,0.82498659155905,0.16696214923818156,0.510519474356307,0.016682889053579064,0.013560990579269516
VWAP_VOLUME,30,11991,0.46084563422566927,0.8492224621062942,0.14141374280851965,0.45213919446662704,0.8527255253167266,0.15403732091283906,0.4771956856899095,0.8709076882984996,0.13836097405262326,0.44109069026393033,0.021685226192205476,0.018182162981772998
ANCHOR_MEAN,15,11612,0.49026868756458836,0.8096750656374078,0.16845722969908408,0.5163718588378988,0.8122542371669152,0.1751276463450196,0.5283067999352707,0.8268188701341285,0.16574287100057356,0.5074994631057536,0.017143804496720705,0.01456463296721322
ANCHOR_MEAN,30,11577,0.4801762114537445,0.8451505231263097,0.14512462564308512,0.4617604929602624,0.8485455069701252,0.1554319449086503,0.48148243341215563,0.8628393018462153,0.14303007640788098,0.4537290280180169,0.017688778719905596,0.01429379487609006
