period,variant,N,WR,EV,PF,SumR,MaxDD_R,R_DD,MaxConsecutiveLosses,positive_periods,periods_total,defensive_exits,mean_saved_R,total_saved_R,mean_given_up_R,total_given_up_R,net_local_delta_R,initial_stop_share,right_tail_given_up_share,median_saved_R_on_rescued
historical,CONTROL,5297,0.39022087974325087,0.1322202021482657,1.2256575126182987,700.3704107793633,31.976920699121933,21.902371944106395,14,5,5,0,0.0,0.0,0.0,0.0,0.0,,,
historical,HIGH_VOL_FAILED_EARLY_EXIT_15M,5306,0.36505842442517905,0.11946706850447945,1.2114308782483905,633.892265484768,29.52931330030742,21.4665427210652,14,5,5,379,0.39249702634751216,148.75637298570712,0.5381179210187277,203.9466920660978,-55.19031908039071,0.5277044854881267,0.11873350923482849,0.6936206458799132
forward_2026,CONTROL,544,0.3694852941176471,0.06525338378964178,1.1054907878098506,35.49784078156513,27.632952848676066,1.2846198875653596,16,4,6,0,0.0,0.0,0.0,0.0,0.0,,,
forward_2026,HIGH_VOL_FAILED_EARLY_EXIT_15M,544,0.3547794117647059,0.06587510664935761,1.1105125168026024,35.836058017250544,27.16975393772967,1.3189688099267725,16,4,6,34,0.4163252418044334,14.155058221350735,0.350581019467528,11.919754661895952,2.2353035594547843,0.6176470588235294,0.058823529411764705,0.7627354091008348
