signal_ts,entry_ts,exit_ts,side,entry_price,atr,vol_percentile_7d,expansion15_atr,eff15,persist15,action_close,early_R,original_R,delta_R,saved_R,given_up_R,original_exit_ts,original_exit_reason,original_right_tail_ge_1p5R,post15_mfe_to_60_atr,post15_mae_to_60_atr,mfe_15m,mae_15m,ret_15m,mfe_30m,mae_30m,ret_30m,mfe_60m,mae_60m,ret_60m,mfe_120m,mae_120m,ret_120m,period
1610104500,1610105700,1610106600,-1,41016.45,602.6421428571427,0.8596230158730159,-0.16132293626044555,-0.10308994125506309,0.6,41113.67,-0.10981732545216691,-1.0022687012785378,0.8924513758263709,0.8924513758263709,0.0,1610118300,INITIAL_STOP,False,0.518135022087261,1.3054679453217375,0.26607830517755504,0.516790940845021,-0.16132293626044555,0.3568120858268155,0.8215157301359876,-0.7977039204740134,0.3568120858268155,1.466790881582183,-1.0613097799096662,0.39109445430182227,1.466790881582183,-0.5213375860348305,historical
1610132100,1610132400,1610133300,-1,39956.48,636.3528571428573,0.8377976190476191,-0.8685589980401693,-0.40626998419640775,0.3333333333333333,40509.19,-0.5811323259557244,-1.0020929939289438,0.4209606679732194,0.4209606679732194,0.0,1610148300,INITIAL_STOP,False,0.5268617815363058,0.43534023127330335,-0.003755777903992152,1.1622011148352098,-0.8685589980401693,-0.003755777903992152,1.1622011148352098,-0.5230117163209086,-0.003755777903992152,1.3038992293134726,-0.7385210810713717,1.675108374284717,1.3038992293134726,1.3273139116438197,historical
1610346000,1610346300,1610347200,1,34138.73,1037.3221428571435,0.9990079365079365,-0.18792619182221468,-0.12007391438250938,0.4666666666666667,33943.79,-0.12638114260781047,0.25758186837766545,-0.3839630109854759,0.0,0.3839630109854759,1610367900,TIME_EXIT,False,-0.0007808567527216298,1.2954413527689084,0.5255744358241052,0.35873137632544466,-0.18792619182221468,0.5255744358241052,1.4178141381896128,-0.8552309483691188,0.5255744358241052,1.4833675445911232,-0.6475808933855094,1.4812563392967122,1.4833675445911232,1.1038133215263695,historical
1610356500,1610357400,1610358300,1,35581.83,940.6678571428565,0.9538690476190477,-0.39597398504862036,-0.3942588593928638,0.4,35209.35,-0.2652435278886226,-1.0012608711895399,0.7360173433009173,0.7360173433009173,0.0,1610366400,INITIAL_STOP,False,1.2657390076199664,0.09322100179583134,0.019316063435171494,0.4940319757619033,-0.39597398504862036,0.2456446217922675,0.4940319757619033,0.23193096090543402,0.8697650225713459,0.4940319757619033,0.14687437117245333,0.8697650225713459,1.1416994764358148,-1.0056684650343417,historical
1611792900,1611793200,1611794100,-1,29961.46,383.495,0.8090277777777778,-0.3673059622680884,-0.17315304240934284,0.4666666666666667,30102.32,-0.24747488754742664,-1.0026042460353681,0.7551293584879415,0.7551293584879415,0.0,1611795300,INITIAL_STOP,False,0.005997470631948975,1.6758497503226908,0.3080353068488439,0.8827494491453669,-0.3673059622680884,0.3080353068488439,1.3719605209976646,-1.348987600881372,0.3080353068488439,2.0431557125907793,-1.4127693972542037,0.3080353068488439,3.221032868746659,-2.818185373994451,historical
1611971400,1611973200,1611974100,-1,33954.18,505.292857142856,0.8903769841269841,-0.7473091983432549,-0.4159204308892051,0.4,34331.79,-0.5004460332763198,-0.46795002671718483,-0.03249600655913493,0.0,0.03249600655913493,1611994800,TIME_EXIT,False,1.6243649368824316,0.2891392544634631,0.1502692922067834,1.017033968985459,-0.7473091983432549,0.1502692922067834,1.0364484528067182,-0.23443830310569422,0.8770557385391766,1.0364484528067182,0.502520461966891,2.1870881101482973,1.0364484528067182,1.2709263369191914,historical
1612580100,1612581600,1612582500,1,39678.92,432.49928571428455,0.9508928571428571,-0.49794301889846493,-0.3330858698342085,0.3333333333333333,39463.56,-0.33502012323719954,-1.0030581106382208,0.6680379874010213,0.6680379874010213,0.0,1612585200,INITIAL_STOP,False,0.1683470988391512,1.071816799036825,0.001202314124392784,0.7735041676369449,-0.49794301889846493,0.001202314124392784,0.9292963324464599,-0.6240935162568371,0.001202314124392784,1.5697598179352898,-1.0117010928176569,0.001202314124392784,2.031656534527714,-1.5059909264920297,historical
1612658400,1612659000,1612659900,-1,39519.49,334.0414285714277,0.8665674603174603,-0.21153064846534253,-0.12335463147236916,0.5333333333333333,39590.15,-0.1449640040371456,1.4960564282730837,-1.6410204323102293,0.0,1.6410204323102293,1612663800,PROFIT_STOP,False,1.3715364646814634,0.09555700960958152,0.10884877410415507,0.37456431836941556,-0.21153064846534253,0.854654469719321,0.37456431836941556,0.697548208306056,1.1600058162161209,0.37456431836941556,0.9113240872603456,3.3985006136963367,0.37456431836941556,2.170988200779199,historical
1612662900,1612664400,1612665300,-1,38565.54,347.211428571428,0.9618055555555556,-0.4329638589908224,-0.18338517840805313,0.5333333333333333,38715.87,-0.29234497959251227,-1.003702406931968,0.7113574273394557,0.7113574273394557,0.0,1612684200,INITIAL_STOP,False,0.36346729864061095,0.7664782265231497,0.5221314308284818,0.5024604193410339,-0.4329638589908224,0.5221314308284818,0.7975543925479704,-0.6588204799052051,0.5221314308284818,1.199442085513972,-0.9823409367696984,0.5221314308284818,1.199442085513972,-0.4110175767749562,historical
1612791000,1612791300,1612792200,-1,43747.65,764.3014285714277,1.0,-0.12396941371298922,-0.049277864747213525,0.5333333333333333,43842.4,-0.08455423377587884,0.6088109493698921,-0.693365183145771,0.0,0.693365183145771,1612812900,TIME_EXIT,False,1.1021829457712116,0.43570506026979205,0.3085039373022252,0.879692193244624,-0.12396941371298922,0.9782135320582225,0.879692193244624,0.26383569683614205,0.9782135320582225,0.879692193244624,0.1404943075936819,0.9782135320582225,0.879692193244624,0.013960460626040935,historical
1612823700,1612824300,1612825200,1,44800.5,486.94214285714355,0.9246031746031746,-0.07873625350033524,-0.0406255960328023,0.3333333333333333,44762.16,-0.05555762711615297,2.874795886086007,-2.93035351320216,0.0,2.93035351320216,1612827300,PROFIT_STOP,True,4.895530269803233,0.20185149599761928,0.9231076147210201,0.39119637269901053,-0.07873625350033524,1.3954429904403407,0.39119637269901053,1.1192705498893156,4.816794016302898,0.39119637269901053,2.650417547405889,5.88063703666759,0.39119637269901053,5.009013977899975,historical
1612829400,1612830000,1612830900,-1,46746.01,720.5685714285713,0.9791666666666666,-0.16138644483126544,-0.08000853130783582,0.4,46862.3,-0.10975342269398455,-0.36999236099270794,0.26023893829872335,0.26023893829872335,0.0,1612851600,TIME_EXIT,False,0.7535715843441093,0.7070250080293725,0.15189394089588593,0.603953623923958,-0.16138644483126544,0.15189394089588593,0.8684114528606379,-0.47440314989353166,0.5921851395128439,0.8684114528606379,0.09189965067268471,1.469631124627776,0.8684114528606379,0.9409652694895683,historical
1612854300,1612856100,1612857000,-1,47563.23,463.6057142857145,0.8754960317460317,-0.03457679555286876,-0.021435926237947458,0.4,47579.26,-0.026471001733819745,1.496580195301424,-1.5230511970352436,0.0,1.5230511970352436,1612864200,PROFIT_STOP,False,1.5938543836511434,1.2616108515857052,0.1363874474615197,0.453424091900751,-0.03457679555286876,0.1363874474615197,1.0069548014938678,-0.974319310744345,1.5592775880982745,1.296187647138574,1.390427210314184,2.7129303225647465,1.296187647138574,2.619100590403181,historical
1612859100,1612859700,1612860600,-1,46918.62,513.2671428571422,0.8958333333333334,-0.594583160537399,-0.3767096232656877,0.3333333333333333,47223.8,-0.3994358302230073,2.080775440061381,-2.4802112702843884,0.0,2.4802112702843884,1612876200,PROFIT_STOP,True,1.7891267983534136,0.1874267646755882,0.1122417454569758,0.6986420326925212,-0.594583160537399,0.1122417454569758,0.7820099252129872,-0.469092953544097,1.1945436378160146,0.7820099252129872,1.109792450046905,1.6241444861628798,0.7820099252129872,0.44185567526796354,historical
1613866200,1613867700,1613868600,1,56019.04,557.2300000000001,0.9583333333333334,-0.196974319401328,-0.18056195301704667,0.4,55909.28,-0.13466725529255064,0.5692072668975703,-0.7038745221901209,0.0,0.7038745221901209,1613889300,TIME_EXIT,False,0.5997702923388889,0.23295587100478732,0.2757748147084655,0.2090878093426449,-0.196974319401328,0.2757748147084655,0.42993019040611535,0.0176228846257375,0.40279597293756086,0.42993019040611535,0.08483032141126068,1.3535165012651884,0.42993019040611535,0.9399170898910681,historical
1614043800,1614044400,1614045300,1,53019.95,572.5628571428564,0.9112103174603174,-0.5461758409556929,-0.2116147193763567,0.4666666666666667,52707.23,-0.3672039306143905,-1.0030867033105983,0.6358827726962079,0.6358827726962079,0.0,1614047100,INITIAL_STOP,False,0.45834268976082587,1.564177607449222,0.19225836714122796,0.8382485765754937,-0.5461758409556929,0.19225836714122796,1.1720634540437151,-0.5344566036417626,0.19225836714122796,2.110353448404915,-1.9674695728978004,0.19225836714122796,3.696327789338164,-2.54284744781608,historical
1614049500,1614050100,1614051000,1,52276.28,663.1292857142851,0.9528769841269841,-0.6164408793372537,-0.23611704769936537,0.4,51867.5,-0.4135883432915286,-1.0026277570666904,0.5890394137751618,0.5890394137751618,0.0,1614051600,INITIAL_STOP,False,1.0602608196419316,0.9680917640494608,0.36645946007081487,0.6880709536278737,-0.6164408793372537,0.36645946007081487,1.5845326433867146,-1.0575313368110715,0.44381994030467786,1.5845326433867146,-0.2559229454286538,0.44381994030467786,4.582681032894898,-4.383277986085459,historical
1615343100,1615343700,1615344600,-1,53907.72,468.48857142857065,0.8531746031746031,-0.26967573534343786,-0.12284386364078077,0.6,54034.06,-0.18361940058505816,-1.0038355770227703,0.820216176437712,0.820216176437712,0.0,1615364400,INITIAL_STOP,False,0.8375871343103243,0.35420287733807143,0.2941587231888521,0.46880545950198027,-0.26967573534343786,0.2941587231888521,0.5778155893420125,-0.3677571033902361,0.5679113989668865,0.6238786126815093,0.15646059364156503,1.448231699507849,0.6238786126815093,0.46099310243884917,historical
1615767900,1615770000,1615770900,-1,59534.79,444.19285714285644,0.8462301587301587,-0.3944682972325438,-0.13338915956151204,0.4,59710.01,-0.2674465030740637,-1.0044676382523712,0.7370211351783075,0.7370211351783075,0.0,1615772100,INITIAL_STOP,False,0.2936787431456838,1.4407930918037508,0.40374354768682474,0.7555952208660928,-0.3944682972325438,0.40374354768682474,1.4975702317204564,-1.369202566452803,0.40374354768682474,1.8352613890362948,-1.4639587051956193,0.40374354768682474,2.0603888272468533,-1.4618875327640861,historical
1615794000,1615794900,1615795800,-1,57906.82,502.19142857142754,0.9479166666666666,-0.8382261744240914,-0.28218156954490287,0.4666666666666667,58327.77,-0.5626610582949749,3.22828946142716,-3.7909505197221347,0.0,3.7909505197221347,1615800600,PROFIT_STOP,True,1.3496247873605363,0.2191992808661506,0.6985782314086271,0.993724646833596,-0.8382261744240914,0.6985782314086271,0.993724646833596,-0.8962518561504813,0.6985782314086271,1.057425455290242,0.3488510357461921,6.749497914853202,1.057425455290242,4.398362605039635,historical
1616487900,1616488800,1616489700,1,54450.0,442.1071428571418,0.9186507936507936,-0.10997334195008293,-0.08132882807534468,0.4666666666666667,54401.38,-0.0774209009882369,0.634080835824114,-0.7115017368123508,0.0,0.7115017368123508,1616510400,TIME_EXIT,False,0.449257613700629,0.30574036675013816,0.18373374262865297,0.34611519508844985,-0.10997334195008293,0.18373374262865297,0.4144922853219171,-0.2997463446158752,0.3392842717505461,0.41571370870022106,-0.39160190645447435,0.7690443493012378,0.41571370870022106,0.3222522013086713,historical
1616617500,1616617800,1616618700,-1,53777.8,375.0007142857144,0.8854166666666666,-0.5437856308845077,-0.09490389537860029,0.4,53981.72,-0.3673039937066754,-1.0047802397836754,0.637476246077,0.637476246077,0.0,1616619600,INITIAL_STOP,False,1.1903977325757509,1.1474111477882865,1.5407970651484546,0.5658655888274419,-0.5437856308845077,1.5407970651484546,1.6911967786727942,-0.8220784341363125,1.5407970651484546,1.6911967786727942,-0.5662389214496639,5.63145594008393,1.6911967786727942,3.460873407860179,historical
1616633400,1616634900,1616635800,-1,52399.49,580.0378571428565,0.9786706349206349,-0.0361183321778334,-0.03078482947115358,0.5333333333333333,52420.44,-0.027090156512777814,-0.7599158875098094,0.7328257309970316,0.7328257309970316,0.0,1616656500,TIME_EXIT,False,1.5868619412772376,0.37600994023788875,0.03360125509048938,0.3456843334117393,-0.0361183321778334,0.7528474126688788,0.41212827241572214,-0.28174023124107417,1.5507436090994042,0.41212827241572214,0.8911487304400116,1.5507436090994042,0.41212827241572214,0.1580241683732402,historical
1616676300,1616676600,1616677500,1,51240.01,460.68714285714253,0.9325396825396826,-0.2513202328199157,-0.07705208236280571,0.4666666666666667,51124.23,-0.1712543278518719,-1.0037075059719267,0.8324531781200548,0.8324531781200548,0.0,1616678400,INITIAL_STOP,False,1.9010081214086976,1.4590161901011265,0.21276912438251497,0.6729295679435426,-0.2513202328199157,0.21276912438251497,1.710336422921042,-0.14447982981944207,1.6496878885887818,1.710336422921042,1.1458752608680818,1.890632316322509,1.710336422921042,-0.0004992542196353929,historical
1617177600,1617177900,1617178800,-1,57746.23,382.1799999999998,0.8000992063492064,-0.26620963943690934,-0.051693477090043176,0.4666666666666667,57847.97,-0.18250965775288788,-1.0050365647949433,0.8225269070420554,0.8225269070420554,0.0,1617182100,INITIAL_STOP,False,0.46386519441100776,0.9477733005390166,2.444476424721345,0.664006489088903,-0.26620963943690934,2.444476424721345,1.2139829399759259,-1.1068083102203157,2.444476424721345,1.2139829399759259,-0.2424250353236544,2.444476424721345,1.58045946935998,-0.9336699984300452,historical
1618307100,1618307400,1618308300,1,63207.41,489.29571428571427,0.966765873015873,-0.1562449818543944,-0.07374005305040254,0.5333333333333333,63130.96,-0.10846933415473368,0.2208611612803949,-0.3293304954351286,0.0,0.3293304954351286,1618329000,TIME_EXIT,False,0.1395883879745583,1.0794699086442034,0.5530193543489551,0.6282703711165099,-0.1562449818543944,0.5530193543489551,0.6752767096730942,-0.4371589485762365,0.5530193543489551,1.235714890498598,-0.83262531860663,0.5530193543489551,1.235714890498598,-0.6223026098736776,historical
1618548600,1618549200,1618550100,-1,61743.53,334.3621428571428,0.8373015873015873,-1.0058255911575704,-0.33977914507117624,0.5333333333333333,62079.84,-0.6767057490417031,-1.006155354936662,0.32944960589495886,0.32944960589495886,0.0,1618550400,INITIAL_STOP,False,1.6888574620759638,0.4996079956078505,0.9349742687035091,1.3338232498125526,-1.0058255911575704,0.9349742687035091,1.505433586765421,-1.072370205957178,0.9349742687035091,1.505433586765421,-0.47469488813455396,1.8135127225185557,1.505433586765421,0.5252388876901937,historical
1618906800,1618908600,1618909500,1,55224.7,508.33928571428623,0.8834325396825397,-0.17096848983032223,-0.15276044504595648,0.3333333333333333,55137.79,-0.11760024262010475,0.38446600953151117,-0.5020662521516159,0.0,0.5020662521516159,1618930200,TIME_EXIT,False,0.6539136544068489,0.5661376330487945,0.23869884427583535,0.19612885095021715,-0.17096848983032223,0.4829451645765267,0.7371061228791167,-0.6714806618189407,0.4829451645765267,0.7371061228791167,-0.32313064249832074,1.8801419187128936,0.8354656268661894,1.538027891945065,historical
1620090300,1620091200,1620092100,1,55752.65,499.22857142857174,0.9995039682539683,-0.2853803010358861,-0.11798269222806568,0.4,55610.18,-0.193976120776819,0.742401910089847,-0.936378030866666,0.0,0.936378030866666,1620112800,TIME_EXIT,False,0.7351942997767957,0.34837749670920476,0.05678761517769979,0.8404767355348323,-0.2853803010358861,0.12363074457735017,0.8404767355348323,0.08971842270932465,0.4498139987409096,0.8404767355348323,-0.19602243461340457,0.5956189549590765,0.8404767355348323,-0.1516539804269426,historical
