signal_ts,confirm_ts,exit_ts,side,z,atr,entry,exit,R,spread_atr_entry,kind,mfe_atr,confirm_lag_s
1777606500,1777607038,1777607238,BUY,-4.587372601382645,125.52399553571429,76474.640625,76493.46922433036,0.1200000000000053,0.00796660427938241,be,0.601852057668968,538
1777617300,1777617434,1777620515,BUY,-1.093661714163402,180.92131696428572,77250.0078125,77023.85616629464,-0.9999999999999907,0.005527264651723723,stop,0.0,134
1777628100,1777634078,1777639190,BUY,-2.377439319472206,172.26283482142858,77206.8984375,77232.73786272321,0.11999999999998069,0.005805082686794408,be,1.555172581350524,5978
1777639200,1777641695,1777642057,BUY,-3.2518435654473596,139.89955357142858,77300.4921875,77321.47712053571,0.11999999999997622,0.007147985640207418,be,0.7540007977662544,2495
1777650000,1777650027,1777651191,BUY,-1.3595243994812831,148.69754464285714,78049.65625,77863.78431919643,-0.9999999999999665,0.023905488880382488,stop,0.3348870024693582,27
1777675500,1777675908,1777677645,BUY,-1.0369698362977025,192.66964285714286,78372.84375,78132.00669642857,-1.0000000000000258,0.005190231243338431,stop,0.27427128226516523,408
1777686300,1777686544,1777687631,SELL,1.2007125362017868,157.10267857142858,78145.3984375,78121.83303571428,0.12000000000000846,0.006365263845869682,be,0.5692932852149697,244
1777697100,1777697816,1777701136,SELL,1.1756529610483868,122.40234375,78259.609375,78412.6123046875,-1.0,0.00816977820328706,stop,0.38429870751555767,716
1777707900,1777707975,1777729578,SELL,1.2159355852649927,127.35993303571429,78136.921875,78190.7890625,-0.33836190843407277,0.007851762922328013,time,0.3150519872584115,75
1777729800,1777730402,1777735541,SELL,2.5144128404992463,128.49274553571428,78180.7734375,78161.49952566964,0.1200000000000052,0.007782540530446151,be,0.9698383125089574,602
1777744200,1777744315,1777750257,BUY,-1.3606101708360703,99.03459821428571,78435.203125,78450.05831473214,0.1200000000000168,0.010097481264439061,be,1.23820364005184,115
1777755300,1777757528,1777759723,BUY,-1.024104074041071,85.22712053571429,78397.0390625,78409.82313058036,0.12000000000006243,0.0117333542857517,be,0.6260844513412821,2228
1777770300,1777770311,1777770444,BUY,-4.309197045181507,61.23046875,78698.796875,78707.9814453125,0.12,0.03929824561403509,be,0.7101754385964912,11
1777782600,1777782883,1777783207,SELL,1.043254303022982,168.91294642857142,78189.953125,78164.61618303572,0.11999999999999213,0.005920209321686731,be,0.5304137539148706,283
1777793400,1777794330,1777800791,SELL,1.8270267060321566,114.71484375,78140.8828125,78123.6755859375,0.1200000000000203,0.008717267681411107,be,0.9894098818401608,930
1777812000,1777819401,1777819660,BUY,-1.1776689117963228,105.21707589285714,78699.703125,78715.48568638392,0.11999999999995892,0.009504160722146498,be,1.0245188253451358,7401
1777822800,1777823082,1777825629,BUY,-1.160577433329591,129.37165178571428,78751.609375,78589.89481026786,-1.000000000000013,0.007729668642218139,stop,0.3629924860029159,282
1777833600,1777836897,1777838525,BUY,-1.0542491394414608,115.23325892857143,78693.5,78549.45842633929,-0.9999999999999712,0.008678050150606785,stop,0.4471229745566543,3297
1777844700,1777844913,1777849493,BUY,-3.4255317822885227,100.06473214285714,78687.28125,78702.29095982143,0.1200000000000266,0.00999353097325392,be,1.3157108121974614,213
1777855500,1777856087,1777856612,BUY,-1.4933382184673023,152.50111607142858,78719.9375,79052.31194196429,1.7435908695047824,0.006557329059359928,trail,2.6794885868809506,587
1777866300,1777866996,1777870568,BUY,-2.6441757481658676,266.97767857142856,78476.609375,79706.85491071429,3.686437135260786,0.0037456314900590273,trail,5.108046419075967,696
1777885200,1777885564,1777888139,SELL,1.0760250578221051,294.21261160714283,79861.859375,79817.72748325893,0.11999999999999096,0.0033989025641609247,be,1.4309910873643144,364
1777896000,1777896101,1777898582,SELL,1.4896421025054107,178.56640625,79603.6171875,79826.8251953125,-1.0,0.00835648502614136,stop,0.0,101
1777906800,1777907894,1777912652,BUY,-1.2644171614098278,313.56808035714283,78869.640625,78916.67583705357,0.11999999999999152,0.0031891001114049485,be,0.6599942339931022,1094
1777917600,1777917708,1777918297,BUY,-1.3939838244951788,323.31863839285717,80294.2109375,79890.06263950893,-0.9999999999999846,0.0030929240732015043,stop,0.09244943362553872,108
1777942200,1777942629,1777947600,SELL,1.2710669085863135,171.69363839285714,80213.34375,79882.1875,1.5430099943121802,0.0058243276184285365,signal,2.1353441131063624,429
1777953000,1777953073,1777953636,BUY,-2.57644053138315,165.45647321428572,80068.4609375,80093.27940848214,0.11999999999996783,0.006043885624860875,be,0.510094503166969,73
1777963800,1777964605,1777969840,BUY,-1.3608781133919599,228.54129464285714,80941.5078125,80975.78900669643,0.12000000000001164,0.004375576858277214,be,0.9122394065623887,805
1777974600,1777975986,1777977115,BUY,-1.6401839477065943,195.90736607142858,80950.6015625,80979.9876674107,0.11999999999997113,0.0051044532936826694,be,0.501193507773467,1386
1777985400,1777985547,1777986421,SELL,1.3266534990078045,129.71261160714286,80485.25,80647.39076450893,-1.0000000000000384,0.007709350599066446,stop,0.03312611585536363,147
1777996500,1777996881,1777996934,BUY,-1.2501980786493225,151.53627232142858,81328.7890625,81351.51950334822,0.12000000000000878,0.006599080105909343,be,0.6662493141302066,381
1778024700,1778024797,1778029367,SELL,3.0200722249998098,175.8671875,81544.6171875,81518.237109375,0.12000000000001323,0.010128381680067522,be,1.5791835102838612,97
1778035500,1778039281,1778040198,SELL,1.1515826084483596,243.38839285714286,80786.203125,81090.43861607143,-1.0000000000000207,0.004108659366459399,stop,0.3617867165575304,3781
1778046300,1778056600,1778059985,SELL,1.1610123459641548,230.63392857142858,81071.828125,81360.12053571429,-1.0000000000000144,0.004335875498432116,stop,0.28460957763927064,10300
1778063100,1778063674,1778065339,SELL,1.6559679602013324,151.26450892857142,81427.53125,81404.84157366071,0.1200000000000066,0.006610936081987413,be,1.0452509720879786,574
1778073900,1778073941,1778076000,BUY,-1.370592966914357,207.67689732142858,82185.1015625,82219.8828125,0.13398216344177322,0.004815172091348544,signal,0.8092874781342283,41
1778084700,1778084748,1778087269,SELL,1.679264683905353,261.55859375,81841.921875,81206.255859375,1.9442405053838916,0.01998237727564629,trail,2.9303006317298643,48
1778097300,1778097695,1778102106,SELL,1.0106377131728759,345.3794642857143,81498.3984375,81446.59151785714,0.1199999999999952,0.004184708847670135,be,0.805318942674336,395
1778108100,1778110296,1778110585,SELL,1.7201478906866738,211.56919642857142,81394.703125,81362.96774553572,0.11999999999999371,0.0047265859911587525,be,0.6732061656626188,2196
1778118900,1778119204,1778119908,SELL,2.44129029787322,163.57979910714286,81280.140625,81255.60365513393,0.11999999999996949,0.006113224282327255,be,2.0615893700854553,304
