signal_ts,confirm_ts,exit_ts,side,z,atr,entry,exit,R,spread_atr_entry,kind,mfe_atr,confirm_lag_s
1777606500,1777606549,1777607242,BUY,-4.587372601382645,125.52399553571429,76466.8671875,76485.69578683036,0.1000000000000044,0.014937383023842019,be,0.6637799581219797,49
1777617300,1777617421,1777620539,BUY,-1.093661714163402,180.92131696428572,77232.96875,76961.58677455357,-1.000000000000023,0.005527264651723723,stop,0.08973168708032732,121
1777628100,1777634077,1777639539,BUY,-2.377439319472206,172.26283482142858,77185.8125,77211.65192522321,0.0999999999999839,0.005805082686794408,be,1.6775781920666029,5977
1777639800,1777639916,1777642790,BUY,-3.1962675860850283,138.63169642857142,77200.8671875,77221.66194196428,0.09999999999997802,0.0072133575925419045,be,1.4795272674577746,116
1777650600,1777651232,1777653269,BUY,-1.338696789629606,171.64118303571428,77981.4609375,78386.32784598214,1.5725321134920638,0.005826107594422283,trail,2.858798170238084,632
1777675500,1777675709,1777677684,BUY,-1.0369698362977025,192.66964285714286,78350.0,78060.99553571429,-0.9999999999999857,0.005960656193521479,stop,0.39283562723017745,209
1777686300,1777686476,1777687868,SELL,1.2007125362017868,157.10267857142858,78169.546875,78145.98147321428,0.10000000000000704,0.006365263845869682,be,0.7230044613679634,176
1777697100,1777697608,1777701136,SELL,1.1756529610483868,122.40234375,78269.2734375,78452.876953125,-1.0,0.00816977820328706,stop,0.4632519546832615,508
1777707900,1777707975,1777729578,SELL,1.2159355852649927,127.35993303571429,78136.921875,78190.7890625,-0.28196825702839395,0.007851762922328013,time,0.3150519872584115,75
1777729800,1777730402,1777735541,SELL,2.5144128404992463,128.49274553571428,78180.7734375,78161.49952566964,0.10000000000000432,0.007782540530446151,be,0.9698383125089574,602
1777744200,1777744308,1777750304,BUY,-1.3606101708360703,99.03459821428571,78429.9921875,78444.84737723214,0.10000000000001401,0.010097481264439061,be,1.2908209838282527,108
1777755300,1777757517,1777762500,BUY,-1.024104074041071,85.22712053571429,78389.390625,78428.671875,0.3072672153581226,0.0117333542857517,signal,1.1352936939768343,2217
1777770300,1777770311,1777770444,BUY,-4.309197045181507,61.23046875,78698.796875,78707.9814453125,0.1,0.03929824561403509,be,0.7101754385964912,11
1777782600,1777782684,1777783213,SELL,1.043254303022982,168.91294642857142,78205.4765625,78180.13962053572,0.09999999999999346,0.006660235486897573,be,0.622315753306992,84
1777793400,1777794193,1777801815,SELL,1.8270267060321566,114.71484375,78151.359375,78134.1521484375,0.10000000000001691,0.008717267681411107,be,1.0807368815336942,793
1777812000,1777819397,1777825629,BUY,-1.1776689117963228,105.21707589285714,78593.09375,78608.87631138392,0.09999999999996574,0.009504160722146498,be,2.393934733146291,7397
1777825800,1777825978,1777828691,BUY,-2.1686721506331788,125.63448660714286,78641.4296875,78660.27486049107,0.10000000000001324,0.00795959793370259,be,0.845458543020472,178
1777842300,1777842440,1777843907,BUY,-1.029963101356308,101.88839285714286,78670.59375,78685.87700892857,0.09999999999997825,0.009814660649344959,be,0.5368926083336985,140
1777853102,1777853148,1777854302,BUY,-2.0737228029325365,131.65178571428572,78884.4609375,78904.20870535714,0.10000000000001052,0.007595795184808409,be,1.0737962021024074,46
