signal_ts,confirm_ts,exit_ts,side,z,atr,entry,exit,R,spread_atr_entry,kind,mfe_atr,confirm_lag_s
1777606500,1777607059,1777609518,BUY,-4.587372601382645,125.52399553571429,76494.53125,76513.35984933036,0.1000000000000044,0.00796660427938241,be,0.7258945758627894,559
1777628100,1777634079,1777639188,BUY,-2.377439319472206,172.26283482142858,77217.0234375,77242.86286272321,0.0999999999999839,0.005805082686794408,be,1.4963961191467305,5979
1777639200,1777641708,1777641987,BUY,-3.2518435654473596,139.89955357142858,77316.296875,77337.28180803571,0.09999999999998017,0.007147985640207418,be,0.6410291184682887,2508
1777650000,1777650031,1777651190,BUY,-1.3595243994812831,148.69754464285714,78094.1796875,77871.13337053571,-1.0000000000000187,0.017863442240285816,stop,0.03546418680056743,31
1777675500,1777676265,1777677683,BUY,-1.0369698362977025,192.66964285714286,78402.171875,78113.16741071429,-0.9999999999999857,0.005190231243338431,stop,0.12205153158163029,765
1777686300,1777686552,1777690125,SELL,1.2007125362017868,157.10267857142858,78133.0390625,78109.47366071428,0.10000000000000704,0.006365263845869682,be,0.9015799494188854,252
1777697100,1777698611,1777701136,SELL,1.1756529610483868,122.40234375,78239.453125,78423.056640625,-1.0,0.00816977820328706,stop,0.21962661560555288,1511
1777707900,1777708031,1777729631,SELL,1.2159355852649927,127.35993303571429,78107.8515625,78192.5625,-0.44342013211876374,0.007851762922328013,time,0.08679878543042295,131
1777729800,1777730406,1777733093,SELL,2.5144128404992463,128.49274553571428,78149.6484375,78130.37452566964,0.10000000000000432,0.007782540530446151,be,0.5230718451830331,606
1777744200,1777744326,1777748931,BUY,-1.3606101708360703,99.03459821428571,78446.3828125,78461.23800223214,0.10000000000001401,0.010097481264439061,be,0.58391840874514,126
1777755300,1777757529,1777760298,BUY,-1.024104074041071,85.22712053571429,78411.4375,78424.22156808036,0.10000000000005202,0.0117333542857517,be,0.765509700314941,2229
1777770300,1777770324,1777770835,BUY,-4.309197045181507,61.23046875,78711.96875,78721.1533203125,0.1,0.016331738437001597,be,0.5329505582137161,24
1777782600,1777783025,1777785257,SELL,1.043254303022982,168.91294642857142,78165.90625,78140.56930803572,0.09999999999999346,0.0060127125923380865,be,0.5268986296301191,425
1777793400,1777794534,1777800748,SELL,1.8270267060321566,114.71484375,78125.4375,78108.2302734375,0.10000000000001691,0.008717267681411107,be,0.8547689583546157,1134
1777812000,1777819401,1777819660,BUY,-1.1776689117963228,105.21707589285714,78699.703125,78715.48568638392,0.09999999999996574,0.009504160722146498,be,1.0245188253451358,7401
1777822800,1777823089,1777826578,BUY,-1.160577433329591,129.37165178571428,78759.59375,78565.53627232143,-0.9999999999999679,0.007729668642218139,stop,0.30127591293770545,289
1777833600,1777836904,1777838525,BUY,-1.0542491394414608,115.23325892857143,78717.953125,78545.10323660714,-0.999999999999988,0.008678050150606785,stop,0.23491752946759775,3304
1777844700,1777845015,1777849201,BUY,-3.4255317822885227,100.06473214285714,78707.1796875,78722.18939732143,0.10000000000002215,0.00999353097325392,be,1.1168551607218542,315
1777855500,1777856102,1777856612,BUY,-1.4933382184673023,152.50111607142858,78746.140625,79052.31194196429,1.3384440492482914,0.006557329059359928,trail,2.50766607387241,602
1777866300,1777867008,1777870568,BUY,-2.6441757481658676,266.97767857142856,78512.7109375,79706.85491071429,2.9818821798237654,0.0037456314900590273,trail,4.972823269735632,708
1777885200,1777886125,1777887930,SELL,1.0760250578221051,294.21261160714283,79807.890625,79763.75873325893,0.09999999999999248,0.0033989025641609247,be,1.2475565646047544,925
1777896000,1777899744,1777900036,SELL,1.4896421025054107,178.56640625,79574.8515625,78740.306640625,3.115722004681382,0.005600157504429812,trail,5.1735830070220725,3744
1777906800,1777907975,1777912647,BUY,-1.2644171614098278,313.56808035714283,78911.9375,78958.97271205357,0.09999999999999294,0.0031891001114049485,be,0.5251052652185211,1175
1777917600,1777922585,1777928100,BUY,-1.3939838244951788,323.31863839285717,80340.0390625,80388.53685825893,0.10000000000000084,0.0030929240732015043,be,1.245844314767159,4985
1777942200,1777942801,1777947600,SELL,1.2710669085863135,171.69363839285714,80210.578125,79882.1875,1.275103057880339,0.0058243276184285365,signal,2.119236207036646,601
1777953000,1777953121,1777959621,BUY,-2.57644053138315,165.45647321428572,80094.3515625,80630.27957589286,2.1593917440702155,0.006941024897301162,trail,3.739087616105336,121
1777963800,1777969461,1777969759,BUY,-1.3608781133919599,228.54129464285714,80971.359375,81005.64056919643,0.1000000000000097,0.004375576858277214,be,0.7816216005039727,5661
1777974600,1777976026,1777977600,BUY,-1.6401839477065943,195.90736607142858,80979.1875,81069.546875,0.30749013955590493,0.007098380361527461,signal,0.6523730580574593,1426
1777996500,1777996881,1777996934,BUY,-1.2501980786493225,151.53627232142858,81328.7890625,81351.51950334822,0.1000000000000073,0.006599080105909343,be,0.6662493141302066,381
1778024700,1778024954,1778029362,SELL,3.0200722249998098,175.8671875,81521.0703125,81494.690234375,0.10000000000001104,0.008706854426724713,be,1.4452934121096352,254
1778035500,1778039367,1778040190,SELL,1.1515826084483596,243.38839285714286,80697.1484375,81062.23102678571,-0.9999999999999887,0.004108659366459399,stop,0.0,3867
1778046300,1778056768,1778060243,SELL,1.1610123459641548,230.63392857142858,81046.5234375,81392.47433035714,-1.000000000000006,0.004335875498432116,stop,0.17489160311253918,10468
1778063100,1778063764,1778065320,SELL,1.6559679602013324,151.26450892857142,81400.546875,81377.85719866071,0.10000000000000552,0.006610936081987413,be,0.8668589937505996,664
1778073900,1778074467,1778075719,BUY,-1.370592966914357,207.67689732142858,82242.46875,82273.62028459822,0.10000000000001467,0.004815172091348544,be,0.5330545979250693,567
1778084700,1778085020,1778087269,SELL,1.679264683905353,261.55859375,81828.1328125,81206.255859375,1.5850545358602528,0.0038232351140250003,trail,2.8775818037903793,320
1778097300,1778098599,1778102011,SELL,1.0106377131728759,345.3794642857143,81402.609375,81350.80245535714,0.09999999999999598,0.006401473534544045,be,0.5279745362890196,1299
1778108100,1778110346,1778118344,SELL,1.7201478906866738,211.56919642857142,81337.5078125,81305.77243303572,0.09999999999999477,0.009896289418988638,be,0.6836563518774464,2246
1778118900,1778119227,1778119899,SELL,2.44129029787322,163.57979910714286,81258.0,81233.46303013393,0.09999999999997458,0.008978798164668155,be,1.9262387637095535,327
1778129700,1778130370,1778131979,SELL,1.6307580349092201,191.92410714285714,81023.7109375,80994.92232142857,0.09999999999999133,0.005210392872926892,be,0.9751982973180433,670
1778147400,1778154417,1778156207,SELL,1.1779384008646918,166.14229910714286,81177.0390625,81152.11771763393,0.10000000000001001,0.006018936811239827,be,0.618257665579541,7017
1778158200,1778159537,1778161268,SELL,1.5019803121925908,193.64285714285714,80825.4921875,80796.44575892857,0.09999999999999142,0.00516414607156031,be,1.5520276189597935,1337
1778169000,1778170399,1778172387,SELL,2.5488708313528017,193.76450892857142,80911.328125,80516.53069196429,1.3583410612492395,0.00516090384936612,trail,2.5375115918738804,1399
1778179800,1778180287,1778180995,SELL,1.4499506237155828,287.1205357142857,79839.96875,79796.90066964286,0.10000000000000484,0.003482857809220244,be,0.5872424784264946,487
1778194500,1778197068,1778199970,SELL,1.0933746999012341,233.25279017857142,79881.25,79846.2620814732,0.10000000000002021,0.0042871941606118825,be,1.2002468964494282,2568
1778205300,1778212307,1778213899,SELL,1.5358660688221848,205.625,79757.828125,79726.984375,0.1,0.004863221884498481,be,0.9009118541033435,7007
1778219100,1778219793,1778220621,SELL,1.2164863596942963,166.84430803571428,79411.75,79386.72335379464,0.09999999999999169,0.005993611719651488,be,1.521487700051842,693
1778229900,1778230058,1778231774,SELL,2.2665345579700884,157.11439732142858,79622.8828125,79599.31565290179,0.09999999999999469,0.006364789077567315,be,1.39891102436876,158
1778244300,1778245243,1778245664,BUY,-1.0419108706914424,146.75446428571428,79892.25,79914.26316964286,0.10000000000000378,0.006814102759103216,be,0.6366927265537067,943
1778255100,1778255371,1778255682,SELL,1.088150371940238,170.06082589285714,80084.3671875,80058.85806361608,0.09999999999997881,0.005880248991793247,be,0.7302074822230754,271
1778288400,1778292943,1778302253,SELL,3.4385051105704054,161.50613839285714,80140.7265625,80382.98577008929,-1.000000000000017,0.0061917151258210415,stop,0.47419830764393495,4543
1778306700,1778306757,1778307885,BUY,-1.141166446843319,98.49944196428571,80420.7421875,80435.51710379464,0.09999999999999439,0.010152341780398956,be,0.8533519157446279,57
1778317500,1778326709,1778328978,BUY,-1.5995312186340906,114.01506696428571,80422.7109375,80251.68833705357,-1.0000000000000366,0.008770770623791694,stop,0.0,9209
1778337000,1778340172,1778347717,BUY,-2.0690335332686494,82.03515625,80351.8125,80228.759765625,-1.0,0.012189895719251465,stop,0.485024522641779,3172
1778347800,1778348877,1778349143,BUY,-1.0881310892113072,76.62332589285714,80330.3984375,80215.46344866071,-1.0000000000000362,0.01305085609828926,stop,0.07697965901725307,1077
1778358600,1778358913,1778362936,BUY,-1.3739825616086359,132.65680803571428,80852.796875,80872.69539620535,0.09999999999997493,0.010895124957408055,be,1.4260835180737084,313
1778381401,1778382251,1778391410,SELL,1.0200623503677262,94.75111607142857,80607.5390625,80749.66573660714,-1.0000000000000147,0.010553965393359012,stop,0.33236745703617326,850
1778392500,1778394628,1778395180,SELL,1.0451478582504985,89.55803571428571,80691.6796875,80826.01674107143,-1.0000000000000466,0.011165943871192862,stop,0.27025073525746474,2128
1778419801,1778420627,1778421709,SELL,1.0528539121248994,87.59095982142857,80731.90625,80863.29268973214,-1.0000000000000158,0.011416703299503705,stop,0.0,826
1778430900,1778436122,1778436264,BUY,-3.27929922311597,97.90680803571429,81021.296875,81035.98289620536,0.10000000000000565,0.010213794321996705,be,0.7020387691009923,5222
1778441700,1778441989,1778443602,BUY,-1.18352281269035,143.73604910714286,81277.25,81298.81040736607,0.09999999999997108,0.006957196932932156,be,0.8498650878384936,289
1778452500,1778462851,1778462945,BUY,-2.3275877213072227,163.44252232142858,81489.5625,81514.07887834821,0.0999999999999949,0.006118358832185571,be,1.238298468020308,10351
1778469300,1778469543,1778469701,SELL,1.1638804818931205,396.82310267857144,81614.8984375,81555.37497209822,0.09999999999999722,0.002520014568834226,be,0.6409893307195682,243
1778490900,1778492555,1778494256,SELL,1.1665361519384592,174.34598214285714,80778.7109375,80752.55904017857,0.09999999999999046,0.005735721510235959,be,0.7028051263010998,1655
1778506500,1778509301,1778511786,BUY,-1.7515538390046173,139.62053571428572,81115.1015625,81136.04464285714,0.10000000000000991,0.007162270183852917,be,0.6924460431654675,2801
1778517300,1778517722,1778517985,BUY,-3.300088991926523,184.22488839285714,80968.0,80995.63373325893,0.10000000000001204,0.007336481578524889,be,1.3095831654706769,422
1778528100,1778532309,1778545995,BUY,-1.5179703236278173,312.38058035714283,82030.828125,81562.25725446429,-0.9999999999999912,0.003201223324627626,stop,0.2161576030840357,4209
1778546100,1778546132,1778549330,BUY,-1.5576949953771972,195.33482142857142,81665.6171875,81694.91741071429,0.1000000000000142,0.005119414924008685,be,1.38816135298823,32
1778556900,1778557458,1778559922,SELL,1.7202127347206837,162.47154017857142,81454.203125,81429.8323939732,0.10000000000002901,0.006154924111022191,be,1.4321258187388588,558
1778567700,1778568438,1778580685,SELL,1.0245288251694118,217.61160714285714,81035.90625,81003.26450892857,0.1000000000000191,0.004595343112114063,be,0.9173453687557699,738
1778580900,1778580906,1778580952,SELL,2.114015889713767,123.10825892857143,80968.796875,80950.33063616071,0.10000000000002252,0.008122931870722088,be,0.808993245999728,6
1778591700,1778592303,1778593017,SELL,1.5365907538042325,158.02120535714286,80669.3984375,80645.69525669643,0.09999999999998598,0.006328264600563611,be,0.5118972787049658,603
1778602500,1778602775,1778603493,SELL,1.4357264475643654,148.13169642857142,80688.0078125,80665.78805803572,0.09999999999999253,0.006750749664722813,be,0.7441646700721788,275
1778619300,1778622810,1778627459,BUY,-1.0294724455966517,276.61049107142856,80688.5,80729.9915736607,0.09999999999998298,0.00361519187550183,be,0.5617951687156789,3510
1778630700,1778634321,1778638446,BUY,-2.058269031946284,131.47488839285714,80750.5078125,80553.29547991071,-1.000000000000021,0.0076060152035415515,stop,0.09049969652338892,3621
1778641500,1778642224,1778645506,BUY,-2.4048512443190746,119.17020089285714,80506.84375,80900.10239955357,2.199983142358068,0.008391359521992199,trail,3.799974713537155,724
1778652300,1778654295,1778656175,BUY,-1.959410767092896,183.96819196428572,81115.59375,81143.18897879464,0.099999999999997,0.005435722280698029,be,0.8218981954736692,1995
1778667300,1778670044,1778671200,BUY,-1.2482969335477472,100.77399553571429,81024.5078125,80999.53125,-0.1652315319855065,0.009923194914362606,signal,0.3118053901997375,2744
1778678100,1778678821,1778679003,SELL,2.884606921632432,120.79241071428571,81008.171875,80990.05301339286,0.10000000000001148,0.008278665804305646,be,0.6672087221657581,721
1778688900,1778689622,1778689830,SELL,1.8037863996540138,209.85658482142858,80149.546875,80118.06838727678,0.10000000000000528,0.004765159029205213,be,0.5128130127132954,722
1778710200,1778713064,1778714056,BUY,-1.2058261723256523,195.33203125,79578.96875,79608.2685546875,0.1,0.00511948805119488,be,0.7286071392860713,2864
1778721000,1778722338,1778723222,SELL,1.4333874993757838,149.05970982142858,79205.4921875,79429.08175223214,-1.000000000000009,0.0067087209628811555,stop,0.0008385901203601444,1338
1778731800,1778735001,1778737662,BUY,-1.7112873423032104,153.4609375,79648.53125,79418.33984375,-1.0,0.006516316244972764,stop,0.0,3201
1778742600,1778743165,1778748846,BUY,-2.467700101304164,213.984375,79335.0234375,79854.875,1.619593525617622,0.004673238408178167,trail,2.929390288426433,565
1778753400,1778754744,1778760900,BUY,-1.1573629040403401,178.35212053571428,79823.2734375,79787.2265625,-0.13474047814972762,0.005606885956815714,signal,0.4271308200383596,1344
1778764200,1778766082,1778766326,SELL,2.043417591859309,144.97935267857142,79463.4609375,79441.71403459822,0.09999999999997898,0.006897533900686289,be,0.6520325015492509,1882
1778775000,1778775116,1778775398,BUY,-2.1545427030066775,174.39453125,79849.390625,79875.5498046875,0.1,0.005734124762011424,be,0.5011535446298577,116
1778785800,1778787782,1778788361,BUY,-1.0502503295333352,318.06640625,81590.4765625,81113.376953125,-1.0,0.003143997543751919,stop,0.006066932760208781,1982
1778811000,1778813165,1778814713,SELL,1.1713592593441249,152.23604910714286,81057.40625,81285.76032366071,-0.9999999999999818,0.007697749691173613,stop,0.321868573753606,2165
