lab,verdict,fixed_start,fixed_end,expected_months,missing_months,m15_rows,data_start,data_end,h4_ready,episodes,pullback,g1,d14,pullback_g1,pullback_d14,g1_d14,population,resolved_n,high75_n,h1_pass,high75_accuracy,high75_ci_lo,high75_ci_hi,h2_bull_pass,bull_high75_n,bull_high75_accuracy,bull_high75_ci_lo,h3_bear_pass,bear_high75_n,bear_high75_accuracy,bear_high75_ci_lo,h4_asymmetry_pass,asymmetry_effect,asymmetry_ci_lo,asymmetry_ci_hi
BTC_XAU_CONTEXT_FROZEN_PORTABILITY_LONG_HISTORY_LAB_002,BTC_PORTABILITY_NOT_SUPPORTED,2021-01,2026-07,67,[],195648,2021-01-01 00:00:00,2026-07-31 23:45:00,12027,705,8367,3105,6084,2335,4335,1452,1314,660,223,False,0.515695067264574,0.4433497536945813,0.5855855855855856,False,99,0.47474747474747475,0.36361408199643497,False,124,0.5483870967741935,0.45159307244844,False,-0.07363962202671875,-0.21227312878676782,0.0657343839606212
