R,signal_ts,entry_ts,exit_ts,hold_min,side,exit_reason,confirm_age_min,confirm_z,max_adverse_atr,signal_z,signal_abs_z,execution_delay_sec
0.0904393520087774,1772355300,1772355496,1772355986,8.166666666666666,1,PROTECTED_STOP,0.26666666666666666,-1.0963588763731107,0.08974082406232353,-1.0963588763731107,1.0963588763731107,180.0
0.08843973098808497,1772373300,1772373494,1772373620,2.1,-1,PROTECTED_STOP,0.23333333333333334,5.325156052584439,0.4019658561820836,5.325156052584439,5.325156052584439,180.0
-1.0053285064421178,1772422200,1772422805,1772432388,159.71666666666667,1,SL,7.083333333333333,-1.327554720101568,0.1702563752199015,-1.0574658816503801,1.0574658816503801,180.0
0.09171010027035012,1772460600,1772461573,1772461681,1.8,-1,PROTECTED_STOP,13.216666666666667,2.8296690849740855,0.4006292890661312,2.175928033784903,2.175928033784903,180.0
2.7368915087477452,1772463900,1772464194,1772466043,30.816666666666666,1,PROTECTED_STOP,1.9,-1.176982308209403,0.049308985107752265,-1.176982308209403,1.176982308209403,180.0
0.09209227374162832,1772510400,1772511587,1772514555,49.46666666666667,-1,PROTECTED_STOP,16.783333333333335,1.7856969191431362,0.2652120009917963,1.017421634120145,1.017421634120145,180.0
-1.0048353510015693,1772550600,1772551335,1772551903,9.466666666666667,-1,SL,9.25,0.8267962317065001,0.6975678918093652,1.0463605251111416,1.0463605251111416,180.0
-0.11527907787042761,1772554200,1772554415,1772555700,21.416666666666668,-1,EXIT_Z,0.5833333333333334,1.5286336566572047,0.1404621264767268,1.5286336566572047,1.5286336566572047,180.0
0.09581490955150394,1772641500,1772641706,1772644897,53.18333333333333,1,PROTECTED_STOP,0.43333333333333335,-1.418748866193561,0.032194989977490485,-1.418748866193561,1.418748866193561,180.0
-1.0137703477730071,1772866500,1772866752,1772867106,5.9,1,SL,1.2,-1.5790406037614877,0.008541793776657678,-1.5790406037614877,1.5790406037614877,180.0
0.08687694195164479,1772878500,1772878747,1772879955,20.133333333333333,-1,PROTECTED_STOP,1.1166666666666667,1.0267008516672003,0.0,1.0267008516672003,1.0267008516672003,180.0
-1.017158469230094,1772911200,1772911394,1772911652,4.3,1,SL,0.23333333333333334,-1.7460181704439235,0.0,-1.7460181704439235,1.7460181704439235,180.0
0.09506074550920104,1773016800,1773017200,1773018738,25.633333333333333,-1,PROTECTED_STOP,3.6666666666666665,1.0266247467528054,0.04684661716434556,1.0266247467528054,1.0266247467528054,180.0
0.18297745653913586,1773026400,1773026592,1773027900,21.8,-1,EXIT_Z,0.2,1.0899923764922412,0.03313411997073471,1.0899923764922412,1.0899923764922412,180.0
0.09249883600396999,1773045600,1773046198,1773046771,9.55,1,PROTECTED_STOP,6.966666666666667,-1.412744622277907,0.17880118694362923,-1.0216700872495816,1.0216700872495816,180.0
0.09053933417466435,1773104400,1773104675,1773108318,60.71666666666667,1,PROTECTED_STOP,1.5833333333333333,-1.2263586917470812,0.23954450738122268,-1.2263586917470812,1.2263586917470812,180.0
0.08919971256743593,1773150000,1773150192,1773150318,2.1,1,PROTECTED_STOP,0.2,-1.2936363627215557,0.2539798355001194,-1.2936363627215557,1.2936363627215557,180.0
0.0949647723254496,1773155400,1773156196,1773156886,11.5,1,PROTECTED_STOP,10.266666666666667,-2.399837990731541,0.42836359227713794,-2.073889669231249,2.073889669231249,180.0
0.08982695053251274,1773218700,1773219106,1773222004,48.3,-1,PROTECTED_STOP,3.7666666666666666,1.1940236398555935,0.07813626814662723,1.1940236398555935,1.1940236398555935,180.0
0.5912546897737814,1773230700,1773231422,1773231900,7.966666666666667,1,EXIT_Z,9.033333333333333,-2.119397680952952,0.5787802619394117,-1.26322625895534,1.26322625895534,180.0
-1.0106830780902867,1773268800,1773269430,1773277331,131.68333333333334,1,SL,7.5,-1.0139874080775413,0.29861811087624335,-1.144109306953847,1.144109306953847,180.0
0.08881821177278054,1773279900,1773280224,1773280437,3.55,-1,PROTECTED_STOP,2.4,1.44254195960489,0.16626051141234863,1.44254195960489,1.44254195960489,180.0
