arm,N_signals,filled_N,fill_rate,missed_N,total_R,EV_per_signal,gross_MaxDD_R,negative_months,worst_month_R,all_years_positive,entry_price_improvement_R_sum,cost_R_saving_sum,missed_price_E0_R,missed_TB_N,missed_TB_frac
E0,3535,3535,1.0,0,2256.5118021428602,0.6383343146090128,12.436806878781454,0,4.593299814560228,True,0.0,0.0,0.0,0,0.0
E1,3535,1210,0.3422913719943423,2325,323.5168732171991,0.09151821024531799,20.584405011515113,10,-14.387890428859599,False,-339.13677801369954,94.65479646310806,1431.9375792793494,816,0.640502354788069
E2,3535,1118,0.31626591230551626,2417,307.43199647624357,0.08696803294943241,20.990950856401476,11,-14.207002826472236,False,-296.5488494306802,94.65479646310806,1504.2630013667895,853,0.6695447409733124
E3,3535,3305,0.9349363507779349,230,1847.7177477707662,0.5226924321840922,16.698674652471254,0,8.36326855847008,True,-638.2732770911612,-19.435555100746058,-33.74946196001771,50,0.03924646781789639
E4,3535,3535,1.0,0,1551.1657411451538,0.4388021898571864,17.130532620371923,2,-0.6967273904101087,True,-596.9198974459364,23.882424625738206,0.0,0,0.0
E5,3535,3535,1.0,0,1829.9329182436888,0.5176613630109446,15.94013501611289,0,0.9296759225910638,True,-317.4897487425396,-5.113972127874119,0.0,0,0.0
E6,3535,3535,1.0,0,1648.594962002091,0.4663634970302945,17.0,1,-0.8595713568092433,True,-448.2886911592637,10.566368134311546,0.0,0,0.0
