flow_id,signal_time,state,policy,eligible,traded,covered,entry_time,entry_price,horizon,exit_time,exit_price,exit_reason,gross_r,net_r_0bps,net_r_5bps,net_r_10bps,holding_h
79,2021-02-10 08:00:00+00:00,ACCEPT,ENTRY_PLUS_6H,True,True,True,2021-02-10 12:30:00+00:00,45174.22,2021-02-10 18:30:00+00:00,2021-02-10 13:00:00+00:00,45964.389642857146,SL,-1.0000000000000016,-1.0000000000000016,-1.0285851401710768,-1.0571702803421523,0.5
79,2021-02-10 08:00:00+00:00,ACCEPT,SIGNAL_PLUS_6H,True,True,True,2021-02-10 12:30:00+00:00,45174.22,2021-02-10 14:00:00+00:00,2021-02-10 13:00:00+00:00,45964.389642857146,SL,-1.0000000000000016,-1.0000000000000016,-1.0285851401710768,-1.0571702803421523,0.5
79,2021-02-10 08:00:00+00:00,ACCEPT,SIGNAL_PLUS_12H,True,True,True,2021-02-10 12:30:00+00:00,45174.22,2021-02-10 20:00:00+00:00,2021-02-10 13:00:00+00:00,45964.389642857146,SL,-1.0000000000000016,-1.0000000000000016,-1.0285851401710768,-1.0571702803421523,0.5
83,2021-02-12 09:00:00+00:00,REJECT,ENTRY_PLUS_6H,False,False,False,,,,,,NO_TRADE,0.0,0.0,0.0,0.0,
83,2021-02-12 09:00:00+00:00,REJECT,SIGNAL_PLUS_6H,False,False,False,,,,,,NO_TRADE,0.0,0.0,0.0,0.0,
83,2021-02-12 09:00:00+00:00,REJECT,SIGNAL_PLUS_12H,False,False,False,,,,,,NO_TRADE,0.0,0.0,0.0,0.0,
85,2021-02-13 09:00:00+00:00,ACCEPT,ENTRY_PLUS_6H,True,True,True,2021-02-13 11:00:00+00:00,46650.57,2021-02-13 17:00:00+00:00,2021-02-13 16:15:00+00:00,47404.489642857145,SL,-1.0000000000000016,-1.0000000000000016,-1.0309386885207088,-1.061877377041416,5.25
85,2021-02-13 09:00:00+00:00,ACCEPT,SIGNAL_PLUS_6H,True,True,True,2021-02-13 11:00:00+00:00,46650.57,2021-02-13 15:00:00+00:00,2021-02-13 15:00:00+00:00,47195.0,TIME,-0.7221326638164824,-0.7221326638164824,-0.7530713523371897,-0.7840100408578969,4.0
85,2021-02-13 09:00:00+00:00,ACCEPT,SIGNAL_PLUS_12H,True,True,True,2021-02-13 11:00:00+00:00,46650.57,2021-02-13 21:00:00+00:00,2021-02-13 16:15:00+00:00,47404.489642857145,SL,-1.0000000000000016,-1.0000000000000016,-1.0309386885207088,-1.061877377041416,5.25
88,2021-02-14 23:15:00+00:00,ACCEPT,ENTRY_PLUS_6H,True,True,True,2021-02-15 01:30:00+00:00,48065.21,2021-02-15 07:30:00+00:00,2021-02-15 02:15:00+00:00,47219.753749999996,TP,1.5000000000000042,1.5000000000000042,1.4573615932225985,1.4147231864451928,0.75
88,2021-02-14 23:15:00+00:00,ACCEPT,SIGNAL_PLUS_6H,True,True,True,2021-02-15 01:30:00+00:00,48065.21,2021-02-15 05:15:00+00:00,2021-02-15 02:15:00+00:00,47219.753749999996,TP,1.5000000000000042,1.5000000000000042,1.4573615932225985,1.4147231864451928,0.75
88,2021-02-14 23:15:00+00:00,ACCEPT,SIGNAL_PLUS_12H,True,True,True,2021-02-15 01:30:00+00:00,48065.21,2021-02-15 11:15:00+00:00,2021-02-15 02:15:00+00:00,47219.753749999996,TP,1.5000000000000042,1.5000000000000042,1.4573615932225985,1.4147231864451928,0.75
94,2021-02-18 07:30:00+00:00,REJECT,ENTRY_PLUS_6H,False,False,False,,,,,,NO_TRADE,0.0,0.0,0.0,0.0,
94,2021-02-18 07:30:00+00:00,REJECT,SIGNAL_PLUS_6H,False,False,False,,,,,,NO_TRADE,0.0,0.0,0.0,0.0,
94,2021-02-18 07:30:00+00:00,REJECT,SIGNAL_PLUS_12H,False,False,False,,,,,,NO_TRADE,0.0,0.0,0.0,0.0,
98,2021-02-20 13:15:00+00:00,ACCEPT,ENTRY_PLUS_6H,True,True,True,2021-02-20 22:30:00+00:00,54922.38,2021-02-21 04:30:00+00:00,2021-02-20 23:00:00+00:00,55872.11214285714,SL,-1.0000000000000007,-1.0000000000000007,-1.028914668421548,-1.0578293368430955,0.5
98,2021-02-20 13:15:00+00:00,ACCEPT,SIGNAL_PLUS_6H,True,False,False,2021-02-20 22:30:00+00:00,54922.38,2021-02-20 19:15:00+00:00,,,LATE_ACCEPT,0.0,0.0,0.0,0.0,
98,2021-02-20 13:15:00+00:00,ACCEPT,SIGNAL_PLUS_12H,True,True,True,2021-02-20 22:30:00+00:00,54922.38,2021-02-21 01:15:00+00:00,2021-02-20 23:00:00+00:00,55872.11214285714,SL,-1.0000000000000007,-1.0000000000000007,-1.028914668421548,-1.0578293368430955,0.5
