Index,flow_id,signal_time,side,signal_i,signal_close,atr0,horizon_time,horizon_close,cost_atr,immediate_net_atr,immediate_gross_atr,filled,depth_atr,limit_price,fill_i,fill_time,delay_bars,delay_hours,stopped,postfill_mae_atr,postfill_mfe_atr,limit_net_atr,limit_bounded_net_atr
10,10,2021-01-06 01:15:00+00:00,1,46590,33776.0,358.02499999999884,2021-01-06 13:15:00+00:00,34627.33,0.04716989037078432,2.330680818378617,2.3778507087494014,False,1.5,33238.9625,,,,,,,,,
11,11,2021-01-06 13:15:00+00:00,-1,46638,34627.33,401.7221428571429,2021-01-07 01:15:00+00:00,36999.93,0.0430986076019139,-5.949170857255633,-5.906072249653719,True,1.5,35229.91321428571,46657.0,2021-01-06 18:00:00+00:00,19.0,4.75,True,2.8577881655941977,2.240138439682007,-4.449920857255642,-1.543848607601914
12,12,2021-01-07 01:15:00+00:00,1,46686,36999.93,417.39142857142934,2021-01-07 13:15:00+00:00,38389.09,0.044322819621184555,3.2838720231779543,3.328194842799139,True,1.5,36373.84285714286,46714.0,2021-01-07 08:15:00+00:00,28.0,7.0,False,0.08740681922416486,5.087519765619106,4.784622023177946,4.784622023177946
13,13,2021-01-07 13:15:00+00:00,-1,46734,38389.09,357.06785714285746,2021-01-08 01:15:00+00:00,38578.62,0.0537560147631002,-0.584551481811197,-0.5307954670480968,True,1.5,38924.69178571428,46744.0,2021-01-07 15:45:00+00:00,10.0,2.5,True,2.0760989807859693,0.9442232868902374,0.9146985181888052,-1.5545060147631002
14,14,2021-01-08 01:45:00+00:00,-1,46784,38739.18,597.7635714285706,2021-01-08 13:45:00+00:00,41367.27,0.03240342992750364,-4.428941000323826,-4.3965375703963225,True,1.5,39635.82535714286,46817.0,2021-01-08 10:00:00+00:00,33.0,8.25,True,2.2737662644930112,0.6304923470698499,-2.929691000323824,-1.5331534299275036
15,15,2021-01-08 13:45:00+00:00,1,46832,41367.27,706.8350000000007,2021-01-09 01:45:00+00:00,40249.0,0.029262324304823582,-1.611343007915561,-1.5820806836107375,True,1.5,40307.017499999994,46838.0,2021-01-08 15:15:00+00:00,6.0,1.5,True,1.6864296476546794,1.9563582731471993,-0.11059300791555934,-1.5285123243048235
16,16,2021-01-09 02:15:00+00:00,-1,46882,40316.06,390.32571428571254,2021-01-09 14:15:00+00:00,41193.67,0.051644125053069465,-2.300048388159351,-2.248404263106282,True,1.5,40901.54857142857,46918.0,2021-01-09 11:15:00+00:00,36.0,9.0,True,1.6353814396767634,1.2157758355658972,-0.8007983881593479,-1.5523941250530695
17,17,2021-01-09 14:15:00+00:00,1,46930,41193.67,410.42857142857093,2021-01-10 02:15:00+00:00,40973.82,0.05018372607030984,-0.5858433153498057,-0.5356595892794959,True,1.5,40578.02714285714,46933.0,2021-01-09 15:00:00+00:00,3.0,0.75,True,1.773821789070661,1.1499512704490087,0.9149066846501911,-1.54943372607031
18,18,2021-01-10 02:15:00+00:00,1,46978,40973.82,311.5971428571434,2021-01-10 14:15:00+00:00,39794.01,0.06574806755976112,-3.852079319450925,-3.786331251891164,True,1.5,40506.42428571428,46982.0,2021-01-10 03:15:00+00:00,4.0,1.0,True,1.625253303257854,2.310148635142461,-2.3513293194509157,-1.564998067559761
19,19,2021-01-10 14:15:00+00:00,1,47026,39794.01,521.450714285713,2021-01-11 02:15:00+00:00,36720.73,0.03815701935945195,-5.931868382301586,-5.893711362942134,True,1.5,39011.83392857143,47037.0,2021-01-10 17:00:00+00:00,11.0,2.75,True,1.9778166954554095,0.8133387486284729,-4.431118382301584,-1.537407019359452
20,20,2021-01-11 02:15:00+00:00,1,47074,36720.73,636.1185714285712,2021-01-11 14:15:00+00:00,33100.0,0.0288631173882677,-5.720773655181095,-5.691910537792827,True,1.5,35766.552142857145,47077.0,2021-01-11 03:00:00+00:00,3.0,0.75,True,3.405893555334477,1.5581809770415616,-4.220023655181091,-1.5281131173882676
21,21,2021-01-11 14:15:00+00:00,-1,47122,33100.0,1054.7757142857142,2021-01-12 02:15:00+00:00,33925.99,0.01569053949180801,-0.7987859301164887,-0.7830953906246807,True,1.5,34682.16357142857,47154.0,2021-01-11 22:15:00+00:00,32.0,8.0,False,0.8881854368498096,0.9052574480966182,0.700464069883513,0.700464069883513
22,22,2021-01-12 02:15:00+00:00,1,47170,33925.99,589.6692857142859,2021-01-12 14:15:00+00:00,32991.54,0.028766963806588913,-1.6134688003081574,-1.5847018365015686,True,1.5,33041.48607142857,47218.0,2021-01-12 14:15:00+00:00,48.0,12.0,False,0.25690005414656747,1.795097615249231,-0.1127188003081554,-0.1127188003081554
23,23,2021-01-12 14:15:00+00:00,1,47218,32991.54,604.6192857142856,2021-01-13 02:15:00+00:00,32813.95,0.027282904117939627,-0.32100492754000487,-0.29372202342206527,False,1.5,32084.61107142857,,,,,,,,,
24,24,2021-01-13 03:00:00+00:00,1,47269,34085.22,650.8957142857151,2021-01-13 15:00:00+00:00,34434.0,0.026183318811220546,0.5096628887225712,0.5358462075337916,True,1.5,33108.87642857143,47278.0,2021-01-13 05:15:00+00:00,9.0,2.25,False,0.43229110654109437,3.405328261933551,2.010412888722572,2.010412888722572
