Index,flow_id,signal_time,side,signal_i,signal_close,atr0,horizon_time,horizon_close,cost_atr,immediate_net_atr,immediate_gross_atr,filled,depth_atr,limit_price,fill_i,fill_time,delay_bars,delay_hours,stopped,postfill_mae_atr,postfill_mfe_atr,limit_net_atr,limit_bounded_net_atr
0,0,2021-01-01 00:00:00+00:00,1,46105,28786.75,178.38500000000073,2021-01-01 12:00:00+00:00,29290.02,0.08068713737141543,2.740570255346573,2.8212573927179885,False,0.5,28697.5575,,,,,,,,,
1,1,2021-01-01 12:00:00+00:00,1,46153,29290.02,134.88714285714326,2021-01-02 00:00:00+00:00,29325.0,0.10857231971701178,0.15075558403320924,0.259327903750221,True,0.5,29222.57642857143,46156.0,2021-01-01 12:45:00+00:00,3.0,0.75,True,2.1886921341650734,2.5756611347051956,0.6510055840332112,-1.6083223197170118
2,2,2021-01-02 00:45:00+00:00,1,46204,29215.89,117.40642857142848,2021-01-02 12:45:00+00:00,30660.12,0.12442201996726887,12.176693153818547,12.301115173785817,True,0.5,29157.186785714286,46205.0,2021-01-02 01:00:00+00:00,1.0,0.25,False,0.3659662101734448,15.355319433713179,12.676943153818542,12.676943153818542
3,3,2021-01-02 13:00:00+00:00,1,46253,30814.73,244.44285714285746,2021-01-03 01:00:00+00:00,32437.92,0.06303053883466768,6.577335307696789,6.640365846531457,True,0.5,30692.50857142857,46285.0,2021-01-02 21:00:00+00:00,32.0,8.0,False,0.6729939804803884,7.548354859447139,7.077585307696791,7.077585307696791
4,4,2021-01-03 01:00:00+00:00,-1,46301,32437.92,292.5007142857147,2021-01-03 13:00:00+00:00,34391.57,0.05544930049010861,-6.734578289186103,-6.679128988695994,True,0.5,32584.170357142855,46302.0,2021-01-03 01:15:00+00:00,1.0,0.25,True,2.5498728940832964,0.5489571454037939,-6.234828289186104,-1.5556993004901085
5,5,2021-01-03 13:00:00+00:00,-1,46349,34391.57,362.2371428571423,2021-01-04 01:00:00+00:00,32831.93,0.047471070648273106,4.258106175512495,4.305577246160768,False,0.5,34572.688571428575,,,,,,,,,
6,6,2021-01-04 01:00:00+00:00,-1,46397,32831.93,384.2507142857131,2021-01-04 13:00:00+00:00,30953.13,0.042722015573909276,4.846793944058114,4.889515959632024,True,0.5,33024.05535714285,46399.0,2021-01-04 01:30:00+00:00,2.0,0.5,True,1.622988896758275,0.9558221845484036,5.346543944058107,-1.5429720155739093
7,7,2021-01-04 13:00:00+00:00,-1,46445,30953.13,796.8250000000005,2021-01-05 01:00:00+00:00,32524.09,0.019422790449596827,-1.9909472782605944,-1.9715244878109977,True,0.5,31351.5425,46448.0,2021-01-04 13:45:00+00:00,3.0,0.75,True,1.522740250368652,0.8657892259906494,-1.4911972782605964,-1.5196727904495968
8,8,2021-01-05 01:00:00+00:00,-1,46493,32524.09,343.23714285714334,2021-01-05 13:00:00+00:00,31872.98,0.04737845346407725,1.8495899066035135,1.8969683600675908,True,0.5,32695.70857142857,46495.0,2021-01-05 01:30:00+00:00,2.0,0.5,False,0.5391357911647979,8.145122489241079,2.349339906603512,2.349339906603512
9,9,2021-01-05 13:15:00+00:00,1,46542,31733.26,284.3714285714286,2021-01-06 01:15:00+00:00,33776.0,0.055795443584848774,7.127556309655385,7.183351753240234,True,0.5,31591.074285714283,46544.0,2021-01-05 13:45:00+00:00,2.0,0.5,True,1.5765799256505428,0.8929368029739865,7.627806309655388,-1.5555454435848488
