Index,flow_id,signal_time,side,signal_i,signal_close,atr0,horizon_time,horizon_close,cost_atr,immediate_net_atr,immediate_gross_atr,filled,depth_atr,limit_price,fill_i,fill_time,delay_bars,delay_hours,stopped,postfill_mae_atr,postfill_mfe_atr,limit_net_atr,limit_bounded_net_atr
0,0,2021-01-01 00:00:00+00:00,1,46105,28786.75,178.38500000000073,2021-01-01 12:00:00+00:00,29290.02,0.08068713737141543,2.740570255346573,2.8212573927179885,False,1.0,28608.364999999998,,,,,,,,,
1,1,2021-01-01 12:00:00+00:00,1,46153,29290.02,134.88714285714326,2021-01-02 00:00:00+00:00,29325.0,0.10857231971701178,0.15075558403320924,0.259327903750221,True,1.0,29155.132857142857,46167.0,2021-01-01 15:30:00+00:00,14.0,3.5,True,1.6886921341650714,1.7271263807839234,1.151255584033213,-1.6080723197170117
2,2,2021-01-02 00:45:00+00:00,1,46204,29215.89,117.40642857142848,2021-01-02 12:45:00+00:00,30660.12,0.12442201996726887,12.176693153818547,12.301115173785817,False,1.0,29098.483571428573,,,,,,,,,
3,3,2021-01-02 13:00:00+00:00,1,46253,30814.73,244.44285714285746,2021-01-03 01:00:00+00:00,32437.92,0.06303053883466768,6.577335307696789,6.640365846531457,True,1.0,30570.28714285714,46285.0,2021-01-02 21:00:00+00:00,32.0,8.0,False,0.1729939804803873,8.048354859447139,7.577835307696792,7.577835307696792
4,4,2021-01-03 01:00:00+00:00,-1,46301,32437.92,292.5007142857147,2021-01-03 13:00:00+00:00,34391.57,0.05544930049010861,-6.734578289186103,-6.679128988695994,True,1.0,32730.420714285712,46303.0,2021-01-03 01:30:00+00:00,2.0,0.5,True,2.049872894083298,0.9202395110146165,-5.735078289186105,-1.5559493004901086
5,5,2021-01-03 13:00:00+00:00,-1,46349,34391.57,362.2371428571423,2021-01-04 01:00:00+00:00,32831.93,0.047471070648273106,4.258106175512495,4.305577246160768,False,1.0,34753.80714285714,,,,,,,,,
6,6,2021-01-04 01:00:00+00:00,-1,46397,32831.93,384.2507142857131,2021-01-04 13:00:00+00:00,30953.13,0.042722015573909276,4.846793944058114,4.889515959632024,True,1.0,33216.180714285714,46400.0,2021-01-04 01:45:00+00:00,3.0,0.75,False,1.138265381047714,14.095434342533098,5.846293944058117,5.846293944058117
7,7,2021-01-04 13:00:00+00:00,-1,46445,30953.13,796.8250000000005,2021-01-05 01:00:00+00:00,32524.09,0.019422790449596827,-1.9909472782605944,-1.9715244878109977,True,1.0,31749.955,46449.0,2021-01-04 14:00:00+00:00,4.0,1.0,False,1.4432842845041227,1.365789225990652,-0.9914472782605941,-0.9914472782605941
8,8,2021-01-05 01:00:00+00:00,-1,46493,32524.09,343.23714285714334,2021-01-05 13:00:00+00:00,31872.98,0.04737845346407725,1.8495899066035135,1.8969683600675908,True,1.0,32867.327142857146,46497.0,2021-01-05 02:00:00+00:00,4.0,1.0,False,0.03913579116478879,8.64512248924109,2.8490899066035213,2.8490899066035213
9,9,2021-01-05 13:15:00+00:00,1,46542,31733.26,284.3714285714286,2021-01-06 01:15:00+00:00,33776.0,0.055795443584848774,7.127556309655385,7.183351753240234,True,1.0,31448.88857142857,46545.0,2021-01-05 14:00:00+00:00,3.0,0.75,False,1.0765799256505524,10.72931779363006,8.12805630965538,8.12805630965538
10,10,2021-01-06 01:15:00+00:00,1,46590,33776.0,358.02499999999884,2021-01-06 13:15:00+00:00,34627.33,0.04716989037078432,2.330680818378617,2.3778507087494014,False,1.0,33417.975,,,,,,,,,
11,11,2021-01-06 13:15:00+00:00,-1,46638,34627.33,401.7221428571429,2021-01-07 01:15:00+00:00,36999.93,0.0430986076019139,-5.949170857255633,-5.906072249653719,True,1.0,35029.052142857145,46649.0,2021-01-06 16:00:00+00:00,11.0,2.75,True,1.6378182503542738,1.637256383676706,-4.949670857255633,-1.543598607601914
12,12,2021-01-07 01:15:00+00:00,1,46686,36999.93,417.39142857142934,2021-01-07 13:15:00+00:00,38389.09,0.044322819621184555,3.2838720231779543,3.328194842799139,True,1.0,36582.53857142857,46690.0,2021-01-07 02:15:00+00:00,4.0,1.0,False,0.5874068192241624,4.587519765619109,4.284372023177949,4.284372023177949
13,13,2021-01-07 13:15:00+00:00,-1,46734,38389.09,357.06785714285746,2021-01-08 01:15:00+00:00,38578.62,0.0537560147631002,-0.584551481811197,-0.5307954670480968,True,1.0,38746.157857142854,46744.0,2021-01-07 15:45:00+00:00,10.0,2.5,True,2.57609898078597,0.44422328689023666,0.41494851818880446,-1.5542560147631002
14,14,2021-01-08 01:45:00+00:00,-1,46784,38739.18,597.7635714285706,2021-01-08 13:45:00+00:00,41367.27,0.03240342992750364,-4.428941000323826,-4.3965375703963225,True,1.0,39336.94357142857,46816.0,2021-01-08 09:45:00+00:00,32.0,8.0,True,2.773766264493012,0.8044042735481941,-3.4294410003238247,-1.5329034299275037
15,15,2021-01-08 13:45:00+00:00,1,46832,41367.27,706.8350000000007,2021-01-09 01:45:00+00:00,40249.0,0.029262324304823582,-1.611343007915561,-1.5820806836107375,True,1.0,40660.435,46838.0,2021-01-08 15:15:00+00:00,6.0,1.5,True,1.840450741686526,1.4563582731471953,-0.6108430079155635,-1.5287623243048236
16,16,2021-01-09 02:15:00+00:00,-1,46882,40316.06,390.32571428571254,2021-01-09 14:15:00+00:00,41193.67,0.051644125053069465,-2.300048388159351,-2.248404263106282,True,1.0,40706.38571428571,46909.0,2021-01-09 09:00:00+00:00,27.0,6.75,True,1.6489159236974467,1.4126297451212826,-1.3005483881593551,-1.5521441250530694
17,17,2021-01-09 14:15:00+00:00,1,46930,41193.67,410.42857142857093,2021-01-10 02:15:00+00:00,40973.82,0.05018372607030984,-0.5858433153498057,-0.5356595892794959,True,1.0,40783.241428571426,46932.0,2021-01-09 14:45:00+00:00,2.0,0.5,True,1.5271876087713085,0.8338322311173096,0.414656684650198,-1.5496837260703098
18,18,2021-01-10 02:15:00+00:00,1,46978,40973.82,311.5971428571434,2021-01-10 14:15:00+00:00,39794.01,0.06574806755976112,-3.852079319450925,-3.786331251891164,True,1.0,40662.22285714286,46981.0,2021-01-10 03:00:00+00:00,3.0,0.75,True,1.8043260987172038,1.480460117917819,-2.851579319450927,-1.565248067559761
19,19,2021-01-10 14:15:00+00:00,1,47026,39794.01,521.450714285713,2021-01-11 02:15:00+00:00,36720.73,0.03815701935945195,-5.931868382301586,-5.893711362942134,True,1.0,39272.55928571429,47028.0,2021-01-10 14:45:00+00:00,2.0,0.5,True,2.4778166954554144,1.343253916614493,-4.9313683823015895,-1.5376570193594519
20,20,2021-01-11 02:15:00+00:00,1,47074,36720.73,636.1185714285712,2021-01-11 14:15:00+00:00,33100.0,0.0288631173882677,-5.720773655181095,-5.691910537792827,True,1.0,36084.61142857143,47077.0,2021-01-11 03:00:00+00:00,3.0,0.75,True,1.794651940451354,1.0581809770415644,-4.720273655181089,-1.5283631173882677
21,21,2021-01-11 14:15:00+00:00,-1,47122,33100.0,1054.7757142857142,2021-01-12 02:15:00+00:00,33925.99,0.01569053949180801,-0.7987859301164887,-0.7830953906246807,True,1.0,34154.775714285715,47150.0,2021-01-11 21:15:00+00:00,28.0,7.0,False,1.38818543684981,0.4842505448009946,0.2007140698835124,0.2007140698835124
22,22,2021-01-12 02:15:00+00:00,1,47170,33925.99,589.6692857142859,2021-01-12 14:15:00+00:00,32991.54,0.028766963806588913,-1.6134688003081574,-1.5847018365015686,True,1.0,33336.32071428571,47216.0,2021-01-12 13:45:00+00:00,46.0,11.5,False,0.7569000541465722,1.3987658941997716,-0.6129688003081601,-0.6129688003081601
23,23,2021-01-12 14:15:00+00:00,1,47218,32991.54,604.6192857142856,2021-01-13 02:15:00+00:00,32813.95,0.027282904117939627,-0.32100492754000487,-0.29372202342206527,False,1.0,32386.920714285716,,,,,,,,,
24,24,2021-01-13 03:00:00+00:00,1,47269,34085.22,650.8957142857151,2021-01-13 15:00:00+00:00,34434.0,0.026183318811220546,0.5096628887225712,0.5358462075337916,True,1.0,33434.32428571428,47275.0,2021-01-13 04:30:00+00:00,6.0,1.5,False,0.932291106541091,2.9053282619335543,1.5101628887225753,1.5101628887225753
25,25,2021-01-13 16:15:00+00:00,1,47322,34484.07,343.4864285714289,2021-01-14 04:15:00+00:00,37293.6,0.050197136089801794,8.129252665420331,8.179449801510133,False,1.0,34140.58357142857,,,,,,,,,
26,26,2021-01-14 04:15:00+00:00,1,47370,37293.6,352.41285714285704,2021-01-14 16:15:00+00:00,39740.0,0.0529118039312657,6.888946162982547,6.941857966913813,False,1.0,36941.18714285714,,,,,,,,,
27,27,2021-01-14 16:30:00+00:00,1,47419,39856.48,393.6800000000003,2021-01-15 04:30:00+00:00,38700.01,0.05062040235724443,-2.988209307051413,-2.937588904694169,True,1.0,39462.8,47420.0,2021-01-14 16:45:00+00:00,1.0,0.25,True,1.6055933753302258,1.3620199146514853,-1.987709307051413,-1.5501204023572444
28,28,2021-01-15 05:30:00+00:00,-1,47471,38509.99,305.7728571428571,2021-01-15 17:30:00+00:00,35727.28,0.06297156385926062,9.037607297200067,9.100578861059327,True,1.0,38815.76285714286,47489.0,2021-01-15 10:00:00+00:00,18.0,4.5,False,0.11196920216220081,14.186226003429253,10.037107297200075,10.037107297200075
29,29,2021-01-15 17:30:00+00:00,-1,47519,35727.28,669.3921428571422,2021-01-16 05:30:00+00:00,35781.33,0.026686360440015437,-0.10743125799633162,-0.08074489755631618,True,1.0,36396.67214285714,47521.0,2021-01-15 18:00:00+00:00,2.0,0.5,True,1.5197786051097588,2.355378920534513,0.8920687420036668,-1.5271863604400155
30,30,2021-01-16 05:30:00+00:00,1,47567,35781.33,436.86500000000007,2021-01-16 17:30:00+00:00,37092.0,0.04095238803749442,2.9592192897119203,3.0001716777494147,False,1.0,35344.465000000004,,,,,,,,,
31,31,2021-01-16 17:30:00+00:00,-1,47615,37092.0,378.02499999999935,2021-01-17 05:30:00+00:00,35698.91,0.049060247338139094,3.6361193042788145,3.6851795516169537,False,1.0,37470.025,,,,,,,,,
32,32,2021-01-17 05:30:00+00:00,1,47663,35698.91,270.3785714285732,2021-01-17 17:30:00+00:00,35711.01,0.0660165297334421,-0.021264462526093007,0.044752067207349096,True,1.0,35428.53142857143,47665.0,2021-01-17 06:00:00+00:00,2.0,0.5,True,2.9797902411961776,1.2690301957572756,0.9792355374739203,-1.5655165297334421
33,33,2021-01-17 17:30:00+00:00,-1,47711,35711.01,331.3935714285721,2021-01-18 05:30:00+00:00,35322.13,0.053880058454448744,1.1195886914782067,1.1734687499326555,True,1.0,36042.40357142857,47717.0,2021-01-17 19:00:00+00:00,6.0,1.5,True,1.71275630400624,1.4526641822088928,2.119088691478197,-1.5543800584544487
34,34,2021-01-18 05:30:00+00:00,1,47759,35322.13,319.7699999999999,2021-01-18 17:30:00+00:00,35677.15,0.05523052506489041,1.0550049566876323,1.1102354817525226,False,1.0,35002.36,,,,,,,,,
35,35,2021-01-18 17:30:00+00:00,-1,47807,35677.15,358.3557142857145,2021-01-19 05:30:00+00:00,36285.48,0.04977896064963382,-1.747338049982264,-1.6975590893326302,True,1.0,36035.50571428572,47813.0,2021-01-18 19:00:00+00:00,6.0,1.5,True,1.538371689741627,0.7967103715781322,-0.7478380499822568,-1.5502789606496339
36,36,2021-01-19 05:30:00+00:00,1,47855,36285.48,225.52714285714268,2021-01-19 17:30:00+00:00,37293.51,0.0804459266860499,4.389215628147387,4.469661554833436,False,1.0,36059.95285714286,,,,,,,,,
37,37,2021-01-19 18:00:00+00:00,-1,47905,36980.0,304.1257142857129,2021-01-20 06:00:00+00:00,35434.38,0.060797226710758996,5.021377437901652,5.082174664612411,False,1.0,37284.125714285714,,,,,,,,,
38,38,2021-01-20 06:00:00+00:00,-1,47953,35434.38,327.81785714285695,2021-01-20 18:00:00+00:00,34900.01,0.05404583555763765,1.5760362004161586,1.6300820359737962,True,1.0,35762.197857142855,47958.0,2021-01-20 07:15:00+00:00,5.0,1.25,False,0.6796522459118254,7.196672803930753,2.5755362004161615,2.5755362004161615
39,39,2021-01-20 19:00:00+00:00,-1,48005,35103.16,346.47571428571507,2021-01-21 07:00:00+00:00,34724.99,0.050657461046537886,1.0408187504380984,1.0914762114846361,True,1.0,35449.635714285716,48022.0,2021-01-20 23:15:00+00:00,17.0,4.25,False,0.7832130060651474,4.183946102179905,2.040318750438091,2.040318750438091
40,40,2021-01-21 07:00:00+00:00,1,48053,34724.99,275.6664285714292,2021-01-21 19:00:00+00:00,31993.56,0.06298371219874938,-9.971444507207174,-9.908460795008425,True,1.0,34449.32357142857,48057.0,2021-01-21 08:00:00+00:00,4.0,1.0,True,2.790777155620262,1.0116445082436538,-8.970944507207177,-1.5624837121987494
41,41,2021-01-21 19:15:00+00:00,-1,48102,32585.16,535.3664285714286,2021-01-22 07:15:00+00:00,31216.94,0.030432576886591692,2.525237571596492,2.5556701484830837,False,1.0,33120.52642857143,,,,,,,,,
42,42,2021-01-22 07:15:00+00:00,1,48150,31216.94,383.2050000000002,2021-01-22 19:15:00+00:00,33593.5,0.04073138398507324,6.161066609256142,6.2017979932412155,True,1.0,30833.734999999997,48152.0,2021-01-22 07:45:00+00:00,2.0,0.5,False,0.8303258047259234,7.412729478999499,7.1615666092561465,7.1615666092561465
43,43,2021-01-22 19:15:00+00:00,-1,48198,33593.5,346.3992857142865,2021-01-23 07:15:00+00:00,33064.62,0.048489563035225544,1.4783034235883747,1.5267929866236003,False,1.0,33939.89928571429,,,,,,,,,
44,44,2021-01-23 07:15:00+00:00,-1,48246,33064.62,304.45071428571435,2021-01-23 19:15:00+00:00,32337.45,0.05430208971191677,2.3341633198899245,2.3884654096018414,False,1.0,33369.07071428571,,,,,,,,,
45,45,2021-01-23 20:30:00+00:00,-1,48299,32180.0,224.73785714285728,2021-01-24 08:30:00+00:00,32668.11,0.07159452441415867,-2.2435027476456706,-2.171908223231512,True,1.0,32404.737857142856,48304.0,2021-01-23 21:45:00+00:00,5.0,1.25,True,2.1743650538881902,3.523962839244445,-1.2440027476456756,-1.5720945244141586
46,46,2021-01-24 08:30:00+00:00,-1,48347,32668.11,187.5864285714285,2021-01-24 20:30:00+00:00,31665.52,0.08707482265317704,5.257608199648926,5.344683022302103,True,1.0,32855.69642857143,48357.0,2021-01-24 11:00:00+00:00,10.0,2.5,False,0.6626469322712255,10.349876818685475,6.257108199648918,6.257108199648918
47,47,2021-01-24 20:30:00+00:00,1,48395,31665.52,222.34142857142902,2021-01-25 08:30:00+00:00,33475.81,0.07120922133912437,8.070728210795465,8.14193743213459,False,1.0,31443.178571428572,,,,,,,,,
48,48,2021-01-25 08:45:00+00:00,1,48444,33488.1,212.05714285714308,2021-01-25 20:45:00+00:00,33498.0,0.07896008488278083,-0.032274555375902556,0.04668552950687828,True,1.0,33276.04285714286,48446.0,2021-01-25 09:15:00+00:00,2.0,0.5,True,1.6789948800862255,0.8303759094583567,0.9682254446240925,-1.5784600848827808
49,49,2021-01-25 21:45:00+00:00,-1,48496,32732.55,348.52642857142877,2021-01-26 09:45:00+00:00,31813.46,0.04695849054283645,2.590115557951128,2.6370740484939645,False,1.0,33081.076428571425,,,,,,,,,
50,50,2021-01-26 12:15:00+00:00,-1,48554,31627.93,325.71999999999986,2021-01-27 00:15:00+00:00,32313.18,0.048550795161488414,-2.1523516056735854,-2.103800810512097,True,1.0,31953.65,48569.0,2021-01-26 16:00:00+00:00,15.0,3.75,True,2.58593270293504,1.9494043964141075,-1.1528516056735816,-1.5490507951614885
51,51,2021-01-27 00:15:00+00:00,-1,48602,32313.18,259.6707142857153,2021-01-27 12:15:00+00:00,30593.52,0.06221953077936594,6.560244634000727,6.6224641647800935,False,1.0,32572.850714285716,,,,,,,,,
