split,model,n,base_rate,auc,brier,logloss
DISCOVERY_2023,BIAS_LOCATION,1559,0.35856318152661965,0.5036484794275492,0.26195966024813755,0.7443371223647538
DISCOVERY_2023,ROOM_DESTINATION_ONLY,1559,0.35856318152661965,0.5297996422182468,0.25662449113113217,0.7354369635904309
DISCOVERY_2023,BIAS_X_ROOM,1559,0.35856318152661965,0.5323416815742397,0.2558901178408906,0.7372510519304691
DISCOVERY_2023,BIAS_X_ROOM_PLUS_FIXED_RAW,1559,0.35856318152661965,0.5167280858676208,0.26306765986782726,0.7512933006243804
CONFIRMATION,BIAS_LOCATION,2354,0.33305012744265083,0.5099481671649552,0.23498697061376517,0.6674424976628317
CONFIRMATION,ROOM_DESTINATION_ONLY,2354,0.33305012744265083,0.5168005816976472,0.23559269296675428,0.6680168429205641
CONFIRMATION,BIAS_X_ROOM,2354,0.33305012744265083,0.5160194332510074,0.23525778749609683,0.6675090206666665
CONFIRMATION,BIAS_X_ROOM_PLUS_FIXED_RAW,2354,0.33305012744265083,0.5249561289483946,0.23305484492285491,0.6625669500413188
