sample,n,mean_net_atr,cum_net_atr,t,pf,dd_atr,stop_rate,long_n,short_n
PRIMARY_SL15_TIME12,17,-0.03336937060219071,-0.567279300237242,-0.05166529489307536,0.9708337818890385,11.262749713246794,0.7058823529411765,8,9
AUDIT_NOSTOP_TIME12,17,-0.18647266847093902,-3.1700353640059635,-0.1893418889745177,0.8936663818241143,19.893693609828766,0.0,8,9
AUDIT_VF1_SL15_TIME12,9,0.04991387688815211,0.449224891993369,0.05470489297689577,1.0459914353702098,6.506464074078129,0.6666666666666666,5,4
