cohort,n,mean_p_accept,actual_acceptance,ev_1p5,median_wait_from_T15_min
ROUTED_RETEST_CANDIDATES,1016,0.8333560405016269,0.6505905511811023,-0.15665273928699613,13.0
ROUTED_RETEST_ACTUAL_0,355,0.8304669264209259,0.0,-0.7609352907732697,9.0
ROUTED_RETEST_ACTUAL_1,661,0.8349076827083572,1.0,0.1678863012237862,16.0
