R,signal_ts,entry_ts,exit_ts
-1.002425608972488,1609499100,1609499280,1609526700
2.219174612101505,1609547400,1609547460,1609590000
-0.2115948490028303,1609765200,1609765800,1609852200
2.2210640196697513,1609858200,1609858260,1609907040
-1.00087118204824,1610281800,1610284320,1610300160
-1.0010176271144782,1610300400,1610300460,1610310420
-1.000489080374931,1610310600,1610310660,1610347740
-0.391313004168932,1610737500,1610737620,1610824020
-1.0011892673611311,1610825400,1610825520,1610868660
-1.0014987547926053,1610924700,1610927340,1610971560
-1.0017220158687412,1611005700,1611005940,1611020760
-1.0011816080616656,1611084900,1611084960,1611115080
-1.0012963752441508,1611356100,1611356640,1611400800
-1.0016924066978554,1611472200,1611472740,1611546600
-1.0013369844094269,1611549900,1611550500,1611610260
-0.012958671428033273,1611610500,1611610560,1611696960
2.2209087159895953,1611702900,1611704940,1611758220
-1.0013691159734437,1611830400,1611830460,1611852660
2.22108057827307,1611852900,1611859440,1611910500
0.2408953501291697,1611979800,1611980160,1612066560
-1.0017978993818153,1612067100,1612068960,1612106040
-1.0014054655863676,1612106400,1612107000,1612161600
-1.0013304670626018,1612196400,1612197180,1612256160
-1.0011796355284788,1612710000,1612710660,1612788180
1.1994408747787952,1612972200,1612972260,1613058660
1.5446711889236524,1613221500,1613221620,1613308020
1.2940428108190656,1613382000,1613382060,1613468460
2.2209224044451505,1613973900,1613977260,1614003180
-1.0007655280548609,1614019200,1614019320,1614055980
-0.1603767161361743,1614065100,1614067380,1614153780
2.2211660663937898,1614269700,1614271620,1614318720
-1.0011901049653182,1614563400,1614563700,1614603600
0.3277888721892365,1614603900,1614604500,1614690900
2.2211233229272715,1614706800,1614707100,1614776400
-1.0010781918655023,1614853200,1614853440,1614903660
0.628114511969343,1614996600,1614996660,1615083060
0.9565018128579783,1615083900,1615084380,1615170780
0.34015632444453736,1615458300,1615458360,1615544760
0.11897264036102394,1615803600,1615803840,1615890240
-1.0016159528985076,1615976700,1615979940,1616004720
-0.5008769008076264,1616022600,1616022660,1616109060
0.4916991477193178,1616122200,1616123640,1616210040
1.1335934514092503,1616291700,1616292060,1616378460
2.2203701720336992,1616383200,1616383440,1616450460
1.70713867362878,1616574000,1616574180,1616660580
0.9083502709940576,1616749200,1616749260,1616835660
-1.0027650181577072,1616837700,1616839140,1616847480
2.219677406810897,1616847600,1616847660,1616881860
-1.0017907117346434,1616969700,1616969820,1617007620
0.4058468300205795,1617186600,1617186840,1617273240
-1.002774672359223,1617400200,1617400800,1617437400
-1.0022195785140713,1617473400,1617474660,1617489120
0.4532997508932247,1617489300,1617489360,1617575760
-1.0043230766613358,1617581400,1617581460,1617632760
0.5979208655132595,1617722700,1617723120,1617809520
0.013245240992067397,1617925500,1617926280,1618012680
-0.4805690789038939,1618431000,1618431300,1618517700
-0.3728459543334323,1618554300,1618554360,1618640760
2.2202712186298905,1618672200,1618672680,1618716000
1.3212603447542164,1618950300,1618950360,1619036760
-1.0023374928832303,1619302200,1619302320,1619322420
-1.0010215364731692,1619404200,1619404440,1619457720
-1.002469332210997,1619672400,1619672460,1619719200
-1.0029669157551069,1619762700,1619762940,1619789880
-1.0020025880123309,1619950500,1619955600,1620006000
2.22045313908915,1620081000,1620081060,1620146880
-0.22718227494181284,1620230100,1620230280,1620316680
-1.0014975381024287,1620330900,1620331080,1620403980
-1.0017229624439214,1620564900,1620564960,1620598740
2.2206239740143525,1620650700,1620650760,1620677100
2.21998563805128,1620789000,1620789660,1620843300
1.9596743263736487,1621009800,1621010220,1621096620
2.2206645458273306,1621154700,1621154940,1621191540
0.1847749806762862,1621513800,1621514100,1621600500
0.6219697657360995,1621848600,1621848780,1621935180
-1.000848891738937,1621953000,1621953120,1622010300
-1.0013035986602574,1622010600,1622010660,1622037360
-1.0013885736145611,1622038200,1622039520,1622080380
-1.001116503680444,1622122500,1622124960,1622148480
2.220751129992823,1622151600,1622151660,1622192100
0.20693867091282303,1622358000,1622358840,1622445240
-0.6407205522245448,1622460900,1622463000,1622549400
0.9136589425826013,1622549700,1622550120,1622636520
0.6616170549470507,1622641200,1622643480,1622729880
-0.26162157607777936,1622783400,1622783460,1622869860
0.27395054663099094,1622889600,1622889780,1622976180
2.2203376786302997,1623081300,1623082800,1623100500
2.220889860607312,1623239400,1623239460,1623319260
