leg,bps,n,ev_r,pf,win_rate,cum_r,max_dd_r,recovery_factor,tp_rate,sl_rate,time_rate,dd_pct_at_025,median_hold_hours
BUY,1.0,19,-0.0953264048994547,0.8515323683148888,0.3684210526315789,-1.811201693089639,5.643543510848048,-0.32093341525730035,0.3684210526315789,0.631578947368421,0.0,1.410885877712012,6.533333333333333
BUY,2.0,19,-0.11170544137785675,0.8288192052970834,0.3684210526315789,-2.122403386179278,5.787087021696095,-0.36674813740009016,0.3684210526315789,0.631578947368421,0.0,1.4467717554240238,6.533333333333333
BUY,3.0,19,-0.1280844778562588,0.8068247030517415,0.3684210526315789,-2.433605079268917,5.930630532544142,-0.41034508319386753,0.3684210526315789,0.631578947368421,0.0,1.4826576331360355,6.533333333333333
BUY,5.0,19,-0.16084255081306287,0.7648594316833808,0.3684210526315789,-3.0560084654481945,6.217717554240237,-0.4915000462451238,0.3684210526315789,0.631578947368421,0.0,1.5544293885600593,6.533333333333333
SELL,1.0,0,,,,,,,,,,,
SELL,2.0,0,,,,,,,,,,,
SELL,3.0,0,,,,,,,,,,,
SELL,5.0,0,,,,,,,,,,,
