entry_time,exit_time,hold_hours,state,gross_r,samebar,entry_price,signal_atr,stop_distance,dir,cost_r_1bps,net_r_1bps,cost_r_2bps,net_r_2bps,cost_r_3bps,net_r_3bps,cost_r_5bps,net_r_5bps
2026-08-07 09:00:00,2026-08-07 12:45:00,3.75,TP,1.5,False,4278.47,18.203959024196696,27.305938536295045,1,0.015668642900931822,1.4843313570990682,0.031337285801863644,1.4686627141981363,0.04700592870279546,1.4529940712972045,0.07834321450465911,1.4216567854953408
2026-08-07 16:00:00,2026-08-07 17:12:00,1.2,SL,-1.0,False,4361.21,21.597754432080176,32.39663164812026,1,0.013461924212892822,-1.0134619242128928,0.026923848425785643,-1.0269238484257857,0.04038577263867846,-1.0403857726386785,0.0673096210644641,-1.0673096210644641
2026-08-07 21:00:00,2026-08-10 22:25:00,73.41666666666667,TP,1.5,False,4340.09,21.4811300097251,32.22169501458765,1,0.013469465209807,1.486530534790193,0.026938930419614,1.473061069580386,0.040408395629420994,1.459591604370579,0.067347326049035,1.432652673950965
2026-08-11 02:00:00,2026-08-11 08:32:00,6.533333333333333,SL,-1.0,False,4399.4,16.219589870359357,24.329384805539036,1,0.018082660269315133,-1.0180826602693152,0.036165320538630266,-1.0361653205386303,0.05424798080794539,-1.0542479808079455,0.09041330134657566,-1.0904133013465755
2026-08-12 16:00:00,2026-08-12 16:40:00,0.6666666666666666,SL,-1.0,False,4437.38,18.12088462479752,27.18132693719628,1,0.01632510440072618,-1.0163251044007262,0.03265020880145236,-1.0326502088014524,0.04897531320217854,-1.0489753132021786,0.0816255220036309,-1.0816255220036308
2026-08-13 09:00:00,2026-08-13 19:14:00,10.233333333333333,SL,-1.0,False,4382.84,18.63752527159198,27.956287907387967,1,0.015677474829702817,-1.0156774748297028,0.031354949659405634,-1.0313549496594057,0.04703242448910844,-1.0470324244891085,0.07838737414851407,-1.0783873741485142
2026-08-14 10:00:00,2026-08-14 15:02:00,5.033333333333333,TP,1.5,False,4335.6,16.893863929026185,25.34079589353928,1,0.01710917059675058,1.4828908294032495,0.03421834119350116,1.465781658806499,0.05132751179025173,1.4486724882097484,0.08554585298375289,1.414454147016247
2026-08-17 10:00:00,2026-08-17 15:42:00,5.7,SL,-1.0,False,4402.99,15.162167867641092,22.74325180146164,1,0.019359544705551002,-1.019359544705551,0.038719089411102005,-1.038719089411102,0.058078634116653004,-1.058078634116653,0.09679772352775502,-1.096797723527755
2026-08-17 23:00:00,2026-08-18 05:35:00,6.583333333333333,SL,-1.0,False,4419.66,16.069250219819125,24.103875329728687,1,0.018335889725371177,-1.0183358897253711,0.036671779450742355,-1.0366717794507423,0.05500766917611352,-1.0550076691761134,0.09167944862685588,-1.091679448626856
2026-08-18 11:00:00,2026-08-18 17:53:00,6.883333333333334,SL,-1.0,False,4395.61,14.277253378487343,21.415880067731013,1,0.02052500287682882,-1.020525002876829,0.04105000575365764,-1.0410500057536576,0.06157500863048645,-1.0615750086304865,0.10262501438414408,-1.102625014384144
