split,model,n_snapshots,n_trades,positive_rate,auc,mae,rmse,pred_mean,actual_mean
CONFIRMATION,MINIMAL,27004,2192,0.4522663309139387,0.6064141650444431,0.8963722693269967,1.078034083874896,-0.030761390342221258,0.017534868431793856
CONFIRMATION,FULL_LIVE_STATE,27004,2192,0.4522663309139387,0.593824158739005,0.8981798145915183,1.083019116509383,-0.037866721291508317,0.017534868431793856
