band,n,ev,pf,ext_mean,ext_median,ext_rho,ext_rho_p,ext_slope,cum_r
LOW_BAND,111,-0.08980836533015707,0.8466362494034653,14.552083454476431,11.868977316629028,-0.16936644436644438,0.07556025910291042,-0.015804556173729053,-9.968728551647434
MID_SPIKE,67,0.2440039411413301,1.5572721976357222,11.134827146026405,9.471541835817158,0.16521669726235136,0.1815133815733256,0.020746356944653998,16.348264056469116
DEAD_MID,79,0.0015608431469798238,1.0032649474985316,10.220036658668349,9.392108176025378,-0.02088607594936709,0.8550330579805993,0.006195874093828578,0.12330660861140608
TOP_BAND,70,0.3102099601348787,1.7654605734673043,8.816996149325949,7.534838826110905,0.18085906744816727,0.1340511790555421,0.015499024882350972,21.71469720944151
