bucket,trades,ev40,cum40,pf40
0-4h,348,0.06203842827137738,21.589373038439327,1.109970769300015
4-8h,13,0.22820771327686137,2.9667002725991978,1.449852170811757
8-12h,26,-0.45197575701459886,-11.75136968237957,0.45053657310886075
12-24h,57,0.018025839157329717,1.027472831967794,1.03099724338576
