month,trades,net40_r,expectancy_net40,variant
2026-02,5,-0.15849288194183608,-0.03169857638836722,C1_EXPANSION_RAW_24H
2026-03,4,-1.5941942011404133,-0.39854855028510333,C1_EXPANSION_RAW_24H
2026-04,0,0.0,,C1_EXPANSION_RAW_24H
2026-05,0,0.0,,C1_EXPANSION_RAW_24H
2026-06,0,0.0,,C1_EXPANSION_RAW_24H
2023-01,14,-5.729351652574666,-0.40923940375533324,X1_EXP_LIVE4H
2023-02,0,0.0,,X1_EXP_LIVE4H
2023-03,12,-1.3742352046792459,-0.11451960038993715,X1_EXP_LIVE4H
2023-04,2,-2.32527900097622,-1.16263950048811,X1_EXP_LIVE4H
2023-05,6,-2.0804939420124677,-0.3467489903354113,X1_EXP_LIVE4H
2023-06,0,0.0,,X1_EXP_LIVE4H
2023-07,5,-1.4182600990337817,-0.28365201980675636,X1_EXP_LIVE4H
2023-08,0,0.0,,X1_EXP_LIVE4H
2023-09,0,0.0,,X1_EXP_LIVE4H
2023-10,8,5.724672091174468,0.7155840113968085,X1_EXP_LIVE4H
2023-11,7,1.457163763709528,0.208166251958504,X1_EXP_LIVE4H
2023-12,6,0.7002908571736965,0.11671514286228275,X1_EXP_LIVE4H
2024-01,0,0.0,,X1_EXP_LIVE4H
2024-02,2,-0.04472799570195418,-0.02236399785097709,X1_EXP_LIVE4H
2024-03,19,10.561764197416752,0.555882326179829,X1_EXP_LIVE4H
2024-04,17,-0.2826365348931552,-0.016625678523126776,X1_EXP_LIVE4H
2024-05,11,-0.17604233051021945,-0.016003848228201768,X1_EXP_LIVE4H
2024-06,2,-2.157864141143591,-1.0789320705717955,X1_EXP_LIVE4H
2024-07,15,-2.397751240784817,-0.1598500827189878,X1_EXP_LIVE4H
2024-08,12,0.575609980223333,0.047967498351944415,X1_EXP_LIVE4H
2024-09,17,-2.4017541071713815,-0.14127965336302245,X1_EXP_LIVE4H
2024-10,13,7.37374145367089,0.5672108810516069,X1_EXP_LIVE4H
2024-11,0,0.0,,X1_EXP_LIVE4H
2024-12,4,0.4363818835688569,0.10909547089221422,X1_EXP_LIVE4H
2025-01,16,-10.134702694458888,-0.6334189184036805,X1_EXP_LIVE4H
2025-02,11,1.593087628967072,0.14482614808791563,X1_EXP_LIVE4H
2025-03,14,4.331386008048754,0.3093847148606253,X1_EXP_LIVE4H
2025-04,18,7.34181273203871,0.40787848511326164,X1_EXP_LIVE4H
2025-05,6,2.405585209710044,0.4009308682850073,X1_EXP_LIVE4H
2025-06,6,-1.4363917658231415,-0.23939862763719025,X1_EXP_LIVE4H
2025-07,5,-0.7594059248674339,-0.15188118497348677,X1_EXP_LIVE4H
2025-08,4,-4.56208810784199,-1.1405220269604974,X1_EXP_LIVE4H
2025-09,29,-0.4716180912890746,-0.01626269280307154,X1_EXP_LIVE4H
2025-10,24,9.987318440904591,0.41613826837102463,X1_EXP_LIVE4H
2025-11,7,-2.335923318564122,-0.333703331223446,X1_EXP_LIVE4H
2025-12,13,3.7376984484783122,0.2875152652675625,X1_EXP_LIVE4H
2026-01,19,3.5212813054797474,0.18533059502524987,X1_EXP_LIVE4H
2026-02,4,-1.6268903404403994,-0.40672258511009984,X1_EXP_LIVE4H
2026-03,3,-0.5808980574234759,-0.1936326858078253,X1_EXP_LIVE4H
2026-04,0,0.0,,X1_EXP_LIVE4H
2026-05,0,0.0,,X1_EXP_LIVE4H
2026-06,0,0.0,,X1_EXP_LIVE4H
2023-01,8,-2.598149893382794,-0.3247687366728492,X2_EXP_FORMING_LIVE4H
2023-02,0,0.0,,X2_EXP_FORMING_LIVE4H
2023-03,2,0.3208153809105192,0.1604076904552596,X2_EXP_FORMING_LIVE4H
2023-04,2,-2.32527900097622,-1.16263950048811,X2_EXP_FORMING_LIVE4H
2023-05,4,-4.6164369737942685,-1.1541092434485671,X2_EXP_FORMING_LIVE4H
2023-06,0,0.0,,X2_EXP_FORMING_LIVE4H
2023-07,2,0.006688487465029702,0.003344243732514851,X2_EXP_FORMING_LIVE4H
2023-08,0,0.0,,X2_EXP_FORMING_LIVE4H
2023-09,0,0.0,,X2_EXP_FORMING_LIVE4H
2023-10,2,2.6625428510117057,1.3312714255058529,X2_EXP_FORMING_LIVE4H
2023-11,5,-0.8510249118976323,-0.17020498237952647,X2_EXP_FORMING_LIVE4H
2023-12,4,0.5972534147056736,0.1493133536764184,X2_EXP_FORMING_LIVE4H
2024-01,0,0.0,,X2_EXP_FORMING_LIVE4H
2024-02,2,-0.04472799570195418,-0.02236399785097709,X2_EXP_FORMING_LIVE4H
2024-03,8,1.9311287678322508,0.24139109597903136,X2_EXP_FORMING_LIVE4H
2024-04,6,-1.5217438634984244,-0.2536239772497374,X2_EXP_FORMING_LIVE4H
2024-05,8,3.1486253217230233,0.3935781652153779,X2_EXP_FORMING_LIVE4H
2024-06,2,-2.157864141143591,-1.0789320705717955,X2_EXP_FORMING_LIVE4H
2024-07,9,-2.9890266563337824,-0.33211407292597583,X2_EXP_FORMING_LIVE4H
2024-08,8,0.14074978297410556,0.017593722871763195,X2_EXP_FORMING_LIVE4H
2024-09,7,-0.17053783604601302,-0.02436254800657329,X2_EXP_FORMING_LIVE4H
2024-10,9,4.53516230474496,0.5039069227494399,X2_EXP_FORMING_LIVE4H
2024-11,0,0.0,,X2_EXP_FORMING_LIVE4H
2024-12,2,-2.179443603890759,-1.0897218019453796,X2_EXP_FORMING_LIVE4H
2025-01,12,-5.173843104504693,-0.4311535920420577,X2_EXP_FORMING_LIVE4H
2025-02,6,-0.3833693856297884,-0.06389489760496474,X2_EXP_FORMING_LIVE4H
2025-03,8,1.2026035360634646,0.15032544200793307,X2_EXP_FORMING_LIVE4H
2025-04,7,4.762814658962511,0.6804020941375015,X2_EXP_FORMING_LIVE4H
2025-05,3,1.8501966203989502,0.61673220679965,X2_EXP_FORMING_LIVE4H
2025-06,6,-1.4363917658231415,-0.23939862763719025,X2_EXP_FORMING_LIVE4H
2025-07,5,-0.7594059248674339,-0.15188118497348677,X2_EXP_FORMING_LIVE4H
2025-08,2,-2.2585226648388725,-1.1292613324194363,X2_EXP_FORMING_LIVE4H
2025-09,10,-1.3317192585827609,-0.13317192585827609,X2_EXP_FORMING_LIVE4H
2025-10,6,-0.9056805986861589,-0.15094676644769314,X2_EXP_FORMING_LIVE4H
2025-11,4,-1.6937498390168015,-0.4234374597542004,X2_EXP_FORMING_LIVE4H
2025-12,8,9.003670315557116,1.1254587894446395,X2_EXP_FORMING_LIVE4H
2026-01,5,1.2439846226223423,0.24879692452446847,X2_EXP_FORMING_LIVE4H
2026-02,2,0.43542514484472616,0.21771257242236308,X2_EXP_FORMING_LIVE4H
2026-03,2,0.436856722993072,0.218428361496536,X2_EXP_FORMING_LIVE4H
2026-04,0,0.0,,X2_EXP_FORMING_LIVE4H
2026-05,0,0.0,,X2_EXP_FORMING_LIVE4H
2026-06,0,0.0,,X2_EXP_FORMING_LIVE4H
2023-01,10,-2.7692730631021965,-0.27692730631021967,X3_EXP_MATURE_LIVE4H
2023-02,0,0.0,,X3_EXP_MATURE_LIVE4H
2023-03,12,-2.590284794178805,-0.21585706618156708,X3_EXP_MATURE_LIVE4H
2023-04,2,0.2636016197083004,0.1318008098541502,X3_EXP_MATURE_LIVE4H
2023-05,3,-2.1306664413860203,-0.7102221471286735,X3_EXP_MATURE_LIVE4H
2023-06,0,0.0,,X3_EXP_MATURE_LIVE4H
2023-07,4,-0.2666018254853907,-0.06665045637134767,X3_EXP_MATURE_LIVE4H
2023-08,0,0.0,,X3_EXP_MATURE_LIVE4H
2023-09,0,0.0,,X3_EXP_MATURE_LIVE4H
2023-10,7,2.7163580123032833,0.38805114461475476,X3_EXP_MATURE_LIVE4H
2023-11,4,4.962353385634092,1.240588346408523,X3_EXP_MATURE_LIVE4H
2023-12,3,0.3222755268127222,0.10742517560424074,X3_EXP_MATURE_LIVE4H
2024-01,0,0.0,,X3_EXP_MATURE_LIVE4H
2024-02,0,0.0,,X3_EXP_MATURE_LIVE4H
2024-03,15,5.671481888488737,0.3780987925659158,X3_EXP_MATURE_LIVE4H
2024-04,15,2.037705539716,0.13584703598106668,X3_EXP_MATURE_LIVE4H
2024-05,5,-4.117787918441861,-0.8235575836883722,X3_EXP_MATURE_LIVE4H
2024-06,0,0.0,,X3_EXP_MATURE_LIVE4H
2024-07,9,-2.8070985455456627,-0.3118998383939625,X3_EXP_MATURE_LIVE4H
2024-08,10,8.525401950353968,0.8525401950353968,X3_EXP_MATURE_LIVE4H
2024-09,16,-4.1354275801427205,-0.25846422375892003,X3_EXP_MATURE_LIVE4H
2024-10,9,-3.9720465247985786,-0.4413385027553976,X3_EXP_MATURE_LIVE4H
2024-11,0,0.0,,X3_EXP_MATURE_LIVE4H
2024-12,4,1.6163585883904985,0.4040896470976246,X3_EXP_MATURE_LIVE4H
2025-01,7,-0.837216450810673,-0.11960235011581043,X3_EXP_MATURE_LIVE4H
2025-02,6,0.9042216863897277,0.15070361439828794,X3_EXP_MATURE_LIVE4H
2025-03,11,3.6713936791463326,0.3337630617405757,X3_EXP_MATURE_LIVE4H
2025-04,11,2.5937227969553263,0.2357929815413933,X3_EXP_MATURE_LIVE4H
2025-05,4,1.9868076091879137,0.4967019022969784,X3_EXP_MATURE_LIVE4H
2025-06,3,-1.3737768891785507,-0.45792562972618356,X3_EXP_MATURE_LIVE4H
2025-07,3,-0.8113115570601803,-0.27043718568672676,X3_EXP_MATURE_LIVE4H
2025-08,2,-2.3035654430031176,-1.1517827215015588,X3_EXP_MATURE_LIVE4H
2025-09,25,4.3022941373449,0.17209176549379598,X3_EXP_MATURE_LIVE4H
2025-10,19,12.299305250568397,0.6473318552930735,X3_EXP_MATURE_LIVE4H
2025-11,4,-1.6869388471656273,-0.4217347117914068,X3_EXP_MATURE_LIVE4H
2025-12,10,-6.769700441551492,-0.6769700441551492,X3_EXP_MATURE_LIVE4H
2026-01,15,1.262984417558586,0.0841989611705724,X3_EXP_MATURE_LIVE4H
2026-02,4,0.8998824551379332,0.2249706137844833,X3_EXP_MATURE_LIVE4H
2026-03,1,-1.0177547804165479,-1.0177547804165479,X3_EXP_MATURE_LIVE4H
2026-04,0,0.0,,X3_EXP_MATURE_LIVE4H
2026-05,0,0.0,,X3_EXP_MATURE_LIVE4H
2026-06,0,0.0,,X3_EXP_MATURE_LIVE4H
2023-01,14,-5.729351652574666,-0.40923940375533324,X4_EXP_ADX_HIGH_LIVE4H
2023-02,0,0.0,,X4_EXP_ADX_HIGH_LIVE4H
2023-03,12,-1.3742352046792459,-0.11451960038993715,X4_EXP_ADX_HIGH_LIVE4H
2023-04,2,-2.32527900097622,-1.16263950048811,X4_EXP_ADX_HIGH_LIVE4H
2023-05,4,0.28094445972242355,0.07023611493060589,X4_EXP_ADX_HIGH_LIVE4H
2023-06,0,0.0,,X4_EXP_ADX_HIGH_LIVE4H
2023-07,5,-1.4182600990337817,-0.28365201980675636,X4_EXP_ADX_HIGH_LIVE4H
2023-08,0,0.0,,X4_EXP_ADX_HIGH_LIVE4H
2023-09,0,0.0,,X4_EXP_ADX_HIGH_LIVE4H
2023-10,8,6.311956042725521,0.7889945053406902,X4_EXP_ADX_HIGH_LIVE4H
2023-11,7,3.7393630300590512,0.5341947185798644,X4_EXP_ADX_HIGH_LIVE4H
2023-12,6,0.7002908571736965,0.11671514286228275,X4_EXP_ADX_HIGH_LIVE4H
2024-01,0,0.0,,X4_EXP_ADX_HIGH_LIVE4H
2024-02,2,-0.04472799570195418,-0.02236399785097709,X4_EXP_ADX_HIGH_LIVE4H
2024-03,16,10.668644561258228,0.6667902850786392,X4_EXP_ADX_HIGH_LIVE4H
2024-04,15,-0.5997868351215816,-0.03998578900810544,X4_EXP_ADX_HIGH_LIVE4H
2024-05,11,-0.17604233051021945,-0.016003848228201768,X4_EXP_ADX_HIGH_LIVE4H
2024-06,2,-2.157864141143591,-1.0789320705717955,X4_EXP_ADX_HIGH_LIVE4H
2024-07,14,-3.843341984500648,-0.274524427464332,X4_EXP_ADX_HIGH_LIVE4H
2024-08,9,5.0092178532720535,0.5565797614746726,X4_EXP_ADX_HIGH_LIVE4H
2024-09,17,-2.4017541071713815,-0.14127965336302245,X4_EXP_ADX_HIGH_LIVE4H
2024-10,10,8.518675171274579,0.8518675171274579,X4_EXP_ADX_HIGH_LIVE4H
2024-11,0,0.0,,X4_EXP_ADX_HIGH_LIVE4H
2024-12,4,0.4363818835688569,0.10909547089221422,X4_EXP_ADX_HIGH_LIVE4H
2025-01,13,-9.16873338519689,-0.705287183476684,X4_EXP_ADX_HIGH_LIVE4H
2025-02,9,1.2589164857523127,0.13987960952803474,X4_EXP_ADX_HIGH_LIVE4H
2025-03,14,4.331386008048754,0.3093847148606253,X4_EXP_ADX_HIGH_LIVE4H
2025-04,16,4.650940377238471,0.29068377357740444,X4_EXP_ADX_HIGH_LIVE4H
2025-05,2,-0.899360681009862,-0.449680340504931,X4_EXP_ADX_HIGH_LIVE4H
2025-06,4,-1.7517425944123952,-0.4379356486030988,X4_EXP_ADX_HIGH_LIVE4H
2025-07,4,0.3959618033772727,0.09899045084431818,X4_EXP_ADX_HIGH_LIVE4H
2025-08,4,-4.615690999966581,-1.1539227499916453,X4_EXP_ADX_HIGH_LIVE4H
2025-09,16,-3.3464532817039068,-0.20915333010649417,X4_EXP_ADX_HIGH_LIVE4H
2025-10,18,8.600621505889606,0.4778123058827559,X4_EXP_ADX_HIGH_LIVE4H
2025-11,6,-3.755341031488391,-0.6258901719147318,X4_EXP_ADX_HIGH_LIVE4H
2025-12,12,2.3471095358516347,0.19559246132096955,X4_EXP_ADX_HIGH_LIVE4H
2026-01,15,2.669948900984539,0.17799659339896928,X4_EXP_ADX_HIGH_LIVE4H
2026-02,4,-1.6147239159468165,-0.40368097898670413,X4_EXP_ADX_HIGH_LIVE4H
2026-03,3,-0.5808980574234759,-0.1936326858078253,X4_EXP_ADX_HIGH_LIVE4H
2026-04,0,0.0,,X4_EXP_ADX_HIGH_LIVE4H
2026-05,0,0.0,,X4_EXP_ADX_HIGH_LIVE4H
2026-06,0,0.0,,X4_EXP_ADX_HIGH_LIVE4H
2023-01,5,-0.7337680270248883,-0.14675360540497767,X5_EXP_BREAKOUT_ACCEPT_LIVE4H
2023-02,0,0.0,,X5_EXP_BREAKOUT_ACCEPT_LIVE4H
2023-03,2,-2.102932873838697,-1.0514664369193485,X5_EXP_BREAKOUT_ACCEPT_LIVE4H
2023-04,0,0.0,,X5_EXP_BREAKOUT_ACCEPT_LIVE4H
2023-05,1,-1.0908295375766264,-1.0908295375766264,X5_EXP_BREAKOUT_ACCEPT_LIVE4H
2023-06,0,0.0,,X5_EXP_BREAKOUT_ACCEPT_LIVE4H
2023-07,3,-3.4604947405445063,-1.1534982468481687,X5_EXP_BREAKOUT_ACCEPT_LIVE4H
2023-08,0,0.0,,X5_EXP_BREAKOUT_ACCEPT_LIVE4H
2023-09,0,0.0,,X5_EXP_BREAKOUT_ACCEPT_LIVE4H
2023-10,3,-0.9005066642046506,-0.3001688880682169,X5_EXP_BREAKOUT_ACCEPT_LIVE4H
2023-11,3,-1.05465870805643,-0.3515529026854767,X5_EXP_BREAKOUT_ACCEPT_LIVE4H
2023-12,2,-2.1788262237803147,-1.0894131118901573,X5_EXP_BREAKOUT_ACCEPT_LIVE4H
2024-01,0,0.0,,X5_EXP_BREAKOUT_ACCEPT_LIVE4H
2024-02,0,0.0,,X5_EXP_BREAKOUT_ACCEPT_LIVE4H
2024-03,9,4.079914962230903,0.4533238846923226,X5_EXP_BREAKOUT_ACCEPT_LIVE4H
2024-04,6,-0.2932916372091249,-0.048881939534854146,X5_EXP_BREAKOUT_ACCEPT_LIVE4H
2024-05,5,4.048333645398449,0.8096667290796897,X5_EXP_BREAKOUT_ACCEPT_LIVE4H
2024-06,0,0.0,,X5_EXP_BREAKOUT_ACCEPT_LIVE4H
2024-07,4,2.6524974897402567,0.6631243724350642,X5_EXP_BREAKOUT_ACCEPT_LIVE4H
2024-08,3,-1.6135915251662947,-0.5378638417220982,X5_EXP_BREAKOUT_ACCEPT_LIVE4H
2024-09,8,5.734058272347712,0.716757284043464,X5_EXP_BREAKOUT_ACCEPT_LIVE4H
2024-10,8,-1.4980319525791457,-0.1872539940723932,X5_EXP_BREAKOUT_ACCEPT_LIVE4H
2024-11,0,0.0,,X5_EXP_BREAKOUT_ACCEPT_LIVE4H
2024-12,2,-2.172346299523135,-1.0861731497615674,X5_EXP_BREAKOUT_ACCEPT_LIVE4H
2025-01,9,1.0837493765896726,0.12041659739885252,X5_EXP_BREAKOUT_ACCEPT_LIVE4H
2025-02,4,-0.6040099021785734,-0.15100247554464336,X5_EXP_BREAKOUT_ACCEPT_LIVE4H
2025-03,8,1.3787115925572224,0.1723389490696528,X5_EXP_BREAKOUT_ACCEPT_LIVE4H
2025-04,12,6.0218366151639655,0.5018197179303304,X5_EXP_BREAKOUT_ACCEPT_LIVE4H
2025-05,2,0.4152066195118018,0.2076033097559009,X5_EXP_BREAKOUT_ACCEPT_LIVE4H
2025-06,2,0.3275891666768276,0.1637945833384138,X5_EXP_BREAKOUT_ACCEPT_LIVE4H
2025-07,1,1.3284462847755505,1.3284462847755505,X5_EXP_BREAKOUT_ACCEPT_LIVE4H
2025-08,1,-1.0977563249142481,-1.0977563249142481,X5_EXP_BREAKOUT_ACCEPT_LIVE4H
2025-09,15,-6.825610293751282,-0.4550406862500855,X5_EXP_BREAKOUT_ACCEPT_LIVE4H
2025-10,15,0.5270365079267192,0.03513576719511461,X5_EXP_BREAKOUT_ACCEPT_LIVE4H
2025-11,4,-1.6937498390168015,-0.4234374597542004,X5_EXP_BREAKOUT_ACCEPT_LIVE4H
2025-12,7,3.8089630166295025,0.5441375738042147,X5_EXP_BREAKOUT_ACCEPT_LIVE4H
2026-01,10,5.611890783192534,0.5611890783192534,X5_EXP_BREAKOUT_ACCEPT_LIVE4H
2026-02,2,0.46049559994727707,0.23024779997363853,X5_EXP_BREAKOUT_ACCEPT_LIVE4H
2026-03,0,0.0,,X5_EXP_BREAKOUT_ACCEPT_LIVE4H
2026-04,0,0.0,,X5_EXP_BREAKOUT_ACCEPT_LIVE4H
2026-05,0,0.0,,X5_EXP_BREAKOUT_ACCEPT_LIVE4H
2026-06,0,0.0,,X5_EXP_BREAKOUT_ACCEPT_LIVE4H
2023-01,14,-5.729351652574666,-0.40923940375533324,X6_EXP_NO_G1_LIVE4H
2023-02,0,0.0,,X6_EXP_NO_G1_LIVE4H
2023-03,12,-1.3742352046792459,-0.11451960038993715,X6_EXP_NO_G1_LIVE4H
2023-04,2,-2.32527900097622,-1.16263950048811,X6_EXP_NO_G1_LIVE4H
2023-05,6,-2.0804939420124677,-0.3467489903354113,X6_EXP_NO_G1_LIVE4H
2023-06,0,0.0,,X6_EXP_NO_G1_LIVE4H
2023-07,5,-1.4182600990337817,-0.28365201980675636,X6_EXP_NO_G1_LIVE4H
2023-08,0,0.0,,X6_EXP_NO_G1_LIVE4H
2023-09,0,0.0,,X6_EXP_NO_G1_LIVE4H
2023-10,8,5.724672091174468,0.7155840113968085,X6_EXP_NO_G1_LIVE4H
2023-11,7,1.457163763709528,0.208166251958504,X6_EXP_NO_G1_LIVE4H
2023-12,6,0.7002908571736965,0.11671514286228275,X6_EXP_NO_G1_LIVE4H
2024-01,0,0.0,,X6_EXP_NO_G1_LIVE4H
2024-02,2,-0.04472799570195418,-0.02236399785097709,X6_EXP_NO_G1_LIVE4H
2024-03,19,10.561764197416752,0.555882326179829,X6_EXP_NO_G1_LIVE4H
2024-04,17,-0.2826365348931552,-0.016625678523126776,X6_EXP_NO_G1_LIVE4H
2024-05,11,-0.17604233051021945,-0.016003848228201768,X6_EXP_NO_G1_LIVE4H
2024-06,2,-2.157864141143591,-1.0789320705717955,X6_EXP_NO_G1_LIVE4H
2024-07,15,-2.397751240784817,-0.1598500827189878,X6_EXP_NO_G1_LIVE4H
2024-08,12,0.575609980223333,0.047967498351944415,X6_EXP_NO_G1_LIVE4H
2024-09,17,-2.4017541071713815,-0.14127965336302245,X6_EXP_NO_G1_LIVE4H
2024-10,13,7.37374145367089,0.5672108810516069,X6_EXP_NO_G1_LIVE4H
2024-11,0,0.0,,X6_EXP_NO_G1_LIVE4H
2024-12,4,0.4363818835688569,0.10909547089221422,X6_EXP_NO_G1_LIVE4H
2025-01,16,-10.134702694458888,-0.6334189184036805,X6_EXP_NO_G1_LIVE4H
2025-02,11,1.593087628967072,0.14482614808791563,X6_EXP_NO_G1_LIVE4H
2025-03,14,4.331386008048754,0.3093847148606253,X6_EXP_NO_G1_LIVE4H
2025-04,18,7.34181273203871,0.40787848511326164,X6_EXP_NO_G1_LIVE4H
2025-05,6,2.405585209710044,0.4009308682850073,X6_EXP_NO_G1_LIVE4H
2025-06,6,-1.4363917658231415,-0.23939862763719025,X6_EXP_NO_G1_LIVE4H
2025-07,5,-0.7594059248674339,-0.15188118497348677,X6_EXP_NO_G1_LIVE4H
2025-08,4,-4.56208810784199,-1.1405220269604974,X6_EXP_NO_G1_LIVE4H
2025-09,25,1.4100119389921864,0.056400477559687454,X6_EXP_NO_G1_LIVE4H
2025-10,24,9.987318440904591,0.41613826837102463,X6_EXP_NO_G1_LIVE4H
2025-11,7,-4.823716927874265,-0.6891024182677521,X6_EXP_NO_G1_LIVE4H
2025-12,13,3.7376984484783122,0.2875152652675625,X6_EXP_NO_G1_LIVE4H
2026-01,19,3.5212813054797474,0.18533059502524987,X6_EXP_NO_G1_LIVE4H
2026-02,1,-1.033928100024064,-1.033928100024064,X6_EXP_NO_G1_LIVE4H
2026-03,3,-0.5808980574234759,-0.1936326858078253,X6_EXP_NO_G1_LIVE4H
2026-04,0,0.0,,X6_EXP_NO_G1_LIVE4H
2026-05,0,0.0,,X6_EXP_NO_G1_LIVE4H
2026-06,0,0.0,,X6_EXP_NO_G1_LIVE4H
2023-01,20,-10.518560305465384,-0.5259280152732692,D0_CORE_PLUS_RAW_EXP24H
2023-02,0,0.0,,D0_CORE_PLUS_RAW_EXP24H
2023-03,18,1.3450305018443502,0.07472391676913057,D0_CORE_PLUS_RAW_EXP24H
2023-04,5,0.7545956764788844,0.15091913529577689,D0_CORE_PLUS_RAW_EXP24H
2023-05,6,-1.9880066261826876,-0.3313344376971146,D0_CORE_PLUS_RAW_EXP24H
2023-06,0,0.0,,D0_CORE_PLUS_RAW_EXP24H
