policy,session,trade_share_all,top5_negative_loss_share,top5_episode_trade_share
P0,S1_ASIA,0.3352192362093352,0.23979560637505062,0.25688073394495414
P0,S2_LONDON,0.3468175388967468,0.30116547336063476,0.3256880733944954
P0,S3_NY_OVERLAP,0.25205091937765206,0.4096039245966248,0.3348623853211009
P0,S4_LATE_NY,0.06591230551626591,0.04943499566768976,0.08256880733944955
P4b,S1_ASIA,0.3352192362093352,0.24118936202385388,0.3172043010752688
P4b,S2_LONDON,0.3468175388967468,0.2844331905286176,0.3064516129032258
P4b,S3_NY_OVERLAP,0.25205091937765206,0.4248156245798763,0.3172043010752688
P4b,S4_LATE_NY,0.06591230551626591,0.04956182286765223,0.05913978494623656
