policy,session,N,trade_share,EV_net_R,total_net_R,standalone_gross_MaxDD_R,recorded_cost_mean_R,recorded_cost_median_R,TP_share,SL_share,TO_share,BE_share,median_hold_min,tb_flag_share
P0,S1_ASIA,1185,0.3352192362093352,0.5108979821292021,605.4141088231045,14.394074017000094,0.08833905310421569,0.07703405863406121,0.2970464135021097,0.18734177215189873,0.5156118143459916,0.0,120.0,
P0,S2_LONDON,1226,0.3468175388967468,0.6445906176139975,790.2680971947609,8.0,0.06983376217189156,0.06065200282938066,0.3629690048939641,0.20880913539967375,0.4282218597063622,0.0,100.0,
P0,S3_NY_OVERLAP,891,0.25205091937765206,0.4143473552334196,369.18349351297684,15.56181427999999,0.052452889850418793,0.040251572327044016,0.287317620650954,0.2244668911335578,0.4882154882154882,0.0,105.0,
P0,S4_LATE_NY,233,0.06591230551626591,0.3605541283750371,84.00911191138364,9.064971309999997,0.05621327770650802,0.03810323019832884,0.12875536480686695,0.1888412017167382,0.6824034334763949,0.0,120.0,
P4b,S1_ASIA,1185,0.3352192362093352,0.6117477102818609,724.9210366840052,9.92576444,0.08833905387678889,0.07703405863406121,0.22784810126582278,0.13164556962025317,0.29873417721518986,0.34177215189873417,68.0,0.3527426160337553
P4b,S2_LONDON,1226,0.3468175388967468,0.7801635159451612,956.4804705487676,5.38740820000001,0.0698337624553283,0.06065200282938066,0.2642740619902121,0.14763458401305057,0.3278955954323002,0.2601957585644372,69.0,0.41353996737357257
P4b,S3_NY_OVERLAP,891,0.25205091937765206,0.5278478613362828,470.31244445062794,11.0,0.05245288953498545,0.040251572327044016,0.2255892255892256,0.1840628507295174,0.2772166105499439,0.31313131313131315,60.0,0.3254769921436588
P4b,S4_LATE_NY,233,0.06591230551626591,0.4497761904823565,104.79785238238907,7.023887209999998,0.05621327908845892,0.03810323019832884,0.07296137339055794,0.16738197424892703,0.43776824034334766,0.3218884120171674,81.0,0.2532188841201717
