comment,symbol,side,signal_ts,signal_utc,signal_z,entry_status,signal_price,atr15,max_adverse_atr,lab_entry_ts,lab_entry_utc,lab_entry_price,confirm_z,CONTROL_2P5_exit_ts,CONTROL_2P5_exit_price,CONTROL_2P5_reason,CONTROL_2P5_gross_R,CONTROL_2P5_cost_R,CONTROL_2P5_net_R,CONTROL_2P5_hold_min,CONTROL_2P5_exit_utc,BALANCED_3P5_exit_ts,BALANCED_3P5_exit_price,BALANCED_3P5_reason,BALANCED_3P5_gross_R,BALANCED_3P5_cost_R,BALANCED_3P5_net_R,BALANCED_3P5_hold_min,BALANCED_3P5_exit_utc,AGGRESSIVE_5P0_exit_ts,AGGRESSIVE_5P0_exit_price,AGGRESSIVE_5P0_reason,AGGRESSIVE_5P0_gross_R,AGGRESSIVE_5P0_cost_R,AGGRESSIVE_5P0_net_R,AGGRESSIVE_5P0_hold_min,AGGRESSIVE_5P0_exit_utc
CF191B1789747200,BTCUSDT,BUY,1789747200,2026-09-18T16:00:00+00:00,-1.7385371771542384,ENTER,80688.7,462.528571428571,0.1238842388115084,1789747500.0,2026-09-18T16:05:00+00:00,80827.6,-1.6655662374299147,1789749660.0,80896.97928571429,PROTECTED_STOP,0.09999999999999686,0.005825052763793233,0.09417494723620362,36.0,2026-09-18T16:41:00+00:00,1789749660.0,80896.97928571429,PROTECTED_STOP,0.09999999999999686,0.005825052763793233,0.09417494723620362,36.0,2026-09-18T16:41:00+00:00,1789749660.0,80896.97928571429,PROTECTED_STOP,0.09999999999999686,0.005825052763793233,0.09417494723620362,36.0,2026-09-18T16:41:00+00:00
CF191B1789752300,SOLUSDT,BUY,1789752300,2026-09-18T17:25:00+00:00,-1.2436112138424134,ENTER,112.01,1.019285714285714,0.12754029432376565,1789752540.0,2026-09-18T17:29:00+00:00,112.48,-1.2436112138424134,1789774140.0,113.12,TIME,0.4185937864984822,0.0036783928988554098,0.4149153935996268,360.0,2026-09-18T23:29:00+00:00,1789774140.0,113.12,TIME,0.4185937864984822,0.0036783928988554098,0.4149153935996268,360.0,2026-09-18T23:29:00+00:00,1789774140.0,113.12,TIME,0.4185937864984822,0.0036783928988554098,0.4149153935996268,360.0,2026-09-18T23:29:00+00:00
CF191B1789754100,ETHUSDT,BUY,1789754100,2026-09-18T17:55:00+00:00,-1.284915276958895,ENTER,2604.84,15.839285714285714,0.2916798196167073,1789756320.0,2026-09-18T18:32:00+00:00,2618.17,-0.9907451643722396,1789756740.0,2620.545892857143,PROTECTED_STOP,0.09999999999999946,0.005509865464111237,0.09449013453588823,7.0,2026-09-18T18:39:00+00:00,1789756740.0,2620.545892857143,PROTECTED_STOP,0.09999999999999946,0.005509865464111237,0.09449013453588823,7.0,2026-09-18T18:39:00+00:00,1789756740.0,2620.545892857143,PROTECTED_STOP,0.09999999999999946,0.005509865464111237,0.09449013453588823,7.0,2026-09-18T18:39:00+00:00
CF191B1789765200,BTCUSDT,BUY,1789765200,2026-09-18T21:00:00+00:00,-1.283901144930797,ENTER,81085.7,236.90000000000146,0.0865344027015613,1789765440.0,2026-09-18T21:04:00+00:00,81161.2,-1.283901144930797,1789767840.0,81196.735,PROTECTED_STOP,0.10000000000000922,0.011419895877303996,0.08858010412270523,40.0,2026-09-18T21:44:00+00:00,1789767840.0,81196.735,PROTECTED_STOP,0.10000000000000922,0.011419895877303996,0.08858010412270523,40.0,2026-09-18T21:44:00+00:00,1789767840.0,81196.735,PROTECTED_STOP,0.10000000000000922,0.011419895877303996,0.08858010412270523,40.0,2026-09-18T21:44:00+00:00
CF191B1789772100,SOLUSDT,BUY,1789772100,2026-09-18T22:55:00+00:00,-1.5634641640844362,ENTER,113.03,0.5871428571428571,0.05109489051095085,1789772280.0,2026-09-18T22:58:00+00:00,113.23,-1.5634641640844362,1789778700.0,113.31807142857143,PROTECTED_STOP,0.09999999999999575,0.006428304947283052,0.09357169505271269,107.0,2026-09-19T00:45:00+00:00,1789778700.0,113.31807142857143,PROTECTED_STOP,0.09999999999999575,0.006428304947283052,0.09357169505271269,107.0,2026-09-19T00:45:00+00:00,1789778700.0,113.31807142857143,PROTECTED_STOP,0.09999999999999575,0.006428304947283052,0.09357169505271269,107.0,2026-09-19T00:45:00+00:00
CF191B1789776600,BTCUSDT,BUY,1789776600,2026-09-19T00:10:00+00:00,-1.9857635230978645,ENTER,80832.1,156.19285714285485,0.0,1789776660.0,2026-09-19T00:11:00+00:00,80884.8,-1.9857635230978645,1789778820.0,81242.70357142857,PROTECTED_STOP,1.527613908324589,0.017261736863767575,1.5103521714608215,36.0,2026-09-19T00:47:00+00:00,1789779240.0,81409.90357142857,PROTECTED_STOP,2.2412615661346815,0.017261736863767575,2.2239998292709138,43.0,2026-09-19T00:54:00+00:00,1789779600.0,81692.2,EXIT_Z,3.4461669791619287,0.017261736863767575,3.428905242298161,49.0,2026-09-19T01:00:00+00:00
CF191S1789788300,SOLUSDT,SELL,1789788300,2026-09-19T03:25:00+00:00,1.7080111525507506,ENTER,113.39,0.48285714285714626,0.0,1789788780.0,2026-09-19T03:33:00+00:00,113.19,1.605763707318889,1789797600.0,111.90142857142857,PROTECTED_STOP,1.7790927021696146,0.007813905325443732,1.7712787968441708,147.0,2026-09-19T06:00:00+00:00,1789798800.0,111.68,EXIT_Z,2.0848126232741344,0.007813905325443732,2.076998717948691,167.0,2026-09-19T06:20:00+00:00,1789798800.0,111.68,EXIT_Z,2.0848126232741344,0.007813905325443732,2.076998717948691,167.0,2026-09-19T06:20:00+00:00
CF191S1789788600,BTCUSDT,SELL,1789788600,2026-09-19T03:30:00+00:00,1.029156009283215,SKIP_NO_CONFIRM,81099.6,210.14999999999833,0.46014751368069406,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CF191B1789801500,BTCUSDT,BUY,1789801500,2026-09-19T07:05:00+00:00,-1.0036833786612158,ENTER,81053.0,106.08571428571615,0.05655803932130253,1789801740.0,2026-09-19T07:09:00+00:00,81089.4,-1.0036833786612158,1789802580.0,81105.31285714285,PROTECTED_STOP,0.10000000000001079,0.025479208187449056,0.07452079181256173,14.0,2026-09-19T07:23:00+00:00,1789802580.0,81105.31285714285,PROTECTED_STOP,0.10000000000001079,0.025479208187449056,0.07452079181256173,14.0,2026-09-19T07:23:00+00:00,1789802580.0,81105.31285714285,PROTECTED_STOP,0.10000000000001079,0.025479208187449056,0.07452079181256173,14.0,2026-09-19T07:23:00+00:00
CF191B1789801500,SOLUSDT,BUY,1789801500,2026-09-19T07:05:00+00:00,-1.4383263513463422,ENTER,111.84,0.4871428571428597,0.06158357771261198,1789801680.0,2026-09-19T07:08:00+00:00,111.99,-1.4383263513463422,1789806240.0,112.06307142857142,PROTECTED_STOP,0.09999999999999354,0.007663049853372394,0.09233695014662115,76.0,2026-09-19T08:24:00+00:00,1789806240.0,112.06307142857142,PROTECTED_STOP,0.09999999999999354,0.007663049853372394,0.09233695014662115,76.0,2026-09-19T08:24:00+00:00,1789806240.0,112.06307142857142,PROTECTED_STOP,0.09999999999999354,0.007663049853372394,0.09233695014662115,76.0,2026-09-19T08:24:00+00:00
CF191S1789814100,BTCUSDT,SELL,1789814100,2026-09-19T10:35:00+00:00,1.144150581089683,SKIP_ADVERSE,81227.7,143.8142857142853,0.7600079467567524,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CF191B1789825800,BTCUSDT,BUY,1789825800,2026-09-19T13:50:00+00:00,-1.7106689591796613,ENTER,81239.5,106.29285714285652,0.3716148108326075,1789826040.0,2026-09-19T13:54:00+00:00,81297.3,-1.7106689591796613,1789828260.0,81511.45357142857,PROTECTED_STOP,1.3431669018659194,0.025494751696794722,1.3176721501691246,37.0,2026-09-19T14:31:00+00:00,1789830600.0,81672.45357142857,PROTECTED_STOP,2.3529556705418653,0.025494751696794722,2.3274609188450706,76.0,2026-09-19T15:10:00+00:00,1789832400.0,81684.4,EXIT_Z,2.427883430772981,0.025494751696794722,2.402388679076186,106.0,2026-09-19T15:40:00+00:00
CF191B1789832400,BTCUSDT,BUY,1789832400,2026-09-19T15:40:00+00:00,3.1228144672428075,SKIP_CONFIRM_Z,81635.3,138.45714285714348,0.0,,,,3.1228144672428075,,,,,,,,,,,,,,,,,,,,,,,,
CF191S1789833300,BTCUSDT,SELL,1789833300,2026-09-19T15:55:00+00:00,2.3096118765466653,ENTER,81651.1,160.11428571428613,0.0,1789833360.0,2026-09-19T15:56:00+00:00,81593.1,2.3096118765466653,1789833960.0,81569.08285714286,PROTECTED_STOP,0.10000000000002293,0.016986429336188394,0.08301357066383454,10.0,2026-09-19T16:06:00+00:00,1789833960.0,81569.08285714286,PROTECTED_STOP,0.10000000000002293,0.016986429336188394,0.08301357066383454,10.0,2026-09-19T16:06:00+00:00,1789833960.0,81569.08285714286,PROTECTED_STOP,0.10000000000002293,0.016986429336188394,0.08301357066383454,10.0,2026-09-19T16:06:00+00:00
CF191S1789833600,SOLUSDT,SELL,1789833600,2026-09-19T16:00:00+00:00,1.921898800845052,ENTER,111.61,0.4049999999999981,0.024691358024704107,1789833720.0,2026-09-19T16:02:00+00:00,111.44,1.921898800845052,1789833960.0,111.37925,PROTECTED_STOP,0.09999999999999841,0.009172016460905394,0.09082798353909302,4.0,2026-09-19T16:06:00+00:00,1789833960.0,111.37925,PROTECTED_STOP,0.09999999999999841,0.009172016460905394,0.09082798353909302,4.0,2026-09-19T16:06:00+00:00,1789833960.0,111.37925,PROTECTED_STOP,0.09999999999999841,0.009172016460905394,0.09082798353909302,4.0,2026-09-19T16:06:00+00:00
CF191S1789837200,BTCUSDT,SELL,1789837200,2026-09-19T17:00:00+00:00,0.48416908276512266,ENTER,81795.1,180.97857142856915,0.09061846311714938,1789837920.0,2026-09-19T17:12:00+00:00,81715.4,0.3125490335878814,1789840500.0,81449.2,EXIT_Z,0.9805949138940432,0.015050658457328734,0.9655442554367144,43.0,2026-09-19T17:55:00+00:00,1789840500.0,81449.2,EXIT_Z,0.9805949138940432,0.015050658457328734,0.9655442554367144,43.0,2026-09-19T17:55:00+00:00,1789840500.0,81449.2,EXIT_Z,0.9805949138940432,0.015050658457328734,0.9655442554367144,43.0,2026-09-19T17:55:00+00:00
CF191S1789838400,SOLUSDT,SELL,1789838400,2026-09-19T17:20:00+00:00,1.9797433784941196,ENTER,112.0,0.4049999999999991,0.2962962962963082,1789838520.0,2026-09-19T17:22:00+00:00,111.83,1.9797433784941196,1789839000.0,111.76925,PROTECTED_STOP,0.09999999999999817,0.00920411522633747,0.0907958847736607,8.0,2026-09-19T17:30:00+00:00,1789839000.0,111.76925,PROTECTED_STOP,0.09999999999999817,0.00920411522633747,0.0907958847736607,8.0,2026-09-19T17:30:00+00:00,1789839000.0,111.76925,PROTECTED_STOP,0.09999999999999817,0.00920411522633747,0.0907958847736607,8.0,2026-09-19T17:30:00+00:00
CF191B1789842900,BTCUSDT,BUY,1789842900,2026-09-19T18:35:00+00:00,-0.887563216572472,SKIP_NO_CONFIRM,81426.3,205.02857142856996,0.5672380156075991,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CF191B1789851600,BTCUSDT,BUY,1789851600,2026-09-19T21:00:00+00:00,-1.4866872042609152,ENTER,81131.0,125.74285714285672,0.0,1789851780.0,2026-09-19T21:03:00+00:00,81198.4,-1.4866872042609152,1789852260.0,81009.78571428571,SL,-0.9999999999999946,0.021524986745436715,-1.0215249867454312,8.0,2026-09-19T21:11:00+00:00,1789852260.0,81009.78571428571,SL,-0.9999999999999946,0.021524986745436715,-1.0215249867454312,8.0,2026-09-19T21:11:00+00:00,1789852260.0,81009.78571428571,SL,-0.9999999999999946,0.021524986745436715,-1.0215249867454312,8.0,2026-09-19T21:11:00+00:00
CF191B1789853100,BTCUSDT,BUY,1789853100,2026-09-19T21:25:00+00:00,-2.6699920430250796,ENTER,81001.2,132.97142857142794,0.0,1789853220.0,2026-09-19T21:27:00+00:00,81044.1,-2.6699920430250796,1789855200.0,81064.04571428572,PROTECTED_STOP,0.09999999999999715,0.020316168886979045,0.0796838311130181,33.0,2026-09-19T22:00:00+00:00,1789855200.0,81064.04571428572,PROTECTED_STOP,0.09999999999999715,0.020316168886979045,0.0796838311130181,33.0,2026-09-19T22:00:00+00:00,1789855200.0,81064.04571428572,PROTECTED_STOP,0.09999999999999715,0.020316168886979045,0.0796838311130181,33.0,2026-09-19T22:00:00+00:00
CF191B1789858200,BTCUSDT,BUY,1789858200,2026-09-19T22:50:00+00:00,-0.27957305056157666,ENTER,81184.0,140.78571428571325,0.0,1789858380.0,2026-09-19T22:53:00+00:00,81227.0,-0.27957305056157666,1789861320.0,81248.11785714286,PROTECTED_STOP,0.10000000000001845,0.01923182817520731,0.08076817182481114,49.0,2026-09-19T23:42:00+00:00,1789861320.0,81248.11785714286,PROTECTED_STOP,0.10000000000001845,0.01923182817520731,0.08076817182481114,49.0,2026-09-19T23:42:00+00:00,1789861320.0,81248.11785714286,PROTECTED_STOP,0.10000000000001845,0.01923182817520731,0.08076817182481114,49.0,2026-09-19T23:42:00+00:00
CF191B1789874100,SOLUSDT,BUY,1789874100,2026-09-20T03:15:00+00:00,2.4948460949128353,SKIP_CONFIRM_Z,107.87,0.6185714285714273,0.4688221709007039,,,,2.4948460949128353,,,,,,,,,,,,,,,,,,,,,,,,
CF191S1789910700,BTCUSDT,SELL,1789910700,2026-09-20T13:25:00+00:00,1.5202101118917892,ENTER,80492.7,120.34999999999854,0.3830494391359068,1789911180.0,2026-09-20T13:33:00+00:00,80434.7,1.3788147336589556,1789912920.0,80615.22499999999,SL,-0.9999999999999798,0.02227799473757124,-1.022277994737551,29.0,2026-09-20T14:02:00+00:00,1789912920.0,80615.22499999999,SL,-0.9999999999999798,0.02227799473757124,-1.022277994737551,29.0,2026-09-20T14:02:00+00:00,1789912920.0,80615.22499999999,SL,-0.9999999999999798,0.02227799473757124,-1.022277994737551,29.0,2026-09-20T14:02:00+00:00
CF191S1789913100,BTCUSDT,SELL,1789913100,2026-09-20T14:05:00+00:00,2.2671236396851744,ENTER,80665.6,112.09999999999854,0.024977698483393353,1789913280.0,2026-09-20T14:08:00+00:00,80628.8,2.2671236396851744,1789915440.0,80611.985,PROTECTED_STOP,0.10000000000001515,0.023975260184359515,0.07602473981565563,36.0,2026-09-20T14:44:00+00:00,1789915440.0,80611.985,PROTECTED_STOP,0.10000000000001515,0.023975260184359515,0.07602473981565563,36.0,2026-09-20T14:44:00+00:00,1789915440.0,80611.985,PROTECTED_STOP,0.10000000000001515,0.023975260184359515,0.07602473981565563,36.0,2026-09-20T14:44:00+00:00
CF191S1789917000,BTCUSDT,SELL,1789917000,2026-09-20T15:10:00+00:00,2.0399345025672355,ENTER,80801.3,133.29285714285444,0.0,1789917120.0,2026-09-20T15:12:00+00:00,80747.2,2.0399345025672355,1789918320.0,80727.20607142856,PROTECTED_STOP,0.10000000000003613,0.02019292999660652,0.07980707000342961,20.0,2026-09-20T15:32:00+00:00,1789918320.0,80727.20607142856,PROTECTED_STOP,0.10000000000003613,0.02019292999660652,0.07980707000342961,20.0,2026-09-20T15:32:00+00:00,1789918320.0,80727.20607142856,PROTECTED_STOP,0.10000000000003613,0.02019292999660652,0.07980707000342961,20.0,2026-09-20T15:32:00+00:00
CF191B1789925700,ETHUSDT,BUY,1789925700,2026-09-20T17:35:00+00:00,-2.0456132746146265,ENTER,2624.29,15.040714285714298,0.0,1789925760.0,2026-09-20T17:36:00+00:00,2629.58,-2.0456132746146265,1789926000.0,2631.836107142857,PROTECTED_STOP,0.10000000000000324,0.005827693087017773,0.09417230691298546,4.0,2026-09-20T17:40:00+00:00,1789926000.0,2631.836107142857,PROTECTED_STOP,0.10000000000000324,0.005827693087017773,0.09417230691298546,4.0,2026-09-20T17:40:00+00:00,1789926000.0,2631.836107142857,PROTECTED_STOP,0.10000000000000324,0.005827693087017773,0.09417230691298546,4.0,2026-09-20T17:40:00+00:00
CF191B1789941900,BTCUSDT,BUY,1789941900,2026-09-20T22:05:00+00:00,-1.1319988394853167,ENTER,80871.3,166.21428571428675,0.0,1789942020.0,2026-09-20T22:07:00+00:00,80997.7,-1.1319988394853167,1789949220.0,81516.79285714285,PROTECTED_STOP,2.0820226328605886,0.016243629852456566,2.065779003008132,120.0,2026-09-21T00:07:00+00:00,1789949220.0,81516.79285714285,PROTECTED_STOP,2.0820226328605886,0.016243629852456566,2.065779003008132,120.0,2026-09-21T00:07:00+00:00,1789949700.0,81642.4,EXIT_Z,2.585818650623092,0.016243629852456566,2.5695750207706354,128.0,2026-09-21T00:15:00+00:00
CF191B1789946400,BTCUSDT,BUY,1789946400,2026-09-20T23:20:00+00:00,-0.7213571643272324,ENTER,81213.5,204.68571428571573,0.597989949748711,1789948860.0,2026-09-21T00:01:00+00:00,81305.1,-0.8956765005343862,1789949700.0,81642.4,EXIT_Z,1.0985948259817149,0.013240640703517494,1.0853541852781974,14.0,2026-09-21T00:15:00+00:00,1789949700.0,81642.4,EXIT_Z,1.0985948259817149,0.013240640703517494,1.0853541852781974,14.0,2026-09-21T00:15:00+00:00,1789949700.0,81642.4,EXIT_Z,1.0985948259817149,0.013240640703517494,1.0853541852781974,14.0,2026-09-21T00:15:00+00:00
CF191S1789952100,ETHUSDT,SELL,1789952100,2026-09-21T00:55:00+00:00,0.05385053618019003,ENTER,2692.38,14.344999999999962,0.07807598466363846,1789952400.0,2026-09-21T01:00:00+00:00,2687.39,0.2408185576558041,1789952760.0,2685.23825,PROTECTED_STOP,0.09999999999999994,0.006244661322179638,0.0937553386778203,6.0,2026-09-21T01:06:00+00:00,1789952760.0,2685.23825,PROTECTED_STOP,0.09999999999999994,0.006244661322179638,0.0937553386778203,6.0,2026-09-21T01:06:00+00:00,1789952760.0,2685.23825,PROTECTED_STOP,0.09999999999999994,0.006244661322179638,0.0937553386778203,6.0,2026-09-21T01:06:00+00:00
CF191B1789952700,BTCUSDT,BUY,1789952700,2026-09-21T01:05:00+00:00,-1.0461809930682862,ENTER,81588.6,250.35714285714388,0.0,1789952820.0,2026-09-21T01:07:00+00:00,81683.5,-1.0461809930682862,1789953600.0,81799.9,EXIT_Z,0.3099572039942771,0.010875596766523969,0.2990816072277532,13.0,2026-09-21T01:20:00+00:00,1789953600.0,81799.9,EXIT_Z,0.3099572039942771,0.010875596766523969,0.2990816072277532,13.0,2026-09-21T01:20:00+00:00,1789953600.0,81799.9,EXIT_Z,0.3099572039942771,0.010875596766523969,0.2990816072277532,13.0,2026-09-21T01:20:00+00:00
CF191B1789956000,BTCUSDT,BUY,1789956000,2026-09-21T02:00:00+00:00,-4.408599751182767,ENTER,80964.3,316.97857142857123,0.17225139148659935,1789956120.0,2026-09-21T02:02:00+00:00,81205.8,-4.408599751182767,1789957860.0,81253.34678571428,PROTECTED_STOP,0.09999999999998678,0.008539567794127595,0.09146043220585919,29.0,2026-09-21T02:31:00+00:00,1789957860.0,81253.34678571428,PROTECTED_STOP,0.09999999999998678,0.008539567794127595,0.09146043220585919,29.0,2026-09-21T02:31:00+00:00,1789957860.0,81253.34678571428,PROTECTED_STOP,0.09999999999998678,0.008539567794127595,0.09146043220585919,29.0,2026-09-21T02:31:00+00:00
CF191B1789956000,ETHUSDT,BUY,1789956000,2026-09-21T02:00:00+00:00,-1.792190526978972,ENTER,2648.1,18.53571428571422,0.2967244701348758,1789956120.0,2026-09-21T02:02:00+00:00,2656.53,-1.792190526978972,1789957860.0,2659.3103571428574,PROTECTED_STOP,0.10000000000000082,0.004777317919075162,0.09522268208092566,29.0,2026-09-21T02:31:00+00:00,1789957860.0,2659.3103571428574,PROTECTED_STOP,0.10000000000000082,0.004777317919075162,0.09522268208092566,29.0,2026-09-21T02:31:00+00:00,1789957860.0,2659.3103571428574,PROTECTED_STOP,0.10000000000000082,0.004777317919075162,0.09522268208092566,29.0,2026-09-21T02:31:00+00:00
