comment,symbol,side,signal_ts,signal_utc,signal_z,entry_status,signal_price,atr15,max_adverse_atr,lab_entry_ts,lab_entry_utc,lab_entry_price,confirm_z,CONTROL_2P5_exit_ts,CONTROL_2P5_exit_price,CONTROL_2P5_reason,CONTROL_2P5_gross_R,CONTROL_2P5_cost_R,CONTROL_2P5_net_R,CONTROL_2P5_hold_min,CONTROL_2P5_exit_utc,BALANCED_3P5_exit_ts,BALANCED_3P5_exit_price,BALANCED_3P5_reason,BALANCED_3P5_gross_R,BALANCED_3P5_cost_R,BALANCED_3P5_net_R,BALANCED_3P5_hold_min,BALANCED_3P5_exit_utc,AGGRESSIVE_5P0_exit_ts,AGGRESSIVE_5P0_exit_price,AGGRESSIVE_5P0_reason,AGGRESSIVE_5P0_gross_R,AGGRESSIVE_5P0_cost_R,AGGRESSIVE_5P0_net_R,AGGRESSIVE_5P0_hold_min,AGGRESSIVE_5P0_exit_utc
CF191S1789685400,BTCUSDT,SELL,1789685400,2026-09-17T22:50:00+00:00,2.032344239034109,ENTER,76381.0,128.52142857142567,0.0,1789685460.0,2026-09-17T22:51:00+00:00,76305.9,2.032344239034109,1789692780.0,76498.68214285713,SL,-0.9999999999999729,0.01979070749736053,-1.0197907074973334,122.0,2026-09-18T00:53:00+00:00,1789692780.0,76498.68214285713,SL,-0.9999999999999729,0.01979070749736053,-1.0197907074973334,122.0,2026-09-18T00:53:00+00:00,1789692780.0,76498.68214285713,SL,-0.9999999999999729,0.01979070749736053,-1.0197907074973334,122.0,2026-09-18T00:53:00+00:00
CF191S1789697100,BTCUSDT,SELL,1789697100,2026-09-18T02:05:00+00:00,1.142289329067641,ENTER,76679.9,125.40000000000042,0.0007974481659156334,1789697340.0,2026-09-18T02:09:00+00:00,76639.0,1.142289329067641,1789698420.0,76827.1,SL,-1.0000000000000278,0.020371876661350277,-1.020371876661378,18.0,2026-09-18T02:27:00+00:00,1789698420.0,76827.1,SL,-1.0000000000000278,0.020371876661350277,-1.020371876661378,18.0,2026-09-18T02:27:00+00:00,1789698420.0,76827.1,SL,-1.0000000000000278,0.020371876661350277,-1.020371876661378,18.0,2026-09-18T02:27:00+00:00
CF191B1789698900,SOLUSDT,BUY,1789698900,2026-09-18T02:35:00+00:00,-0.15360127772540877,ENTER,102.74,0.40285714285714186,0.6950354609929124,1789700760.0,2026-09-18T03:06:00+00:00,102.97,-0.29517367258191085,1789701480.0,103.94857142857144,PROTECTED_STOP,1.6193853427896243,0.008519976359338084,1.6108653664302863,12.0,2026-09-18T03:18:00+00:00,1789702320.0,104.22857142857144,PROTECTED_STOP,2.0827423167848993,0.008519976359338084,2.0742223404255613,26.0,2026-09-18T03:32:00+00:00,1789703580.0,104.97857142857144,PROTECTED_STOP,3.323877068557952,0.008519976359338084,3.315357092198614,47.0,2026-09-18T03:53:00+00:00
CF191B1789709100,BTCUSDT,BUY,1789709100,2026-09-18T05:25:00+00:00,-1.41792081097659,ENTER,77479.4,192.68571428571158,0.38612099644125636,1789709340.0,2026-09-18T05:29:00+00:00,77567.9,-1.41792081097659,1789709640.0,77596.80285714284,PROTECTED_STOP,0.09999999999997608,0.013418725286674763,0.08658127471330132,5.0,2026-09-18T05:34:00+00:00,1789709640.0,77596.80285714284,PROTECTED_STOP,0.09999999999997608,0.013418725286674763,0.08658127471330132,5.0,2026-09-18T05:34:00+00:00,1789709640.0,77596.80285714284,PROTECTED_STOP,0.09999999999997608,0.013418725286674763,0.08658127471330132,5.0,2026-09-18T05:34:00+00:00
CF191B1789715100,SOLUSDT,BUY,1789715100,2026-09-18T07:05:00+00:00,-1.3946681593087287,ENTER,105.54,0.6021428571428586,0.0,1789715160.0,2026-09-18T07:06:00+00:00,105.78,-1.3946681593087287,1789717680.0,105.87032142857143,PROTECTED_STOP,0.0999999999999996,0.005855753262158942,0.09414424673784066,42.0,2026-09-18T07:48:00+00:00,1789717680.0,105.87032142857143,PROTECTED_STOP,0.0999999999999996,0.005855753262158942,0.09414424673784066,42.0,2026-09-18T07:48:00+00:00,1789717680.0,105.87032142857143,PROTECTED_STOP,0.0999999999999996,0.005855753262158942,0.09414424673784066,42.0,2026-09-18T07:48:00+00:00
CF191B1789720200,BTCUSDT,BUY,1789720200,2026-09-18T08:30:00+00:00,-1.7841446984434008,ENTER,77914.3,193.51428571428343,0.12040454746790366,1789720380.0,2026-09-18T08:33:00+00:00,77972.4,-1.7841446984434008,1789724220.0,78001.42714285714,PROTECTED_STOP,0.10000000000000234,0.013430946404842917,0.08656905359515941,64.0,2026-09-18T09:37:00+00:00,1789724220.0,78001.42714285714,PROTECTED_STOP,0.10000000000000234,0.013430946404842917,0.08656905359515941,64.0,2026-09-18T09:37:00+00:00,1789724220.0,78001.42714285714,PROTECTED_STOP,0.10000000000000234,0.013430946404842917,0.08656905359515941,64.0,2026-09-18T09:37:00+00:00
CF191S1789728900,SOLUSDT,SELL,1789728900,2026-09-18T10:55:00+00:00,1.0583643634510318,ENTER,106.35,0.4642857142857163,0.1076923076923317,1789729320.0,2026-09-18T11:02:00+00:00,106.2,0.9852907827908826,1789738260.0,106.13035714285715,PROTECTED_STOP,0.09999999999999315,0.007624615384615351,0.0923753846153778,149.0,2026-09-18T13:31:00+00:00,1789738260.0,106.13035714285715,PROTECTED_STOP,0.09999999999999315,0.007624615384615351,0.0923753846153778,149.0,2026-09-18T13:31:00+00:00,1789738260.0,106.13035714285715,PROTECTED_STOP,0.09999999999999315,0.007624615384615351,0.0923753846153778,149.0,2026-09-18T13:31:00+00:00
CF191B1789734900,BTCUSDT,BUY,1789734900,2026-09-18T12:35:00+00:00,-1.8966918849967533,ENTER,78052.9,171.9428571428559,0.008142239946792394,1789735140.0,2026-09-18T12:39:00+00:00,78134.8,-1.8966918849967533,1789738320.0,78160.59142857142,PROTECTED_STOP,0.099999999999973,0.0151474354713638,0.0848525645286092,53.0,2026-09-18T13:32:00+00:00,1789738320.0,78160.59142857142,PROTECTED_STOP,0.099999999999973,0.0151474354713638,0.0848525645286092,53.0,2026-09-18T13:32:00+00:00,1789738320.0,78160.59142857142,PROTECTED_STOP,0.099999999999973,0.0151474354713638,0.0848525645286092,53.0,2026-09-18T13:32:00+00:00
CF191B1789740600,SOLUSDT,BUY,1789740600,2026-09-18T14:10:00+00:00,-2.8637801455338003,ENTER,108.73,0.6764285714285714,0.28088701161562496,1789740780.0,2026-09-18T14:13:00+00:00,109.01,-2.8637801455338003,1789741920.0,109.11146428571429,PROTECTED_STOP,0.10000000000000031,0.005371840901091166,0.09462815909890915,19.0,2026-09-18T14:32:00+00:00,1789741920.0,109.11146428571429,PROTECTED_STOP,0.10000000000000031,0.005371840901091166,0.09462815909890915,19.0,2026-09-18T14:32:00+00:00,1789741920.0,109.11146428571429,PROTECTED_STOP,0.10000000000000031,0.005371840901091166,0.09462815909890915,19.0,2026-09-18T14:32:00+00:00
CF191B1789742400,ETHUSDT,BUY,1789742400,2026-09-18T14:40:00+00:00,-2.482123787088437,ENTER,2571.17,15.387857142857099,0.04029151000324234,1789742640.0,2026-09-18T14:44:00+00:00,2577.61,-2.482123787088437,1789743420.0,2579.9181785714286,PROTECTED_STOP,0.09999999999999593,0.005583645112875042,0.09441635488712088,13.0,2026-09-18T14:57:00+00:00,1789743420.0,2579.9181785714286,PROTECTED_STOP,0.09999999999999593,0.005583645112875042,0.09441635488712088,13.0,2026-09-18T14:57:00+00:00,1789743420.0,2579.9181785714286,PROTECTED_STOP,0.09999999999999593,0.005583645112875042,0.09441635488712088,13.0,2026-09-18T14:57:00+00:00
